month,scenario,line_id,line_item,section,amount_usd,year,month_num
2026-01,Budget,R2,Token pack revenue,Revenue,454691.18,2026,1
2026-02,Budget,R2,Token pack revenue,Revenue,480315.96,2026,2
2026-03,Budget,R2,Token pack revenue,Revenue,492559.31,2026,3
2026-04,Budget,R2,Token pack revenue,Revenue,515217.04,2026,4
2026-05,Budget,R2,Token pack revenue,Revenue,538917.02,2026,5
2026-06,Budget,R2,Token pack revenue,Revenue,563707.2,2026,6
2026-07,Budget,R2,Token pack revenue,Revenue,589637.73,2026,7
2026-08,Budget,R2,Token pack revenue,Revenue,616761.07,2026,8
2026-09,Budget,R2,Token pack revenue,Revenue,645132.08,2026,9
2026-10,Budget,R2,Token pack revenue,Revenue,674808.15,2026,10
2026-11,Budget,R2,Token pack revenue,Revenue,748200.29,2026,11
2026-12,Budget,R2,Token pack revenue,Revenue,760467.95,2026,12
2025-01,Budget,R3,Refunds & chargebacks,Revenue,-8196.4,2025,1
2025-02,Budget,R3,Refunds & chargebacks,Revenue,-8693.55,2025,2
2025-03,Budget,R3,Refunds & chargebacks,Revenue,-8951.63,2025,3
2025-04,Budget,R3,Refunds & chargebacks,Revenue,-9401.93,2025,4
2025-05,Budget,R3,Refunds & chargebacks,Revenue,-9875.12,2025,5
2025-06,Budget,R3,Refunds & chargebacks,Revenue,-10372.36,2025,6
2025-07,Budget,R3,Refunds & chargebacks,Revenue,-10894.89,2025,7
2025-08,Budget,R3,Refunds & chargebacks,Revenue,-11444.01,2025,8
2025-09,Budget,R3,Refunds & chargebacks,Revenue,-12021.09,2025,9
2025-10,Budget,R3,Refunds & chargebacks,Revenue,-12627.56,2025,10
2025-11,Budget,R3,Refunds & chargebacks,Revenue,-14060.85,2025,11
2025-12,Budget,R3,Refunds & chargebacks,Revenue,-14352.88,2025,12
2026-01,Budget,R3,Refunds & chargebacks,Revenue,-18261.58,2026,1
2026-02,Budget,R3,Refunds & chargebacks,Revenue,-19221.42,2026,2
2026-03,Budget,R3,Refunds & chargebacks,Revenue,-19640.69,2026,3
2026-04,Budget,R3,Refunds & chargebacks,Revenue,-20470.64,2026,4
2026-05,Budget,R3,Refunds & chargebacks,Revenue,-21335.84,2026,5
2026-06,Budget,R3,Refunds & chargebacks,Revenue,-22237.78,2026,6
2026-07,Budget,R3,Refunds & chargebacks,Revenue,-23178.02,2026,7
2026-08,Budget,R3,Refunds & chargebacks,Revenue,-24158.21,2026,8
2026-09,Budget,R3,Refunds & chargebacks,Revenue,-25180.05,2026,9
2026-10,Budget,R3,Refunds & chargebacks,Revenue,-26245.31,2026,10
2026-11,Budget,R3,Refunds & chargebacks,Revenue,-28997.21,2026,11
2026-12,Budget,R3,Refunds & chargebacks,Revenue,-29369.02,2026,12
2025-01,Budget,C1,GPU inference,COGS,-113028.3,2025,1
2025-02,Budget,C1,GPU inference,COGS,-119884.0,2025,2
2025-03,Budget,C1,GPU inference,COGS,-123442.93,2025,3
2025-04,Budget,C1,GPU inference,COGS,-129652.64,2025,4
2025-05,Budget,C1,GPU inference,COGS,-136177.86,2025,5
2025-06,Budget,C1,GPU inference,COGS,-143034.8,2025,6
2025-07,Budget,C1,GPU inference,COGS,-150240.49,2025,7
2025-08,Budget,C1,GPU inference,COGS,-157812.87,2025,8
2025-09,Budget,C1,GPU inference,COGS,-165770.79,2025,9
2025-10,Budget,C1,GPU inference,COGS,-174134.1,2025,10
2025-11,Budget,C1,GPU inference,COGS,-193899.08,2025,11
2025-12,Budget,C1,GPU inference,COGS,-197926.28,2025,12
2026-01,Budget,C1,GPU inference,COGS,-179876.6,2026,1
2026-02,Budget,C1,GPU inference,COGS,-189330.94,2026,2
2026-03,Budget,C1,GPU inference,COGS,-193460.76,2026,3
2026-04,Budget,C1,GPU inference,COGS,-201635.84,2026,4
2026-05,Budget,C1,GPU inference,COGS,-210158.02,2026,5
2026-06,Budget,C1,GPU inference,COGS,-219042.09,2026,6
2026-07,Budget,C1,GPU inference,COGS,-228303.5,2026,7
2026-08,Budget,C1,GPU inference,COGS,-237958.35,2026,8
2026-09,Budget,C1,GPU inference,COGS,-248023.45,2026,9
2026-10,Budget,C1,GPU inference,COGS,-258516.29,2026,10
2026-11,Budget,C1,GPU inference,COGS,-285622.47,2026,11
2026-12,Budget,C1,GPU inference,COGS,-289284.88,2026,12
2025-01,Budget,C2,"Hosting, storage & CDN",COGS,-29602.65,2025,1
2025-02,Budget,C2,"Hosting, storage & CDN",COGS,-31398.19,2025,2
2025-03,Budget,C2,"Hosting, storage & CDN",COGS,-32330.29,2025,3
2025-04,Budget,C2,"Hosting, storage & CDN",COGS,-33956.64,2025,4
2025-05,Budget,C2,"Hosting, storage & CDN",COGS,-35665.63,2025,5
2025-06,Budget,C2,"Hosting, storage & CDN",COGS,-37461.49,2025,6
2025-07,Budget,C2,"Hosting, storage & CDN",COGS,-39348.7,2025,7
2025-08,Budget,C2,"Hosting, storage & CDN",COGS,-41331.94,2025,8
2025-09,Budget,C2,"Hosting, storage & CDN",COGS,-43416.16,2025,9
2025-10,Budget,C2,"Hosting, storage & CDN",COGS,-45606.55,2025,10
2025-11,Budget,C2,"Hosting, storage & CDN",COGS,-50783.09,2025,11
2025-12,Budget,C2,"Hosting, storage & CDN",COGS,-51837.84,2025,12
2026-01,Budget,C2,"Hosting, storage & CDN",COGS,-65954.75,2026,1
2026-02,Budget,C2,"Hosting, storage & CDN",COGS,-69421.34,2026,2
2026-03,Budget,C2,"Hosting, storage & CDN",COGS,-70935.61,2026,3
2026-04,Budget,C2,"Hosting, storage & CDN",COGS,-73933.14,2026,4
2026-05,Budget,C2,"Hosting, storage & CDN",COGS,-77057.94,2026,5
2026-06,Budget,C2,"Hosting, storage & CDN",COGS,-80315.43,2026,6
2026-07,Budget,C2,"Hosting, storage & CDN",COGS,-83711.28,2026,7
2026-08,Budget,C2,"Hosting, storage & CDN",COGS,-87251.4,2026,8
2026-09,Budget,C2,"Hosting, storage & CDN",COGS,-90941.93,2026,9
2026-10,Budget,C2,"Hosting, storage & CDN",COGS,-94789.31,2026,10
2026-11,Budget,C2,"Hosting, storage & CDN",COGS,-104728.24,2026,11
2026-12,Budget,C2,"Hosting, storage & CDN",COGS,-106071.12,2026,12
2025-01,Budget,C3,Payment processing fees,COGS,-40905.48,2025,1
2025-02,Budget,C3,Payment processing fees,COGS,-43386.59,2025,2
2025-03,Budget,C3,Payment processing fees,COGS,-44674.58,2025,3
2025-04,Budget,C3,Payment processing fees,COGS,-46921.91,2025,4
2025-05,Budget,C3,Payment processing fees,COGS,-49283.42,2025,5
2025-06,Budget,C3,Payment processing fees,COGS,-51764.97,2025,6
2025-07,Budget,C3,Payment processing fees,COGS,-54372.75,2025,7
2025-08,Budget,C3,Payment processing fees,COGS,-57113.23,2025,8
2025-09,Budget,C3,Payment processing fees,COGS,-59993.24,2025,9
2025-10,Budget,C3,Payment processing fees,COGS,-63019.96,2025,10
2025-11,Budget,C3,Payment processing fees,COGS,-70173.0,2025,11
2025-12,Budget,C3,Payment processing fees,COGS,-71630.46,2025,12
2026-01,Budget,C3,Payment processing fees,COGS,-81544.06,2026,1
2026-02,Budget,C3,Payment processing fees,COGS,-85830.03,2026,2
2026-03,Budget,C3,Payment processing fees,COGS,-87702.21,2026,3
2026-04,Budget,C3,Payment processing fees,COGS,-91408.25,2026,4
2026-05,Budget,C3,Payment processing fees,COGS,-95271.63,2026,5
2026-06,Budget,C3,Payment processing fees,COGS,-99299.08,2026,6
2026-07,Budget,C3,Payment processing fees,COGS,-103497.59,2026,7
2026-08,Budget,C3,Payment processing fees,COGS,-107874.45,2026,8
2026-09,Budget,C3,Payment processing fees,COGS,-112437.3,2026,9
2026-10,Budget,C3,Payment processing fees,COGS,-117194.05,2026,10
2026-11,Budget,C3,Payment processing fees,COGS,-129482.19,2026,11
2026-12,Budget,C3,Payment processing fees,COGS,-131142.48,2026,12
2025-01,Budget,C4,Chargeback fees,COGS,-2152.92,2025,1
2025-02,Budget,C4,Chargeback fees,COGS,-2283.5,2025,2
2025-03,Budget,C4,Chargeback fees,COGS,-2351.29,2025,3
2025-04,Budget,C4,Chargeback fees,COGS,-2469.57,2025,4
2025-05,Budget,C4,Chargeback fees,COGS,-2593.86,2025,5
2025-06,Budget,C4,Chargeback fees,COGS,-2724.47,2025,6
2025-07,Budget,C4,Chargeback fees,COGS,-2861.72,2025,7
2025-08,Budget,C4,Chargeback fees,COGS,-3005.96,2025,8
2025-09,Budget,C4,Chargeback fees,COGS,-3157.54,2025,9
2025-10,Budget,C4,Chargeback fees,COGS,-3316.84,2025,10
2025-11,Budget,C4,Chargeback fees,COGS,-3693.32,2025,11
2025-12,Budget,C4,Chargeback fees,COGS,-3770.02,2025,12
2026-01,Budget,C4,Chargeback fees,COGS,-2997.94,2026,1
2026-02,Budget,C4,Chargeback fees,COGS,-3155.52,2026,2
2026-03,Budget,C4,Chargeback fees,COGS,-3224.35,2026,3
2026-04,Budget,C4,Chargeback fees,COGS,-3360.6,2026,4
2026-05,Budget,C4,Chargeback fees,COGS,-3502.63,2026,5
2026-06,Budget,C4,Chargeback fees,COGS,-3650.7,2026,6
2026-07,Budget,C4,Chargeback fees,COGS,-3805.06,2026,7
2026-08,Budget,C4,Chargeback fees,COGS,-3965.97,2026,8
2026-09,Budget,C4,Chargeback fees,COGS,-4133.72,2026,9
2026-10,Budget,C4,Chargeback fees,COGS,-4308.6,2026,10
2026-11,Budget,C4,Chargeback fees,COGS,-4760.37,2026,11
2026-12,Budget,C4,Chargeback fees,COGS,-4821.41,2026,12
2025-01,Budget,C5,Content & creator costs,COGS,-16146.9,2025,1
2025-02,Budget,C5,Content & creator costs,COGS,-17126.29,2025,2
2025-03,Budget,C5,Content & creator costs,COGS,-17634.7,2025,3
2025-04,Budget,C5,Content & creator costs,COGS,-18521.81,2025,4
2025-05,Budget,C5,Content & creator costs,COGS,-19453.98,2025,5
2025-06,Budget,C5,Content & creator costs,COGS,-20433.54,2025,6
2025-07,Budget,C5,Content & creator costs,COGS,-21462.93,2025,7
2025-08,Budget,C5,Content & creator costs,COGS,-22544.7,2025,8
2025-09,Budget,C5,Content & creator costs,COGS,-23681.54,2025,9
2025-10,Budget,C5,Content & creator costs,COGS,-24876.3,2025,10
2025-11,Budget,C5,Content & creator costs,COGS,-27699.87,2025,11
2025-12,Budget,C5,Content & creator costs,COGS,-28275.18,2025,12
2026-01,Budget,C5,Content & creator costs,COGS,-77946.53,2026,1
2026-02,Budget,C5,Content & creator costs,COGS,-82043.41,2026,2
2026-03,Budget,C5,Content & creator costs,COGS,-83833.0,2026,3
2026-04,Budget,C5,Content & creator costs,COGS,-87375.53,2026,4
2026-05,Budget,C5,Content & creator costs,COGS,-91068.47,2026,5
2026-06,Budget,C5,Content & creator costs,COGS,-94918.24,2026,6
2026-07,Budget,C5,Content & creator costs,COGS,-98931.52,2026,7
2026-08,Budget,C5,Content & creator costs,COGS,-103115.29,2026,8
2026-09,Budget,C5,Content & creator costs,COGS,-107476.83,2026,9
2026-10,Budget,C5,Content & creator costs,COGS,-112023.73,2026,10
2026-11,Budget,C5,Content & creator costs,COGS,-123769.74,2026,11
2026-12,Budget,C5,Content & creator costs,COGS,-125356.78,2026,12
2025-01,Budget,C6,Third-party AI APIs & licences,COGS,-8611.68,2025,1
2025-02,Budget,C6,Third-party AI APIs & licences,COGS,-9134.02,2025,2
2025-03,Budget,C6,Third-party AI APIs & licences,COGS,-9405.18,2025,3
2025-04,Budget,C6,Third-party AI APIs & licences,COGS,-9878.3,2025,4
2025-05,Budget,C6,Third-party AI APIs & licences,COGS,-10375.46,2025,5
2025-06,Budget,C6,Third-party AI APIs & licences,COGS,-10897.89,2025,6
2025-07,Budget,C6,Third-party AI APIs & licences,COGS,-11446.89,2025,7
2025-08,Budget,C6,Third-party AI APIs & licences,COGS,-12023.84,2025,8
2025-09,Budget,C6,Third-party AI APIs & licences,COGS,-12630.16,2025,9
2025-10,Budget,C6,Third-party AI APIs & licences,COGS,-13267.36,2025,10
2025-11,Budget,C6,Third-party AI APIs & licences,COGS,-14773.26,2025,11
2025-12,Budget,C6,Third-party AI APIs & licences,COGS,-15080.1,2025,12
2026-01,Budget,C6,Third-party AI APIs & licences,COGS,-19186.84,2026,1
2026-02,Budget,C6,Third-party AI APIs & licences,COGS,-20195.3,2026,2
2026-03,Budget,C6,Third-party AI APIs & licences,COGS,-20635.81,2026,3
2026-04,Budget,C6,Third-party AI APIs & licences,COGS,-21507.82,2026,4
2026-05,Budget,C6,Third-party AI APIs & licences,COGS,-22416.86,2026,5
2026-06,Budget,C6,Third-party AI APIs & licences,COGS,-23364.49,2026,6
2026-07,Budget,C6,Third-party AI APIs & licences,COGS,-24352.37,2026,7
2026-08,Budget,C6,Third-party AI APIs & licences,COGS,-25382.22,2026,8
2026-09,Budget,C6,Third-party AI APIs & licences,COGS,-26455.83,2026,9
2026-10,Budget,C6,Third-party AI APIs & licences,COGS,-27575.07,2026,10
2026-11,Budget,C6,Third-party AI APIs & licences,COGS,-30466.4,2026,11
2026-12,Budget,C6,Third-party AI APIs & licences,COGS,-30857.05,2026,12
2025-01,Budget,O1,Performance marketing (media),Opex - S&M,-83931.67,2025,1
2025-02,Budget,O1,Performance marketing (media),Opex - S&M,-87729.37,2025,2
2025-03,Budget,O1,Performance marketing (media),Opex - S&M,-89019.51,2025,3
2025-04,Budget,O1,Performance marketing (media),Opex - S&M,-92135.2,2025,4
2025-05,Budget,O1,Performance marketing (media),Opex - S&M,-95359.93,2025,5
2025-06,Budget,O1,Performance marketing (media),Opex - S&M,-98697.52,2025,6
2025-07,Budget,O1,Performance marketing (media),Opex - S&M,-102151.94,2025,7
2025-08,Budget,O1,Performance marketing (media),Opex - S&M,-105727.26,2025,8
2025-09,Budget,O1,Performance marketing (media),Opex - S&M,-109427.71,2025,9
2025-10,Budget,O1,Performance marketing (media),Opex - S&M,-113257.68,2025,10
2025-11,Budget,O1,Performance marketing (media),Opex - S&M,-124255.0,2025,11
2025-12,Budget,O1,Performance marketing (media),Opex - S&M,-124964.19,2025,12
2026-01,Budget,O1,Performance marketing (media),Opex - S&M,-134859.79,2026,1
2026-02,Budget,O1,Performance marketing (media),Opex - S&M,-139599.91,2026,2
2026-03,Budget,O1,Performance marketing (media),Opex - S&M,-140284.23,2026,3
2026-04,Budget,O1,Performance marketing (media),Opex - S&M,-143791.33,2026,4
2026-05,Budget,O1,Performance marketing (media),Opex - S&M,-147386.12,2026,5
2026-06,Budget,O1,Performance marketing (media),Opex - S&M,-151070.77,2026,6
2026-07,Budget,O1,Performance marketing (media),Opex - S&M,-154847.54,2026,7
2026-08,Budget,O1,Performance marketing (media),Opex - S&M,-158718.73,2026,8
2026-09,Budget,O1,Performance marketing (media),Opex - S&M,-162686.69,2026,9
2026-10,Budget,O1,Performance marketing (media),Opex - S&M,-166753.86,2026,10
2026-11,Budget,O1,Performance marketing (media),Opex - S&M,-181178.07,2026,11
2026-12,Budget,O1,Performance marketing (media),Opex - S&M,-180451.65,2026,12
2025-01,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-62166.15,2025,1
2025-02,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-64979.01,2025,2
2025-03,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-65934.59,2025,3
2025-04,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-68242.3,2025,4
2025-05,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-70630.78,2025,5
2025-06,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-73102.86,2025,6
2025-07,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-75661.46,2025,7
2025-08,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-78309.61,2025,8
2025-09,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-81050.44,2025,9
2025-10,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-83887.21,2025,10
2025-11,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-92032.66,2025,11
2025-12,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-92557.94,2025,12
2026-01,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-126060.1,2026,1
2026-02,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-130490.93,2026,2
2026-03,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-131130.59,2026,3
2026-04,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-134408.85,2026,4
2026-05,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-137769.07,2026,5
2026-06,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-141213.3,2026,6
2026-07,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-144743.63,2026,7
2026-08,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-148362.22,2026,8
2026-09,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-152071.28,2026,9
2026-10,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-155873.06,2026,10
2026-11,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-169356.08,2026,11
2026-12,Budget,O2,Affiliate & creator partnerships,Opex - S&M,-168677.06,2026,12
2025-01,Budget,O3,"SEO, community & CRM",Opex - S&M,-27175.87,2025,1
2025-02,Budget,O3,"SEO, community & CRM",Opex - S&M,-28127.02,2025,2
2025-03,Budget,O3,"SEO, community & CRM",Opex - S&M,-29111.47,2025,3
2025-04,Budget,O3,"SEO, community & CRM",Opex - S&M,-30130.37,2025,4
2025-05,Budget,O3,"SEO, community & CRM",Opex - S&M,-31184.93,2025,5
2025-06,Budget,O3,"SEO, community & CRM",Opex - S&M,-32276.41,2025,6
2025-07,Budget,O3,"SEO, community & CRM",Opex - S&M,-33406.08,2025,7
2025-08,Budget,O3,"SEO, community & CRM",Opex - S&M,-34575.29,2025,8
2025-09,Budget,O3,"SEO, community & CRM",Opex - S&M,-35785.43,2025,9
2025-10,Budget,O3,"SEO, community & CRM",Opex - S&M,-37037.92,2025,10
2025-11,Budget,O3,"SEO, community & CRM",Opex - S&M,-38334.24,2025,11
2025-12,Budget,O3,"SEO, community & CRM",Opex - S&M,-39675.94,2025,12
2026-01,Budget,O3,"SEO, community & CRM",Opex - S&M,-58032.69,2026,1
2026-02,Budget,O3,"SEO, community & CRM",Opex - S&M,-59483.51,2026,2
2026-03,Budget,O3,"SEO, community & CRM",Opex - S&M,-60970.6,2026,3
2026-04,Budget,O3,"SEO, community & CRM",Opex - S&M,-62494.86,2026,4
2026-05,Budget,O3,"SEO, community & CRM",Opex - S&M,-64057.23,2026,5
2026-06,Budget,O3,"SEO, community & CRM",Opex - S&M,-65658.66,2026,6
2026-07,Budget,O3,"SEO, community & CRM",Opex - S&M,-67300.13,2026,7
2026-08,Budget,O3,"SEO, community & CRM",Opex - S&M,-68982.63,2026,8
2026-09,Budget,O3,"SEO, community & CRM",Opex - S&M,-70707.2,2026,9
2026-10,Budget,O3,"SEO, community & CRM",Opex - S&M,-72474.88,2026,10
2026-11,Budget,O3,"SEO, community & CRM",Opex - S&M,-74286.75,2026,11
2026-12,Budget,O3,"SEO, community & CRM",Opex - S&M,-76143.92,2026,12
2025-01,Budget,O4,Brand & content marketing,Opex - S&M,-12338.71,2025,1
2025-02,Budget,O4,Brand & content marketing,Opex - S&M,-12585.48,2025,2
2025-03,Budget,O4,Brand & content marketing,Opex - S&M,-12837.19,2025,3
2025-04,Budget,O4,Brand & content marketing,Opex - S&M,-13093.94,2025,4
2025-05,Budget,O4,Brand & content marketing,Opex - S&M,-13355.82,2025,5
2025-06,Budget,O4,Brand & content marketing,Opex - S&M,-13622.93,2025,6
2025-07,Budget,O4,Brand & content marketing,Opex - S&M,-13895.39,2025,7
2025-08,Budget,O4,Brand & content marketing,Opex - S&M,-14173.3,2025,8
2025-09,Budget,O4,Brand & content marketing,Opex - S&M,-14456.76,2025,9
2025-10,Budget,O4,Brand & content marketing,Opex - S&M,-14745.9,2025,10
2025-11,Budget,O4,Brand & content marketing,Opex - S&M,-15040.82,2025,11
2025-12,Budget,O4,Brand & content marketing,Opex - S&M,-15341.63,2025,12
2026-01,Budget,O4,Brand & content marketing,Opex - S&M,-20235.48,2026,1
2026-02,Budget,O4,Brand & content marketing,Opex - S&M,-20640.19,2026,2
2026-03,Budget,O4,Brand & content marketing,Opex - S&M,-21053.0,2026,3
2026-04,Budget,O4,Brand & content marketing,Opex - S&M,-21474.06,2026,4
2026-05,Budget,O4,Brand & content marketing,Opex - S&M,-21903.54,2026,5
2026-06,Budget,O4,Brand & content marketing,Opex - S&M,-22341.61,2026,6
2026-07,Budget,O4,Brand & content marketing,Opex - S&M,-22788.44,2026,7
2026-08,Budget,O4,Brand & content marketing,Opex - S&M,-23244.21,2026,8
2026-09,Budget,O4,Brand & content marketing,Opex - S&M,-23709.09,2026,9
2026-10,Budget,O4,Brand & content marketing,Opex - S&M,-24183.28,2026,10
2026-11,Budget,O4,Brand & content marketing,Opex - S&M,-24666.94,2026,11
2026-12,Budget,O4,Brand & content marketing,Opex - S&M,-25160.28,2026,12
2025-01,Budget,O5,Payroll - R&D,Opex - R&D,-130521.94,2025,1
2025-02,Budget,O5,Payroll - R&D,Opex - R&D,-134437.6,2025,2
2025-03,Budget,O5,Payroll - R&D,Opex - R&D,-138470.73,2025,3
2025-04,Budget,O5,Payroll - R&D,Opex - R&D,-142624.85,2025,4
2025-05,Budget,O5,Payroll - R&D,Opex - R&D,-146903.6,2025,5
2025-06,Budget,O5,Payroll - R&D,Opex - R&D,-151310.71,2025,6
2025-07,Budget,O5,Payroll - R&D,Opex - R&D,-155850.03,2025,7
2025-08,Budget,O5,Payroll - R&D,Opex - R&D,-160525.53,2025,8
2025-09,Budget,O5,Payroll - R&D,Opex - R&D,-165341.29,2025,9
2025-10,Budget,O5,Payroll - R&D,Opex - R&D,-170301.53,2025,10
2025-11,Budget,O5,Payroll - R&D,Opex - R&D,-175410.58,2025,11
2025-12,Budget,O5,Payroll - R&D,Opex - R&D,-180672.9,2025,12
2026-01,Budget,O5,Payroll - R&D,Opex - R&D,-180896.71,2026,1
2026-02,Budget,O5,Payroll - R&D,Opex - R&D,-184876.43,2026,2
2026-03,Budget,O5,Payroll - R&D,Opex - R&D,-188943.71,2026,3
2026-04,Budget,O5,Payroll - R&D,Opex - R&D,-193100.48,2026,4
2026-05,Budget,O5,Payroll - R&D,Opex - R&D,-197348.69,2026,5
2026-06,Budget,O5,Payroll - R&D,Opex - R&D,-201690.36,2026,6
2026-07,Budget,O5,Payroll - R&D,Opex - R&D,-206127.55,2026,7
2026-08,Budget,O5,Payroll - R&D,Opex - R&D,-210662.35,2026,8
2026-09,Budget,O5,Payroll - R&D,Opex - R&D,-215296.92,2026,9
2026-10,Budget,O5,Payroll - R&D,Opex - R&D,-220033.46,2026,10
2026-11,Budget,O5,Payroll - R&D,Opex - R&D,-224874.19,2026,11
2026-12,Budget,O5,Payroll - R&D,Opex - R&D,-229821.42,2026,12
2025-01,Budget,O6,Payroll - Support & Trust,Opex - G&A,-13324.41,2025,1
2025-02,Budget,O6,Payroll - Support & Trust,Opex - G&A,-13724.14,2025,2
2025-03,Budget,O6,Payroll - Support & Trust,Opex - G&A,-14135.86,2025,3
2025-04,Budget,O6,Payroll - Support & Trust,Opex - G&A,-14559.94,2025,4
2025-05,Budget,O6,Payroll - Support & Trust,Opex - G&A,-14996.74,2025,5
2025-06,Budget,O6,Payroll - Support & Trust,Opex - G&A,-15446.64,2025,6
2025-07,Budget,O6,Payroll - Support & Trust,Opex - G&A,-15910.04,2025,7
2025-08,Budget,O6,Payroll - Support & Trust,Opex - G&A,-16387.34,2025,8
2025-09,Budget,O6,Payroll - Support & Trust,Opex - G&A,-16878.96,2025,9
2025-10,Budget,O6,Payroll - Support & Trust,Opex - G&A,-17385.33,2025,10
2025-11,Budget,O6,Payroll - Support & Trust,Opex - G&A,-17906.89,2025,11
2025-12,Budget,O6,Payroll - Support & Trust,Opex - G&A,-18444.09,2025,12
2026-01,Budget,O6,Payroll - Support & Trust,Opex - G&A,-20297.73,2026,1
2026-02,Budget,O6,Payroll - Support & Trust,Opex - G&A,-20744.28,2026,2
2026-03,Budget,O6,Payroll - Support & Trust,Opex - G&A,-21200.65,2026,3
2026-04,Budget,O6,Payroll - Support & Trust,Opex - G&A,-21667.07,2026,4
2026-05,Budget,O6,Payroll - Support & Trust,Opex - G&A,-22143.74,2026,5
2026-06,Budget,O6,Payroll - Support & Trust,Opex - G&A,-22630.9,2026,6
2026-07,Budget,O6,Payroll - Support & Trust,Opex - G&A,-23128.78,2026,7
2026-08,Budget,O6,Payroll - Support & Trust,Opex - G&A,-23637.62,2026,8
2026-09,Budget,O6,Payroll - Support & Trust,Opex - G&A,-24157.64,2026,9
2026-10,Budget,O6,Payroll - Support & Trust,Opex - G&A,-24689.11,2026,10
2026-11,Budget,O6,Payroll - Support & Trust,Opex - G&A,-25232.27,2026,11
2026-12,Budget,O6,Payroll - Support & Trust,Opex - G&A,-25787.38,2026,12
2025-01,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-23185.36,2025,1
2025-02,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-23880.93,2025,2
2025-03,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-24597.35,2025,3
2025-04,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-25335.27,2025,4
2025-05,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-26095.33,2025,5
2025-06,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-26878.19,2025,6
2025-07,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-27684.54,2025,7
2025-08,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-28515.07,2025,8
2025-09,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-29370.53,2025,9
2025-10,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-30251.64,2025,10
2025-11,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-31159.19,2025,11
2025-12,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-32093.97,2025,12
2026-01,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-29928.96,2026,1
2026-02,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-30587.39,2026,2
2026-03,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-31260.32,2026,3
2026-04,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-31948.04,2026,4
2026-05,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-32650.9,2026,5
2026-06,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-33369.22,2026,6
2026-07,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-34103.34,2026,7
2026-08,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-34853.62,2026,8
2026-09,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-35620.39,2026,9
2026-10,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-36404.04,2026,10
2026-11,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-37204.93,2026,11
2026-12,Budget,O7,Payroll - Sales & Marketing,Opex - S&M,-38023.44,2026,12
2025-01,Budget,O8,Payroll - G&A,Opex - G&A,-46742.43,2025,1
2025-02,Budget,O8,Payroll - G&A,Opex - G&A,-48144.7,2025,2
2025-03,Budget,O8,Payroll - G&A,Opex - G&A,-49589.04,2025,3
2025-04,Budget,O8,Payroll - G&A,Opex - G&A,-51076.71,2025,4
2025-05,Budget,O8,Payroll - G&A,Opex - G&A,-52609.01,2025,5
2025-06,Budget,O8,Payroll - G&A,Opex - G&A,-54187.28,2025,6
2025-07,Budget,O8,Payroll - G&A,Opex - G&A,-55812.9,2025,7
2025-08,Budget,O8,Payroll - G&A,Opex - G&A,-57487.29,2025,8
