month,country_code,plan_id,subscription_revenue_recognized_usd,refund_chargeback_reversals_usd
2026-01,IN,P3M,2559.06,-22.86
2026-01,IN,P12M,7396.71,-23.67
2026-01,ROW,P1M,21411.36,-346.42
2026-01,ROW,P3M,11876.46,-147.46
2026-01,ROW,P12M,32304.15,-106.4
2026-02,US,P1M,112606.3,-1966.52
2026-02,US,P3M,50939.3,-322.28
2026-02,US,P12M,120106.11,-549.58
2026-02,GB,P1M,25282.35,-362.18
2026-02,GB,P3M,11551.52,-60.68
2026-02,GB,P12M,27268.69,-121.3
2026-02,DE,P1M,29021.14,-484.88
2026-02,DE,P3M,11774.43,-71.19
2026-02,DE,P12M,27580.82,-90.84
2026-02,FR,P1M,27307.31,-302.0
2026-02,FR,P3M,11803.75,-81.28
2026-02,FR,P12M,25645.95,-105.81
2026-02,CA,P1M,14968.06,-210.47
2026-02,CA,P3M,6845.57,-63.65
2026-02,CA,P12M,15671.96,-60.03
2026-02,AU,P1M,12769.05,-152.62
2026-02,AU,P3M,5376.83,-40.86
2026-02,AU,P12M,12806.83,-39.9
2026-02,NL,P1M,8649.75,-108.96
2026-02,NL,P3M,3742.24,-0.0
2026-02,NL,P12M,8646.42,-54.42
2026-02,CH,P1M,5680.9,-76.25
2026-02,CH,P3M,2661.16,-0.0
2026-02,CH,P12M,6319.43,-17.42
2026-02,SE,P1M,5097.73,-65.94
2026-02,SE,P3M,2125.67,-0.0
2026-02,SE,P12M,5118.85,-33.85
2026-02,ES,P1M,10477.93,-231.47
2026-02,ES,P3M,4913.11,-34.95
2026-02,ES,P12M,10827.97,-54.37
2026-02,IT,P1M,10419.11,-216.13
2026-02,IT,P3M,5030.11,-97.22
2026-02,IT,P12M,10677.73,-77.03
2026-02,PL,P1M,6724.07,-174.29
2026-02,PL,P3M,3299.22,-34.38
2026-02,PL,P12M,7119.61,-7.66
2026-02,JP,P1M,5557.85,-127.18
2026-02,JP,P3M,2492.7,-40.86
2026-02,JP,P12M,5980.72,-25.39
2026-02,BR,P1M,9046.87,-159.89
2026-02,BR,P3M,4872.73,-34.25
2026-02,BR,P12M,13477.36,-57.0
2026-02,MX,P1M,6428.16,-48.24
2026-02,MX,P3M,3441.03,-7.75
2026-02,MX,P12M,9627.67,-37.84
2026-02,IN,P1M,5465.58,-47.42
2026-02,IN,P3M,2626.77,-7.62
2026-02,IN,P12M,7956.18,-27.05
2026-02,ROW,P1M,22423.97,-399.71
2026-02,ROW,P3M,12307.38,-77.06
2026-02,ROW,P12M,34185.94,-106.4
2026-03,US,P1M,117779.96,-1940.12
2026-03,US,P3M,52753.25,-313.8
2026-03,US,P12M,126167.13,-436.66
2026-03,GB,P1M,25929.05,-531.21
2026-03,GB,P3M,12012.9,-80.25
2026-03,GB,P12M,28701.16,-75.69
2026-03,DE,P1M,29398.09,-493.69
2026-03,DE,P3M,12193.79,-125.43
2026-03,DE,P12M,29344.51,-152.26
2026-03,FR,P1M,28882.17,-488.74
2026-03,FR,P3M,12440.22,-140.09
2026-03,FR,P12M,27483.88,-104.68
2026-03,CA,P1M,15475.66,-222.85
2026-03,CA,P3M,7096.61,-39.78
2026-03,CA,P12M,16545.5,-67.1
2026-03,AU,P1M,13455.84,-241.65
2026-03,AU,P3M,5528.46,-57.21
2026-03,AU,P12M,13638.98,-50.78
2026-03,NL,P1M,9122.38,-121.33
2026-03,NL,P3M,3932.99,-25.9
2026-03,NL,P12M,9200.89,-38.55
2026-03,CH,P1M,5879.97,-181.39
2026-03,CH,P3M,2971.15,-19.33
2026-03,CH,P12M,6632.91,-8.58
2026-03,SE,P1M,5098.0,-78.23
2026-03,SE,P3M,2140.06,-8.36
2026-03,SE,P12M,5466.11,-29.9
2026-03,ES,P1M,11057.03,-215.58
2026-03,ES,P3M,5114.2,-43.17
2026-03,ES,P12M,11517.27,-46.1
2026-03,IT,P1M,10873.12,-147.4
2026-03,IT,P3M,5116.68,-25.69
2026-03,IT,P12M,11301.8,-19.0
2026-03,PL,P1M,7136.95,-145.79
2026-03,PL,P3M,3312.39,-16.99
2026-03,PL,P12M,7614.54,-18.85
2026-03,JP,P1M,5837.65,-50.87
2026-03,JP,P3M,2556.26,-0.0
2026-03,JP,P12M,6323.38,-14.51
2026-03,BR,P1M,10032.83,-79.94
2026-03,BR,P3M,4985.93,-8.56
2026-03,BR,P12M,14267.38,-34.2
2026-03,MX,P1M,6934.7,-96.48
2026-03,MX,P3M,3415.2,-31.0
2026-03,MX,P12M,10158.88,-27.52
2026-03,IN,P1M,5785.69,-94.85
2026-03,IN,P3M,2875.64,-22.86
2026-03,IN,P12M,8387.13,-16.91
2026-03,ROW,P1M,23236.72,-279.8
2026-03,ROW,P3M,12710.72,-59.93
2026-03,ROW,P12M,36020.47,-49.4
2026-04,US,P1M,121501.83,-1676.16
2026-04,US,P3M,54551.19,-582.38
2026-04,US,P12M,132878.35,-463.0
2026-04,GB,P1M,27062.07,-450.56
2026-04,GB,P3M,12237.8,-102.31
2026-04,GB,P12M,29989.22,-66.44
2026-04,DE,P1M,30297.04,-407.11
2026-04,DE,P3M,12755.2,-130.76
2026-04,DE,P12M,30799.42,-96.85
2026-04,FR,P1M,30205.59,-430.55
2026-04,FR,P3M,13098.28,-51.74
2026-04,FR,P12M,29484.15,-145.96
2026-04,CA,P1M,16206.12,-222.85
2026-04,CA,P3M,7431.63,-31.82
2026-04,CA,P12M,17302.54,-88.27
2026-04,AU,P1M,14142.62,-305.24
2026-04,AU,P3M,5790.89,-49.04
2026-04,AU,P12M,14469.38,-43.53
2026-04,NL,P1M,9275.57,-53.36
2026-04,NL,P3M,4132.36,-8.55
2026-04,NL,P12M,9728.68,-30.44
2026-04,CH,P1M,6137.12,-59.87
2026-04,CH,P3M,3009.2,-0.0
2026-04,CH,P12M,7018.13,-16.99
2026-04,SE,P1M,5062.62,-51.65
2026-04,SE,P3M,2117.52,-8.28
2026-04,SE,P12M,5802.4,-18.37
2026-04,ES,P1M,11497.98,-173.26
2026-04,ES,P3M,5085.55,-8.55
2026-04,ES,P12M,12330.57,-87.51
2026-04,IT,P1M,10691.0,-237.83
2026-04,IT,P3M,5423.55,-8.48
2026-04,IT,P12M,11940.22,-56.58
2026-04,PL,P1M,7134.84,-183.78
2026-04,PL,P3M,3314.65,-0.0
2026-04,PL,P12M,8075.28,-22.4
2026-04,JP,P1M,5977.55,-63.59
2026-04,JP,P3M,2538.1,-0.0
2026-04,JP,P12M,6662.44,-21.76
2026-04,BR,P1M,10672.37,-133.24
2026-04,BR,P3M,5262.76,-59.93
2026-04,BR,P12M,15213.32,-45.6
2026-04,MX,P1M,7284.45,-132.66
2026-04,MX,P3M,3697.64,-0.0
2026-04,MX,P12M,10848.37,-44.72
2026-04,IN,P1M,6283.64,-165.98
2026-04,IN,P3M,3061.87,-30.47
2026-04,IN,P12M,8897.51,-27.05
2026-04,ROW,P1M,23489.88,-426.36
2026-04,ROW,P3M,13214.91,-34.25
2026-04,ROW,P12M,37828.56,-83.6
2026-05,US,P1M,125949.59,-1702.56
2026-05,US,P3M,55335.14,-347.73
2026-05,US,P12M,139122.92,-421.59
2026-05,GB,P1M,27229.44,-343.06
2026-05,GB,P3M,12235.81,-82.39
2026-05,GB,P12M,31080.26,-106.71
2026-05,DE,P1M,31760.99,-584.57
2026-05,DE,P3M,12883.25,-78.73
2026-05,DE,P12M,32571.61,-96.93
2026-05,FR,P1M,32009.33,-701.2
2026-05,FR,P3M,13265.66,-112.57
2026-05,FR,P12M,31286.99,-111.43
2026-05,CA,P1M,17010.85,-284.75
2026-05,CA,P3M,7441.34,-71.6
2026-05,CA,P12M,18033.14,-38.84
2026-05,AU,P1M,14638.63,-228.93
2026-05,AU,P3M,5965.24,-34.51
2026-05,AU,P12M,15207.37,-54.41
2026-05,NL,P1M,9532.81,-133.56
2026-05,NL,P3M,4029.03,-17.21
2026-05,NL,P12M,10159.73,-22.87
2026-05,CH,P1M,6324.31,-119.71
2026-05,CH,P3M,3089.49,-19.26
2026-05,CH,P12M,7361.78,-38.36
2026-05,SE,P1M,5482.22,-116.64
2026-05,SE,P3M,2281.27,-16.66
2026-05,SE,P12M,6101.74,-25.83
2026-05,ES,P1M,11835.68,-147.2
2026-05,ES,P3M,5228.39,-25.81
2026-05,ES,P12M,13032.18,-61.0
2026-05,IT,P1M,11167.67,-252.06
2026-05,IT,P3M,5379.59,-76.59
2026-05,IT,P12M,12390.04,-34.04
2026-05,PL,P1M,7520.68,-92.2
2026-05,PL,P3M,3390.21,-8.46
2026-05,PL,P12M,8442.99,-37.52
2026-05,JP,P1M,6651.61,-114.46
2026-05,JP,P3M,2594.4,-49.04
2026-05,JP,P12M,6952.51,-18.14
2026-05,BR,P1M,11338.56,-146.56
2026-05,BR,P3M,5212.33,-68.5
2026-05,BR,P12M,16016.77,-53.2
2026-05,MX,P1M,8020.13,-180.91
2026-05,MX,P3M,3912.05,-62.0
2026-05,MX,P12M,11310.84,-48.16
2026-05,IN,P1M,6568.19,-82.99
2026-05,IN,P3M,3051.71,-0.0
2026-05,IN,P12M,9414.69,-33.81
2026-05,ROW,P1M,24102.77,-266.48
2026-05,ROW,P3M,13217.75,-77.06
2026-05,ROW,P12M,39553.15,-136.82
2026-06,US,P1M,132535.45,-2177.69
2026-06,US,P3M,56889.03,-449.5
2026-06,US,P12M,145252.52,-421.61
2026-06,GB,P1M,28664.95,-658.84
2026-06,GB,P3M,12604.87,-80.55
2026-06,GB,P12M,32359.79,-94.02
2026-06,DE,P1M,33968.05,-424.1
2026-06,DE,P3M,13367.16,-70.23
2026-06,DE,P12M,34097.74,-124.77
2026-06,FR,P1M,33331.55,-489.09
2026-06,FR,P3M,13693.74,-96.09
2026-06,FR,P12M,33376.62,-174.09
2026-06,CA,P1M,17332.74,-235.23
2026-06,CA,P3M,7532.38,-71.6
2026-06,CA,P12M,19035.91,-98.88
2026-06,AU,P1M,14956.58,-228.93
2026-06,AU,P3M,6328.46,-57.21
2026-06,AU,P12M,15887.46,-43.53
2026-06,NL,P1M,9989.62,-175.16
2026-06,NL,P3M,4115.46,-8.66
2026-06,NL,P12M,10845.81,-11.53
2026-06,CH,P1M,6971.6,-150.38
2026-06,CH,P3M,3060.84,-19.26
2026-06,CH,P12M,7701.83,-21.52
2026-06,SE,P1M,5898.54,-130.5
2026-06,SE,P3M,2372.62,-16.77
2026-06,SE,P12M,6312.05,-11.17
2026-06,ES,P1M,12591.51,-148.02
2026-06,ES,P3M,5281.09,-8.66
2026-06,ES,P12M,13628.41,-57.62
2026-06,IT,P1M,12140.66,-267.32
2026-06,IT,P3M,5512.24,-17.18
2026-06,IT,P12M,12988.63,-53.28
2026-06,PL,P1M,7930.71,-119.27
2026-06,PL,P3M,3537.0,-17.04
2026-06,PL,P12M,8916.85,-45.39
2026-06,JP,P1M,6638.89,-139.9
2026-06,JP,P3M,2641.62,-16.35
2026-06,JP,P12M,7269.88,-14.51
2026-06,BR,P1M,12511.06,-213.18
2026-06,BR,P3M,5422.57,-34.25
2026-06,BR,P12M,16816.62,-45.6
2026-06,MX,P1M,8550.78,-120.6
2026-06,MX,P3M,3972.33,-46.5
2026-06,MX,P12M,11991.88,-24.08
2026-06,IN,P1M,6876.44,-118.56
2026-06,IN,P3M,3257.42,-7.62
2026-06,IN,P12M,9747.72,-27.06
2026-06,ROW,P1M,25635.01,-266.48
2026-06,ROW,P3M,13658.21,-85.62
2026-06,ROW,P12M,41276.36,-87.4
2026-07,US,P1M,142671.6,-2256.88
2026-07,US,P3M,60018.52,-373.17
2026-07,US,P12M,153625.43,-557.09
2026-07,GB,P1M,31097.21,-378.5
2026-07,GB,P3M,13234.91,-40.57
2026-07,GB,P12M,33667.15,-103.43
2026-07,DE,P1M,37168.51,-647.84
2026-07,DE,P3M,14336.28,-115.06
2026-07,DE,P12M,35967.99,-184.74
2026-07,FR,P1M,36119.69,-628.85
2026-07,FR,P3M,15202.58,-87.83
2026-07,FR,P12M,35786.03,-140.53
2026-07,CA,P1M,18669.84,-334.27
2026-07,CA,P3M,7965.52,-15.91
2026-07,CA,P12M,20146.36,-74.15
2026-07,AU,P1M,15923.16,-178.05
2026-07,AU,P3M,6645.37,-24.52
2026-07,AU,P12M,16895.8,-65.29
2026-07,NL,P1M,10628.26,-108.5
2026-07,NL,P3M,4261.13,-34.89
2026-07,NL,P12M,11619.97,-38.66
2026-07,CH,P1M,7444.85,-182.22
2026-07,CH,P3M,3378.19,-9.76
2026-07,CH,P12M,8208.86,-26.0
2026-07,SE,P1M,6254.36,-65.7
2026-07,SE,P3M,2570.01,-8.44
2026-07,SE,P12M,6722.66,-7.49
2026-07,ES,P1M,13831.67,-216.72
2026-07,ES,P3M,5677.52,-26.17
2026-07,ES,P12M,14600.52,-58.07
2026-07,IT,P1M,13274.03,-188.38
2026-07,IT,P3M,5790.53,-34.6
2026-07,IT,P12M,13735.84,-57.59
2026-07,PL,P1M,8679.49,-200.02
2026-07,PL,P3M,3736.1,-17.16
2026-07,PL,P12M,9508.09,-41.84
2026-07,JP,P1M,7160.34,-127.18
2026-07,JP,P3M,2926.75,-40.86
2026-07,JP,P12M,7741.41,-14.51
2026-07,BR,P1M,13004.04,-146.56
2026-07,BR,P3M,5719.38,-42.81
2026-07,BR,P12M,18087.68,-91.2
2026-07,MX,P1M,8562.84,-120.6
2026-07,MX,P3M,4125.6,-15.5
2026-07,MX,P12M,12690.1,-20.64
2026-07,IN,P1M,7445.53,-59.28
2026-07,IN,P3M,3415.71,-7.62
2026-07,IN,P12M,10330.99,-23.67
2026-07,ROW,P1M,26980.71,-373.07
2026-07,ROW,P3M,14155.74,-85.62
2026-07,ROW,P12M,43584.74,-125.4
2026-08,US,P1M,155486.97,-2230.48
2026-08,US,P3M,63279.0,-358.09
2026-08,US,P12M,163967.05,-481.81
2026-08,GB,P1M,33507.8,-377.92
2026-08,GB,P3M,14005.1,-70.86
2026-08,GB,P12M,35737.18,-103.29
2026-08,DE,P1M,39896.27,-660.38
2026-08,DE,P3M,15178.07,-79.63
2026-08,DE,P12M,38410.97,-113.74
2026-08,FR,P1M,38827.86,-586.44
2026-08,FR,P3M,16247.52,-105.32
2026-08,FR,P12M,38903.34,-143.92
2026-08,CA,P1M,19945.04,-284.75
2026-08,CA,P3M,8769.93,-63.65
2026-08,CA,P12M,21500.45,-63.56
2026-08,AU,P1M,17042.36,-279.8
2026-08,AU,P3M,7434.49,-65.38
2026-08,AU,P12M,18049.23,-72.55
2026-08,NL,P1M,11177.7,-189.4
2026-08,NL,P3M,4636.49,-8.69
2026-08,NL,P12M,12381.8,-50.11
2026-08,CH,P1M,8018.3,-151.29
2026-08,CH,P3M,3787.57,-9.72
2026-08,CH,P12M,8810.13,-17.26
2026-08,SE,P1M,6973.48,-143.92
2026-08,SE,P3M,2777.06,-42.04
2026-08,SE,P12M,7158.59,-7.46
2026-08,ES,P1M,15300.07,-162.31
2026-08,ES,P3M,6169.78,-43.5
2026-08,ES,P12M,15530.29,-30.84
2026-08,IT,P1M,14531.21,-321.78
2026-08,IT,P3M,6207.32,-62.3
2026-08,IT,P12M,14673.11,-65.06
2026-08,PL,P1M,9200.96,-239.56
2026-08,PL,P3M,3888.96,-8.54
2026-08,PL,P12M,10175.34,-45.57
2026-08,JP,P1M,7808.96,-63.59
2026-08,JP,P3M,3326.31,-49.04
2026-08,JP,P12M,8319.95,-58.04
2026-08,BR,P1M,13616.93,-239.83
2026-08,BR,P3M,6281.61,-25.69
2026-08,BR,P12M,19449.93,-60.8
2026-08,MX,P1M,9238.22,-180.91
2026-08,MX,P3M,4232.38,-31.0
2026-08,MX,P12M,13476.03,-24.08
2026-08,IN,P1M,8204.31,-23.71
2026-08,IN,P3M,3786.48,-62.64
2026-08,IN,P12M,11193.19,-43.96
2026-08,ROW,P1M,29272.41,-492.98
2026-08,ROW,P3M,15034.76,-68.5
2026-08,ROW,P12M,46100.25,-155.8
