month,processor_id,payment_method_id,payment_type,attempts,declined_first_attempt,recovered_by_retry,failed_final,approved,approval_rate,transactions,amount_gross_usd,processing_fees_usd
2025-01,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,5,-144.06,0.0
2025-01,CRYPTO_GW,PM05,Renewal,206,0,0,0,206,1.0,206,4010.61,60.16
2025-01,CRYPTO_GW,PM05,Token pack,91,2,0,2,89,0.978,89,5543.43,83.15
2025-01,CRYPTO_GW,PM06,Initial (new + win-back),381,17,0,17,364,0.9554,364,13413.28,201.2
2025-01,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,14,-496.53,0.0
2025-01,CRYPTO_GW,PM06,Renewal,374,0,0,0,374,1.0,374,7544.41,113.17
2025-01,CRYPTO_GW,PM06,Token pack,147,3,0,3,144,0.9796,144,6336.18,95.04
2025-01,CRYPTO_GW,PM07,Initial (new + win-back),88,4,0,4,84,0.9545,84,2856.84,42.85
2025-01,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,7,-200.1,0.0
2025-01,CRYPTO_GW,PM07,Renewal,87,0,0,0,87,1.0,87,1698.59,25.48
2025-01,CRYPTO_GW,PM07,Token pack,49,1,0,1,48,0.9796,48,2391.58,35.87
2025-02,ACQ_A,PM01,Chargeback,0,0,0,0,0,,37,-1196.82,925.0
2025-02,ACQ_A,PM01,Initial (new + win-back),2458,304,0,304,2154,0.8763,2154,69299.58,4565.38
2025-02,ACQ_A,PM01,Refund,0,0,0,0,0,,87,-2789.2,0.0
2025-02,ACQ_A,PM01,Renewal,2836,351,113,238,2598,0.9161,2598,52390.37,3790.77
2025-02,ACQ_A,PM01,Token pack,898,68,0,68,830,0.9243,830,43086.4,2660.25
2025-02,ACQ_A,PM02,Chargeback,0,0,0,0,0,,23,-433.34,575.0
2025-02,ACQ_A,PM02,Initial (new + win-back),1235,164,0,164,1071,0.8672,1071,36312.55,2372.04
2025-02,ACQ_A,PM02,Refund,0,0,0,0,0,,41,-1204.0,0.0
2025-02,ACQ_A,PM02,Renewal,1409,161,42,119,1290,0.9155,1290,25806.56,1870.86
2025-02,ACQ_A,PM02,Token pack,467,43,0,43,424,0.9079,424,23999.06,1468.35
2025-02,ACQ_A,PM03,Chargeback,0,0,0,0,0,,1,-74.4,25.0
2025-02,ACQ_A,PM03,Initial (new + win-back),116,16,0,16,100,0.8621,100,3058.82,203.24
2025-02,ACQ_A,PM03,Refund,0,0,0,0,0,,4,-115.39,0.0
2025-02,ACQ_A,PM03,Renewal,125,16,6,10,115,0.92,115,2199.88,161.24
2025-02,ACQ_A,PM03,Token pack,46,4,0,4,42,0.913,42,2629.7,159.33
2025-02,ACQ_B,PM01,Chargeback,0,0,0,0,0,,69,-1621.05,1725.0
2025-02,ACQ_B,PM01,Initial (new + win-back),4418,733,0,733,3685,0.8341,3685,115387.53,8028.75
2025-02,ACQ_B,PM01,Refund,0,0,0,0,0,,177,-5621.65,0.0
2025-02,ACQ_B,PM01,Renewal,4706,648,203,445,4261,0.9054,4261,79170.54,6028.53
2025-02,ACQ_B,PM01,Token pack,1475,145,0,145,1330,0.9017,1330,62681.7,4159.9
2025-02,ACQ_B,PM02,Chargeback,0,0,0,0,0,,32,-618.36,800.0
2025-02,ACQ_B,PM02,Initial (new + win-back),2237,372,0,372,1865,0.8337,1865,59408.43,4124.01
2025-02,ACQ_B,PM02,Refund,0,0,0,0,0,,98,-3378.94,0.0
2025-02,ACQ_B,PM02,Renewal,2411,326,98,228,2183,0.9054,2183,40296.15,3072.67
2025-02,ACQ_B,PM02,Token pack,817,86,0,86,731,0.8947,731,32227.69,2152.96
2025-02,ACQ_B,PM03,Chargeback,0,0,0,0,0,,6,-212.7,150.0
2025-02,ACQ_B,PM03,Initial (new + win-back),228,35,0,35,193,0.8465,193,6205.56,430.23
2025-02,ACQ_B,PM03,Refund,0,0,0,0,0,,5,-182.73,0.0
2025-02,ACQ_B,PM03,Renewal,208,25,8,17,191,0.9183,191,3467.4,265.34
2025-02,ACQ_B,PM03,Token pack,75,8,0,8,67,0.8933,67,3764.33,245.96
2025-02,CRYPTO_GW,PM04,Initial (new + win-back),400,16,0,16,384,0.96,384,15618.26,234.27
2025-02,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,24,-1223.35,0.0
2025-02,CRYPTO_GW,PM04,Renewal,349,0,0,0,349,1.0,349,6797.29,101.96
2025-02,CRYPTO_GW,PM04,Token pack,162,4,0,4,158,0.9753,158,7437.89,111.57
2025-02,CRYPTO_GW,PM05,Initial (new + win-back),203,8,0,8,195,0.9606,195,7540.94,113.11
2025-02,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,10,-431.12,0.0
2025-02,CRYPTO_GW,PM05,Renewal,222,0,0,0,222,1.0,222,4326.19,64.89
2025-02,CRYPTO_GW,PM05,Token pack,87,2,0,2,85,0.977,85,4738.38,71.08
2025-02,CRYPTO_GW,PM06,Initial (new + win-back),366,15,0,15,351,0.959,351,13578.81,203.68
2025-02,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,16,-488.28,0.0
2025-02,CRYPTO_GW,PM06,Renewal,398,0,0,0,398,1.0,398,7470.92,112.06
2025-02,CRYPTO_GW,PM06,Token pack,168,4,0,4,164,0.9762,164,7905.62,118.58
2025-02,CRYPTO_GW,PM07,Initial (new + win-back),108,4,0,4,104,0.963,104,3157.49,47.36
2025-02,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,5,-201.45,0.0
2025-02,CRYPTO_GW,PM07,Renewal,92,0,0,0,92,1.0,92,1781.82,26.73
2025-02,CRYPTO_GW,PM07,Token pack,43,1,0,1,42,0.9767,42,2518.29,37.77
2025-03,ACQ_A,PM01,Chargeback,0,0,0,0,0,,44,-1104.75,1100.0
2025-03,ACQ_A,PM01,Initial (new + win-back),2530,356,0,356,2174,0.8593,2174,73931.39,4827.13
2025-03,ACQ_A,PM01,Refund,0,0,0,0,0,,120,-3998.18,0.0
2025-03,ACQ_A,PM01,Renewal,2975,349,101,248,2727,0.9166,2727,54198.39,3935.36
2025-03,ACQ_A,PM01,Token pack,902,77,0,77,825,0.9146,825,42382.84,2619.81
2025-03,ACQ_A,PM02,Chargeback,0,0,0,0,0,,26,-937.71,650.0
2025-03,ACQ_A,PM02,Initial (new + win-back),1257,171,0,171,1086,0.864,1086,37503.64,2442.8
2025-03,ACQ_A,PM02,Refund,0,0,0,0,0,,48,-1312.83,0.0
2025-03,ACQ_A,PM02,Renewal,1516,185,55,130,1386,0.9142,1386,27909.46,2020.12
2025-03,ACQ_A,PM02,Token pack,468,39,0,39,429,0.9167,429,22173.21,1369.68
2025-03,ACQ_A,PM03,Initial (new + win-back),117,17,0,17,100,0.8547,100,3670.33,236.87
2025-03,ACQ_A,PM03,Refund,0,0,0,0,0,,5,-137.11,0.0
2025-03,ACQ_A,PM03,Renewal,143,18,6,12,131,0.9161,131,2297.91,172.23
2025-03,ACQ_A,PM03,Token pack,34,3,0,3,31,0.9118,31,1446.63,90.41
2025-03,ACQ_B,PM01,Chargeback,0,0,0,0,0,,83,-2038.47,2075.0
2025-03,ACQ_B,PM01,Initial (new + win-back),4396,655,0,655,3741,0.851,3741,117092.55,8147.85
2025-03,ACQ_B,PM01,Refund,0,0,0,0,0,,173,-5627.94,0.0
2025-03,ACQ_B,PM01,Renewal,4894,691,205,486,4408,0.9007,4408,79529.85,6094.19
2025-03,ACQ_B,PM01,Token pack,1537,147,0,147,1390,0.9044,1390,65446.1,4343.77
2025-03,ACQ_B,PM02,Chargeback,0,0,0,0,0,,37,-859.98,925.0
2025-03,ACQ_B,PM02,Initial (new + win-back),2241,383,0,383,1858,0.8291,1858,58600.85,4073.45
2025-03,ACQ_B,PM02,Refund,0,0,0,0,0,,107,-3094.46,0.0
2025-03,ACQ_B,PM02,Renewal,2461,353,101,252,2209,0.8976,2209,39707.67,3045.16
2025-03,ACQ_B,PM02,Token pack,768,76,0,76,692,0.901,692,33123.08,2194.98
2025-03,ACQ_B,PM03,Chargeback,0,0,0,0,0,,4,-51.96,100.0
2025-03,ACQ_B,PM03,Initial (new + win-back),201,33,0,33,168,0.8358,168,5318.99,369.54
2025-03,ACQ_B,PM03,Refund,0,0,0,0,0,,8,-124.9,0.0
2025-03,ACQ_B,PM03,Renewal,227,32,15,17,210,0.9251,210,3718.37,286.1
2025-03,ACQ_B,PM03,Token pack,75,7,0,7,68,0.9067,68,2619.32,177.56
2025-03,CRYPTO_GW,PM04,Initial (new + win-back),385,15,0,15,370,0.961,370,14640.76,219.61
2025-03,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,11,-800.44,0.0
2025-03,CRYPTO_GW,PM04,Renewal,368,0,0,0,368,1.0,368,7249.78,108.75
2025-03,CRYPTO_GW,PM04,Token pack,170,4,0,4,166,0.9765,166,9920.43,148.81
2025-03,CRYPTO_GW,PM05,Initial (new + win-back),202,9,0,9,193,0.9554,193,7094.53,106.42
2025-03,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,10,-289.32,0.0
2025-03,CRYPTO_GW,PM05,Renewal,210,0,0,0,210,1.0,210,4183.14,62.75
2025-03,CRYPTO_GW,PM05,Token pack,85,2,0,2,83,0.9765,83,4351.71,65.28
2025-03,CRYPTO_GW,PM06,Initial (new + win-back),370,13,0,13,357,0.9649,357,13286.36,199.3
2025-03,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,21,-849.11,0.0
2025-03,CRYPTO_GW,PM06,Renewal,405,0,0,0,405,1.0,405,8585.46,128.78
2025-03,CRYPTO_GW,PM06,Token pack,180,4,0,4,176,0.9778,176,8520.98,127.81
2025-03,CRYPTO_GW,PM07,Initial (new + win-back),96,3,0,3,93,0.9688,93,3319.66,49.79
2025-03,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,7,-247.61,0.0
2025-03,CRYPTO_GW,PM07,Renewal,112,0,0,0,112,1.0,112,1993.44,29.9
2025-03,CRYPTO_GW,PM07,Token pack,47,1,0,1,46,0.9787,46,1936.45,29.05
2025-04,ACQ_A,PM01,Chargeback,0,0,0,0,0,,53,-1341.53,1325.0
2025-04,ACQ_A,PM01,Initial (new + win-back),2685,351,0,351,2334,0.8693,2334,82292.16,5342.97
2025-04,ACQ_A,PM01,Refund,0,0,0,0,0,,95,-3741.22,0.0
2025-04,ACQ_A,PM01,Renewal,3115,352,100,252,2863,0.9191,2863,60759.35,4343.81
2025-04,ACQ_A,PM01,Token pack,965,81,0,81,884,0.9161,884,49274.93,3019.52
2025-04,ACQ_A,PM02,Chargeback,0,0,0,0,0,,31,-686.4,775.0
2025-04,ACQ_A,PM02,Initial (new + win-back),1393,183,0,183,1210,0.8686,1210,45045.22,2900.99
2025-04,ACQ_A,PM02,Refund,0,0,0,0,0,,48,-1987.83,0.0
2025-04,ACQ_A,PM02,Renewal,1604,181,54,127,1477,0.9208,1477,30246.63,2180.51
2025-04,ACQ_A,PM02,Token pack,546,47,0,47,499,0.9139,499,25153.5,1558.09
2025-04,ACQ_A,PM03,Chargeback,0,0,0,0,0,,2,-30.8,50.0
2025-04,ACQ_A,PM03,Initial (new + win-back),121,16,0,16,105,0.8678,105,3692.93,239.86
2025-04,ACQ_A,PM03,Refund,0,0,0,0,0,,6,-177.46,0.0
2025-04,ACQ_A,PM03,Renewal,145,14,4,10,135,0.931,135,2520.81,185.89
2025-04,ACQ_A,PM03,Token pack,46,4,0,4,42,0.913,42,3478.27,206.0
2025-04,ACQ_B,PM01,Chargeback,0,0,0,0,0,,79,-1856.85,1975.0
2025-04,ACQ_B,PM01,Initial (new + win-back),4847,837,0,837,4010,0.8273,4010,126931.93,8818.92
2025-04,ACQ_B,PM01,Refund,0,0,0,0,0,,174,-6079.93,0.0
2025-04,ACQ_B,PM01,Renewal,5140,732,234,498,4642,0.9031,4642,85275.87,6509.15
2025-04,ACQ_B,PM01,Token pack,1552,141,0,141,1411,0.9091,1411,71725.89,4726.85
2025-04,ACQ_B,PM02,Chargeback,0,0,0,0,0,,40,-799.2,1000.0
2025-04,ACQ_B,PM02,Initial (new + win-back),2493,412,0,412,2081,0.8347,2081,66235.1,4598.41
2025-04,ACQ_B,PM02,Refund,0,0,0,0,0,,85,-2998.94,0.0
2025-04,ACQ_B,PM02,Renewal,2549,362,101,261,2288,0.8976,2288,41809.13,3194.95
2025-04,ACQ_B,PM02,Token pack,861,89,0,89,772,0.8966,772,35967.28,2389.64
2025-04,ACQ_B,PM03,Chargeback,0,0,0,0,0,,1,-29.97,25.0
2025-04,ACQ_B,PM03,Initial (new + win-back),219,31,0,31,188,0.8584,188,5824.57,405.87
2025-04,ACQ_B,PM03,Refund,0,0,0,0,0,,3,-143.64,0.0
2025-04,ACQ_B,PM03,Renewal,245,32,8,24,221,0.902,221,3897.28,300.14
2025-04,ACQ_B,PM03,Token pack,102,10,0,10,92,0.902,92,4439.08,293.94
2025-04,CRYPTO_GW,PM04,Initial (new + win-back),422,16,0,16,406,0.9621,406,15612.41,234.19
2025-04,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,17,-586.73,0.0
2025-04,CRYPTO_GW,PM04,Renewal,416,0,0,0,416,1.0,416,8990.48,134.86
2025-04,CRYPTO_GW,PM04,Token pack,177,4,0,4,173,0.9774,173,7774.34,116.62
2025-04,CRYPTO_GW,PM05,Initial (new + win-back),270,12,0,12,258,0.9556,258,9752.2,146.28
2025-04,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,12,-296.03,0.0
2025-04,CRYPTO_GW,PM05,Renewal,238,0,0,0,238,1.0,238,4824.09,72.36
2025-04,CRYPTO_GW,PM05,Token pack,95,2,0,2,93,0.9789,93,5687.27,85.31
2025-04,CRYPTO_GW,PM06,Initial (new + win-back),386,15,0,15,371,0.9611,371,13441.12,201.62
2025-04,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,15,-338.55,0.0
2025-04,CRYPTO_GW,PM06,Renewal,404,0,0,0,404,1.0,404,8042.8,120.64
2025-04,CRYPTO_GW,PM06,Token pack,198,4,0,4,194,0.9798,194,10882.24,163.23
2025-04,CRYPTO_GW,PM07,Initial (new + win-back),119,5,0,5,114,0.958,114,4067.37,61.01
2025-04,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,1,-13.99,0.0
2025-04,CRYPTO_GW,PM07,Renewal,128,0,0,0,128,1.0,128,2889.15,43.34
2025-04,CRYPTO_GW,PM07,Token pack,47,1,0,1,46,0.9787,46,2415.86,36.24
2025-05,ACQ_A,PM01,Chargeback,0,0,0,0,0,,16,-518.21,400.0
2025-05,ACQ_A,PM01,Initial (new + win-back),2779,343,0,343,2436,0.8766,2436,82925.75,5413.52
2025-05,ACQ_A,PM01,Refund,0,0,0,0,0,,103,-3496.05,0.0
2025-05,ACQ_A,PM01,Renewal,3279,400,134,266,3013,0.9189,3013,66911.38,4734.68
2025-05,ACQ_A,PM01,Token pack,1067,88,0,88,979,0.9175,979,55882.61,3416.19
2025-05,ACQ_A,PM02,Chargeback,0,0,0,0,0,,7,-246.69,175.0
2025-05,ACQ_A,PM02,Initial (new + win-back),1361,188,0,188,1173,0.8619,1173,40435.38,2634.5
2025-05,ACQ_A,PM02,Refund,0,0,0,0,0,,62,-1872.49,0.0
2025-05,ACQ_A,PM02,Renewal,1648,199,56,143,1505,0.9132,1505,31826.43,2277.2
2025-05,ACQ_A,PM02,Token pack,541,45,0,45,496,0.9168,496,28579.39,1745.47
2025-05,ACQ_A,PM03,Initial (new + win-back),144,19,0,19,125,0.8681,125,4369.72,284.08
2025-05,ACQ_A,PM03,Refund,0,0,0,0,0,,7,-197.05,0.0
2025-05,ACQ_A,PM03,Renewal,143,26,9,17,126,0.8811,126,2667.34,190.8
2025-05,ACQ_A,PM03,Token pack,52,5,0,5,47,0.9038,47,2776.71,169.17
2025-05,ACQ_B,PM01,Chargeback,0,0,0,0,0,,50,-1092.73,1250.0
2025-05,ACQ_B,PM01,Initial (new + win-back),4833,763,0,763,4070,0.8421,4070,123147.43,8609.85
2025-05,ACQ_B,PM01,Refund,0,0,0,0,0,,199,-6582.76,0.0
2025-05,ACQ_B,PM01,Renewal,5257,725,218,507,4750,0.9036,4750,91535.12,6917.11
2025-05,ACQ_B,PM01,Token pack,1708,156,0,156,1552,0.9087,1552,78949.48,5202.57
2025-05,ACQ_B,PM02,Chargeback,0,0,0,0,0,,16,-619.99,400.0
2025-05,ACQ_B,PM02,Initial (new + win-back),2530,370,0,370,2160,0.8538,2160,66429.33,4633.76
2025-05,ACQ_B,PM02,Refund,0,0,0,0,0,,68,-2200.37,0.0
2025-05,ACQ_B,PM02,Renewal,2610,352,129,223,2387,0.9146,2387,45967.4,3474.14
2025-05,ACQ_B,PM02,Token pack,847,83,0,83,764,0.902,764,36417.36,2414.24
2025-05,ACQ_B,PM03,Chargeback,0,0,0,0,0,,2,-26.98,50.0
2025-05,ACQ_B,PM03,Initial (new + win-back),277,46,0,46,231,0.8339,231,6963.7,487.12
2025-05,ACQ_B,PM03,Refund,0,0,0,0,0,,6,-220.61,0.0
2025-05,ACQ_B,PM03,Renewal,247,26,12,14,233,0.9433,233,4016.46,310.89
2025-05,ACQ_B,PM03,Token pack,95,10,0,10,85,0.8947,85,5164.15,335.35
2025-05,CRYPTO_GW,PM04,Initial (new + win-back),418,16,0,16,402,0.9617,402,14662.4,219.94
2025-05,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,19,-650.57,0.0
2025-05,CRYPTO_GW,PM04,Renewal,407,0,0,0,407,1.0,407,8760.84,131.41
2025-05,CRYPTO_GW,PM04,Token pack,186,4,0,4,182,0.9785,182,8617.45,129.26
2025-05,CRYPTO_GW,PM05,Initial (new + win-back),230,9,0,9,221,0.9609,221,9006.29,135.09
2025-05,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,9,-515.32,0.0
2025-05,CRYPTO_GW,PM05,Renewal,249,0,0,0,249,1.0,249,5159.84,77.4
2025-05,CRYPTO_GW,PM05,Token pack,113,3,0,3,110,0.9735,110,5079.44,76.19
2025-05,CRYPTO_GW,PM06,Initial (new + win-back),421,16,0,16,405,0.962,405,15542.39,233.14
2025-05,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,13,-433.49,0.0
2025-05,CRYPTO_GW,PM06,Renewal,406,0,0,0,406,1.0,406,8637.55,129.56
2025-05,CRYPTO_GW,PM06,Token pack,185,5,0,5,180,0.973,180,9757.34,146.36
2025-05,CRYPTO_GW,PM07,Initial (new + win-back),106,4,0,4,102,0.9623,102,4021.38,60.32
2025-05,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,1,-13.99,0.0
2025-05,CRYPTO_GW,PM07,Renewal,132,0,0,0,132,1.0,132,2908.46,43.63
2025-05,CRYPTO_GW,PM07,Token pack,59,1,0,1,58,0.9831,58,4427.2,66.41
2025-06,ACQ_A,PM01,Chargeback,0,0,0,0,0,,26,-849.19,650.0
2025-06,ACQ_A,PM01,Initial (new + win-back),2768,370,0,370,2398,0.8663,2398,82358.35,5369.01
2025-06,ACQ_A,PM01,Refund,0,0,0,0,0,,111,-4310.93,0.0
2025-06,ACQ_A,PM01,Renewal,3437,418,136,282,3155,0.918,3155,72169.54,5073.57
2025-06,ACQ_A,PM01,Token pack,1187,100,0,100,1087,0.9158,1087,66305.18,4027.24
2025-06,ACQ_A,PM02,Chargeback,0,0,0,0,0,,14,-440.64,350.0
2025-06,ACQ_A,PM02,Initial (new + win-back),1403,191,0,191,1212,0.8639,1212,41185.28,2689.39
2025-06,ACQ_A,PM02,Refund,0,0,0,0,0,,60,-2319.59,0.0
2025-06,ACQ_A,PM02,Renewal,1765,206,71,135,1630,0.9235,1630,36822.76,2595.75
2025-06,ACQ_A,PM02,Token pack,605,48,0,48,557,0.9207,557,33055.73,2013.02
2025-06,ACQ_A,PM03,Initial (new + win-back),143,20,0,20,123,0.8601,123,4385.51,284.25
2025-06,ACQ_A,PM03,Refund,0,0,0,0,0,,6,-255.91,0.0
2025-06,ACQ_A,PM03,Renewal,149,24,4,20,129,0.8658,129,2905.6,204.96
2025-06,ACQ_A,PM03,Token pack,50,4,0,4,46,0.92,46,3989.94,235.55
2025-06,ACQ_B,PM01,Chargeback,0,0,0,0,0,,31,-806.9,775.0
2025-06,ACQ_B,PM01,Initial (new + win-back),4984,823,0,823,4161,0.8349,4161,122608.96,8604.84
2025-06,ACQ_B,PM01,Refund,0,0,0,0,0,,158,-4385.23,0.0
2025-06,ACQ_B,PM01,Renewal,5425,768,226,542,4883,0.9001,4883,93996.52,7104.69
2025-06,ACQ_B,PM01,Token pack,1856,175,0,175,1681,0.9057,1681,81518.19,5395.39
2025-06,ACQ_B,PM02,Chargeback,0,0,0,0,0,,17,-458.31,425.0
2025-06,ACQ_B,PM02,Initial (new + win-back),2536,401,0,401,2135,0.8419,2135,62853.29,4411.7
2025-06,ACQ_B,PM02,Refund,0,0,0,0,0,,86,-3163.43,0.0
2025-06,ACQ_B,PM02,Renewal,2796,405,129,276,2520,0.9013,2520,50202.85,3768.17
2025-06,ACQ_B,PM02,Token pack,1009,94,0,94,915,0.9068,915,44940.85,2970.95
2025-06,ACQ_B,PM03,Chargeback,0,0,0,0,0,,4,-89.85,100.0
2025-06,ACQ_B,PM03,Initial (new + win-back),200,32,0,32,168,0.84,168,4874.79,342.89
2025-06,ACQ_B,PM03,Refund,0,0,0,0,0,,9,-217.67,0.0
2025-06,ACQ_B,PM03,Renewal,294,45,18,27,267,0.9082,267,5297.41,397.94
2025-06,ACQ_B,PM03,Token pack,86,7,0,7,79,0.9186,79,4899.21,317.65
2025-06,CRYPTO_GW,PM04,Initial (new + win-back),406,16,0,16,390,0.9606,390,13647.45,204.71
2025-06,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,18,-665.01,0.0
2025-06,CRYPTO_GW,PM04,Renewal,436,0,0,0,436,1.0,436,8969.4,134.54
2025-06,CRYPTO_GW,PM04,Token pack,168,4,0,4,164,0.9762,164,7608.42,114.13
2025-06,CRYPTO_GW,PM05,Initial (new + win-back),264,12,0,12,252,0.9545,252,8880.0,133.2
2025-06,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,12,-369.86,0.0
2025-06,CRYPTO_GW,PM05,Renewal,253,0,0,0,253,1.0,253,5680.45,85.21
2025-06,CRYPTO_GW,PM05,Token pack,96,2,0,2,94,0.9792,94,4587.33,68.81
2025-06,CRYPTO_GW,PM06,Initial (new + win-back),409,15,0,15,394,0.9633,394,13603.4,204.05
2025-06,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,13,-605.71,0.0
2025-06,CRYPTO_GW,PM06,Renewal,408,0,0,0,408,1.0,408,9430.65,141.46
2025-06,CRYPTO_GW,PM06,Token pack,189,5,0,5,184,0.9735,184,9326.95,139.9
2025-06,CRYPTO_GW,PM07,Initial (new + win-back),113,4,0,4,109,0.9646,109,3700.68,55.51
2025-06,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,4,-128.59,0.0
2025-06,CRYPTO_GW,PM07,Renewal,131,0,0,0,131,1.0,131,3037.14,45.56
2025-06,CRYPTO_GW,PM07,Token pack,48,1,0,1,47,0.9792,47,2472.07,37.08
2025-07,ACQ_A,PM01,Chargeback,0,0,0,0,0,,28,-683.57,700.0
2025-07,ACQ_A,PM01,Initial (new + win-back),3364,490,0,490,2874,0.8543,2874,102757.45,6657.56
2025-07,ACQ_A,PM01,Refund,0,0,0,0,0,,118,-4349.04,0.0
2025-07,ACQ_A,PM01,Renewal,3380,436,122,314,3066,0.9071,3066,71113.75,4984.36
2025-07,ACQ_A,PM01,Token pack,1238,105,0,105,1133,0.9152,1133,70152.91,4254.96
2025-07,ACQ_A,PM02,Chargeback,0,0,0,0,0,,11,-379.98,275.0
2025-07,ACQ_A,PM02,Initial (new + win-back),1726,273,0,273,1453,0.8418,1453,51639.75,3348.74
2025-07,ACQ_A,PM02,Refund,0,0,0,0,0,,60,-2033.83,0.0
2025-07,ACQ_A,PM02,Renewal,1759,207,59,148,1611,0.9159,1611,37508.87,2626.84
2025-07,ACQ_A,PM02,Token pack,661,57,0,57,604,0.9138,604,37520.28,2275.02
2025-07,ACQ_A,PM03,Initial (new + win-back),182,24,0,24,158,0.8681,158,5724.18,370.13
2025-07,ACQ_A,PM03,Refund,0,0,0,0,0,,7,-279.53,0.0
2025-07,ACQ_A,PM03,Renewal,144,9,3,6,138,0.9583,138,3320.35,230.92
2025-07,ACQ_A,PM03,Token pack,51,5,0,5,46,0.902,46,3351.63,200.44
2025-07,ACQ_B,PM01,Chargeback,0,0,0,0,0,,40,-1042.47,1000.0
2025-07,ACQ_B,PM01,Initial (new + win-back),5631,815,0,815,4816,0.8553,4816,145655.91,10184.15
2025-07,ACQ_B,PM01,Refund,0,0,0,0,0,,193,-6394.36,0.0
2025-07,ACQ_B,PM01,Renewal,5398,805,243,562,4836,0.8959,4836,96693.16,7252.39
2025-07,ACQ_B,PM01,Token pack,2001,202,0,202,1799,0.8991,1799,85687.01,5680.92
2025-07,ACQ_B,PM02,Chargeback,0,0,0,0,0,,25,-577.12,625.0
2025-07,ACQ_B,PM02,Initial (new + win-back),2910,439,0,439,2471,0.8491,2471,74122.16,5188.63
2025-07,ACQ_B,PM02,Refund,0,0,0,0,0,,80,-2620.05,0.0
2025-07,ACQ_B,PM02,Renewal,2715,383,131,252,2463,0.9072,2463,49192.0,3690.42
2025-07,ACQ_B,PM02,Token pack,1005,103,0,103,902,0.8975,902,46220.98,3043.86
2025-07,ACQ_B,PM03,Chargeback,0,0,0,0,0,,5,-82.93,125.0
2025-07,ACQ_B,PM03,Initial (new + win-back),296,49,0,49,247,0.8345,247,7509.39,524.66
2025-07,ACQ_B,PM03,Refund,0,0,0,0,0,,10,-191.79,0.0
2025-07,ACQ_B,PM03,Renewal,257,35,14,21,236,0.9183,236,4351.56,331.89
2025-07,ACQ_B,PM03,Token pack,113,11,0,11,102,0.9027,102,5298.98,348.54
2025-07,CRYPTO_GW,PM04,Initial (new + win-back),471,17,0,17,454,0.9639,454,16143.09,242.15
2025-07,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,23,-853.11,0.0
2025-07,CRYPTO_GW,PM04,Renewal,453,0,0,0,453,1.0,453,10511.67,157.67
2025-07,CRYPTO_GW,PM04,Token pack,207,5,0,5,202,0.9758,202,9262.43,138.94
2025-07,CRYPTO_GW,PM05,Initial (new + win-back),302,12,0,12,290,0.9603,290,9945.09,149.18
2025-07,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,12,-447.69,0.0
2025-07,CRYPTO_GW,PM05,Renewal,253,0,0,0,253,1.0,253,5757.73,86.37
2025-07,CRYPTO_GW,PM05,Token pack,105,2,0,2,103,0.981,103,5928.78,88.93
2025-07,CRYPTO_GW,PM06,Initial (new + win-back),533,21,0,21,512,0.9606,512,18732.99,280.99
2025-07,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,21,-710.43,0.0
2025-07,CRYPTO_GW,PM06,Renewal,410,0,0,0,410,1.0,410,9556.14,143.34
2025-07,CRYPTO_GW,PM06,Token pack,244,6,0,6,238,0.9754,238,15133.38,227.0
2025-07,CRYPTO_GW,PM07,Initial (new + win-back),145,6,0,6,139,0.9586,139,4859.65,72.89
2025-07,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,8,-296.41,0.0
2025-07,CRYPTO_GW,PM07,Renewal,134,0,0,0,134,1.0,134,3431.35,51.47
2025-07,CRYPTO_GW,PM07,Token pack,55,1,0,1,54,0.9818,54,4213.05,63.2
2025-08,ACQ_A,PM01,Chargeback,0,0,0,0,0,,30,-867.64,750.0
2025-08,ACQ_A,PM01,Initial (new + win-back),3447,468,0,468,2979,0.8642,2979,105111.75,6823.8
2025-08,ACQ_A,PM01,Refund,0,0,0,0,0,,128,-4424.4,0.0
