experiment_id,date,variant,metric,value
EXP04,2025-05-25,Treatment,first_payment_net_usd,4253.43
EXP04,2025-05-26,Treatment,paywall_viewers,2017.0
EXP04,2025-05-26,Treatment,paid_conversions,164.0
EXP04,2025-05-26,Treatment,annual_plan_conversions,60.0
EXP04,2025-05-26,Treatment,first_payment_net_usd,4401.54
EXP04,2025-05-27,Treatment,paywall_viewers,1924.0
EXP04,2025-05-27,Treatment,paid_conversions,132.0
EXP04,2025-05-27,Treatment,annual_plan_conversions,49.0
EXP04,2025-05-27,Treatment,first_payment_net_usd,3641.05
EXP04,2025-05-28,Treatment,paywall_viewers,2053.0
EXP04,2025-05-28,Treatment,paid_conversions,163.0
EXP04,2025-05-28,Treatment,annual_plan_conversions,62.0
EXP04,2025-05-28,Treatment,first_payment_net_usd,4475.6
EXP04,2025-05-29,Treatment,paywall_viewers,2039.0
EXP04,2025-05-29,Treatment,paid_conversions,194.0
EXP04,2025-05-29,Treatment,annual_plan_conversions,70.0
EXP04,2025-05-29,Treatment,first_payment_net_usd,5396.28
EXP04,2025-05-30,Treatment,paywall_viewers,2199.0
EXP04,2025-05-30,Treatment,paid_conversions,191.0
EXP04,2025-05-30,Treatment,annual_plan_conversions,77.0
EXP04,2025-05-30,Treatment,first_payment_net_usd,5390.23
EXP04,2025-05-31,Treatment,paywall_viewers,2302.0
EXP04,2025-05-31,Treatment,paid_conversions,176.0
EXP04,2025-05-31,Treatment,annual_plan_conversions,59.0
EXP04,2025-05-31,Treatment,first_payment_net_usd,4655.85
EXP05,2025-06-16,Control,new_paid_subscribers,352.0
EXP05,2025-06-16,Control,m1_retained_subs,231.0
EXP05,2025-06-16,Control,day7_voice_users,101.0
EXP05,2025-06-16,Treatment,new_paid_subscribers,327.0
EXP05,2025-06-16,Treatment,m1_retained_subs,236.0
EXP05,2025-06-16,Treatment,day7_voice_users,140.0
EXP05,2025-06-17,Control,new_paid_subscribers,373.0
EXP05,2025-06-17,Control,m1_retained_subs,249.0
EXP05,2025-06-17,Control,day7_voice_users,116.0
EXP05,2025-06-17,Treatment,new_paid_subscribers,344.0
EXP05,2025-06-17,Treatment,m1_retained_subs,228.0
EXP05,2025-06-17,Treatment,day7_voice_users,156.0
EXP05,2025-06-18,Control,new_paid_subscribers,330.0
EXP05,2025-06-18,Control,m1_retained_subs,228.0
EXP05,2025-06-18,Control,day7_voice_users,97.0
EXP05,2025-06-18,Treatment,new_paid_subscribers,339.0
EXP05,2025-06-18,Treatment,m1_retained_subs,244.0
EXP05,2025-06-18,Treatment,day7_voice_users,143.0
EXP05,2025-06-19,Control,new_paid_subscribers,328.0
EXP05,2025-06-19,Control,m1_retained_subs,229.0
EXP05,2025-06-19,Control,day7_voice_users,93.0
EXP05,2025-06-19,Treatment,new_paid_subscribers,298.0
EXP05,2025-06-19,Treatment,m1_retained_subs,204.0
EXP05,2025-06-19,Treatment,day7_voice_users,123.0
EXP05,2025-06-20,Control,new_paid_subscribers,312.0
EXP05,2025-06-20,Control,m1_retained_subs,211.0
EXP05,2025-06-20,Control,day7_voice_users,102.0
EXP05,2025-06-20,Treatment,new_paid_subscribers,346.0
EXP05,2025-06-20,Treatment,m1_retained_subs,240.0
EXP05,2025-06-20,Treatment,day7_voice_users,161.0
EXP05,2025-06-21,Control,new_paid_subscribers,351.0
EXP05,2025-06-21,Control,m1_retained_subs,224.0
EXP05,2025-06-21,Control,day7_voice_users,98.0
EXP05,2025-06-21,Treatment,new_paid_subscribers,319.0
EXP05,2025-06-21,Treatment,m1_retained_subs,229.0
EXP05,2025-06-21,Treatment,day7_voice_users,143.0
EXP05,2025-06-22,Control,new_paid_subscribers,316.0
EXP05,2025-06-22,Control,m1_retained_subs,215.0
EXP05,2025-06-22,Control,day7_voice_users,87.0
EXP05,2025-06-22,Treatment,new_paid_subscribers,308.0
EXP05,2025-06-22,Treatment,m1_retained_subs,225.0
EXP05,2025-06-22,Treatment,day7_voice_users,141.0
EXP05,2025-06-23,Control,new_paid_subscribers,331.0
EXP05,2025-06-23,Control,m1_retained_subs,240.0
EXP05,2025-06-23,Control,day7_voice_users,94.0
EXP05,2025-06-23,Treatment,new_paid_subscribers,326.0
EXP05,2025-06-23,Treatment,m1_retained_subs,233.0
EXP05,2025-06-23,Treatment,day7_voice_users,141.0
EXP05,2025-06-24,Control,new_paid_subscribers,345.0
EXP05,2025-06-24,Control,m1_retained_subs,227.0
EXP05,2025-06-24,Control,day7_voice_users,108.0
EXP05,2025-06-24,Treatment,new_paid_subscribers,325.0
EXP05,2025-06-24,Treatment,m1_retained_subs,224.0
EXP05,2025-06-24,Treatment,day7_voice_users,137.0
EXP05,2025-06-25,Control,new_paid_subscribers,318.0
EXP05,2025-06-25,Control,m1_retained_subs,207.0
EXP05,2025-06-25,Control,day7_voice_users,105.0
EXP05,2025-06-25,Treatment,new_paid_subscribers,337.0
EXP05,2025-06-25,Treatment,m1_retained_subs,249.0
EXP05,2025-06-25,Treatment,day7_voice_users,142.0
EXP05,2025-06-26,Control,new_paid_subscribers,360.0
EXP05,2025-06-26,Control,m1_retained_subs,237.0
EXP05,2025-06-26,Control,day7_voice_users,125.0
EXP05,2025-06-26,Treatment,new_paid_subscribers,312.0
EXP05,2025-06-26,Treatment,m1_retained_subs,218.0
EXP05,2025-06-26,Treatment,day7_voice_users,145.0
EXP05,2025-06-27,Control,new_paid_subscribers,324.0
EXP05,2025-06-27,Control,m1_retained_subs,222.0
EXP05,2025-06-27,Control,day7_voice_users,114.0
EXP05,2025-06-27,Treatment,new_paid_subscribers,329.0
EXP05,2025-06-27,Treatment,m1_retained_subs,240.0
EXP05,2025-06-27,Treatment,day7_voice_users,135.0
EXP05,2025-06-28,Control,new_paid_subscribers,326.0
EXP05,2025-06-28,Control,m1_retained_subs,228.0
EXP05,2025-06-28,Control,day7_voice_users,107.0
EXP05,2025-06-28,Treatment,new_paid_subscribers,332.0
EXP05,2025-06-28,Treatment,m1_retained_subs,251.0
EXP05,2025-06-28,Treatment,day7_voice_users,127.0
EXP05,2025-06-29,Control,new_paid_subscribers,332.0
EXP05,2025-06-29,Control,m1_retained_subs,210.0
EXP05,2025-06-29,Control,day7_voice_users,110.0
EXP05,2025-06-29,Treatment,new_paid_subscribers,325.0
EXP05,2025-06-29,Treatment,m1_retained_subs,218.0
EXP05,2025-06-29,Treatment,day7_voice_users,153.0
EXP05,2025-06-30,Control,new_paid_subscribers,302.0
EXP05,2025-06-30,Control,m1_retained_subs,208.0
EXP05,2025-06-30,Control,day7_voice_users,100.0
EXP05,2025-06-30,Treatment,new_paid_subscribers,316.0
EXP05,2025-06-30,Treatment,m1_retained_subs,232.0
EXP05,2025-06-30,Treatment,day7_voice_users,131.0
EXP05,2025-07-01,Control,new_paid_subscribers,334.0
EXP05,2025-07-01,Control,m1_retained_subs,222.0
EXP05,2025-07-01,Control,day7_voice_users,100.0
EXP05,2025-07-01,Treatment,new_paid_subscribers,283.0
EXP05,2025-07-01,Treatment,m1_retained_subs,202.0
EXP05,2025-07-01,Treatment,day7_voice_users,138.0
EXP05,2025-07-02,Control,new_paid_subscribers,312.0
EXP05,2025-07-02,Control,m1_retained_subs,222.0
EXP05,2025-07-02,Control,day7_voice_users,99.0
EXP05,2025-07-02,Treatment,new_paid_subscribers,310.0
EXP05,2025-07-02,Treatment,m1_retained_subs,230.0
EXP05,2025-07-02,Treatment,day7_voice_users,127.0
EXP05,2025-07-03,Control,new_paid_subscribers,311.0
EXP05,2025-07-03,Control,m1_retained_subs,217.0
EXP05,2025-07-03,Control,day7_voice_users,83.0
EXP05,2025-07-03,Treatment,new_paid_subscribers,324.0
EXP05,2025-07-03,Treatment,m1_retained_subs,221.0
EXP05,2025-07-03,Treatment,day7_voice_users,156.0
EXP05,2025-07-04,Control,new_paid_subscribers,334.0
EXP05,2025-07-04,Control,m1_retained_subs,221.0
EXP05,2025-07-04,Control,day7_voice_users,104.0
EXP05,2025-07-04,Treatment,new_paid_subscribers,308.0
EXP05,2025-07-04,Treatment,m1_retained_subs,225.0
EXP05,2025-07-04,Treatment,day7_voice_users,143.0
EXP05,2025-07-05,Control,new_paid_subscribers,326.0
EXP05,2025-07-05,Control,m1_retained_subs,224.0
EXP05,2025-07-05,Control,day7_voice_users,99.0
EXP05,2025-07-05,Treatment,new_paid_subscribers,321.0
EXP05,2025-07-05,Treatment,m1_retained_subs,224.0
EXP05,2025-07-05,Treatment,day7_voice_users,146.0
EXP05,2025-07-06,Control,new_paid_subscribers,328.0
EXP05,2025-07-06,Control,m1_retained_subs,203.0
EXP05,2025-07-06,Control,day7_voice_users,110.0
EXP05,2025-07-06,Treatment,new_paid_subscribers,324.0
EXP05,2025-07-06,Treatment,m1_retained_subs,232.0
EXP05,2025-07-06,Treatment,day7_voice_users,148.0
EXP05,2025-07-07,Control,new_paid_subscribers,324.0
EXP05,2025-07-07,Control,m1_retained_subs,210.0
EXP05,2025-07-07,Control,day7_voice_users,97.0
EXP05,2025-07-07,Treatment,new_paid_subscribers,339.0
EXP05,2025-07-07,Treatment,m1_retained_subs,230.0
EXP05,2025-07-07,Treatment,day7_voice_users,140.0
EXP05,2025-07-08,Control,new_paid_subscribers,333.0
EXP05,2025-07-08,Control,m1_retained_subs,205.0
EXP05,2025-07-08,Control,day7_voice_users,110.0
EXP05,2025-07-08,Treatment,new_paid_subscribers,338.0
EXP05,2025-07-08,Treatment,m1_retained_subs,232.0
EXP05,2025-07-08,Treatment,day7_voice_users,155.0
EXP05,2025-07-09,Control,new_paid_subscribers,347.0
EXP05,2025-07-09,Control,m1_retained_subs,238.0
EXP05,2025-07-09,Control,day7_voice_users,107.0
EXP05,2025-07-09,Treatment,new_paid_subscribers,337.0
EXP05,2025-07-09,Treatment,m1_retained_subs,237.0
EXP05,2025-07-09,Treatment,day7_voice_users,144.0
EXP05,2025-07-10,Control,new_paid_subscribers,332.0
EXP05,2025-07-10,Control,m1_retained_subs,224.0
EXP05,2025-07-10,Control,day7_voice_users,105.0
EXP05,2025-07-10,Treatment,new_paid_subscribers,344.0
EXP05,2025-07-10,Treatment,m1_retained_subs,256.0
EXP05,2025-07-10,Treatment,day7_voice_users,171.0
EXP05,2025-07-11,Control,new_paid_subscribers,354.0
EXP05,2025-07-11,Control,m1_retained_subs,228.0
EXP05,2025-07-11,Control,day7_voice_users,109.0
EXP05,2025-07-11,Treatment,new_paid_subscribers,327.0
EXP05,2025-07-11,Treatment,m1_retained_subs,230.0
EXP05,2025-07-11,Treatment,day7_voice_users,144.0
EXP05,2025-07-12,Control,new_paid_subscribers,343.0
EXP05,2025-07-12,Control,m1_retained_subs,237.0
EXP05,2025-07-12,Control,day7_voice_users,114.0
EXP05,2025-07-12,Treatment,new_paid_subscribers,343.0
EXP05,2025-07-12,Treatment,m1_retained_subs,241.0
EXP05,2025-07-12,Treatment,day7_voice_users,163.0
EXP05,2025-07-13,Control,new_paid_subscribers,337.0
EXP05,2025-07-13,Control,m1_retained_subs,221.0
EXP05,2025-07-13,Control,day7_voice_users,105.0
EXP05,2025-07-13,Treatment,new_paid_subscribers,320.0
EXP05,2025-07-13,Treatment,m1_retained_subs,243.0
EXP05,2025-07-13,Treatment,day7_voice_users,128.0
EXP06,2025-10-06,Control,free_active_users,20930.0
EXP06,2025-10-06,Control,free_messages,346597.56
EXP06,2025-10-06,Control,free_compute_cost_usd,248.4
EXP06,2025-10-06,Control,paid_conversions,54.0
EXP06,2025-10-06,Treatment,free_active_users,21160.0
EXP06,2025-10-06,Treatment,free_messages,239991.39
EXP06,2025-10-06,Treatment,free_compute_cost_usd,171.8
EXP06,2025-10-06,Treatment,paid_conversions,36.0
EXP06,2025-10-07,Control,free_active_users,20946.0
EXP06,2025-10-07,Control,free_messages,334793.1
EXP06,2025-10-07,Control,free_compute_cost_usd,257.63
EXP06,2025-10-07,Control,paid_conversions,46.0
EXP06,2025-10-07,Treatment,free_active_users,20825.0
EXP06,2025-10-07,Treatment,free_messages,220072.35
EXP06,2025-10-07,Treatment,free_compute_cost_usd,172.18
EXP06,2025-10-07,Treatment,paid_conversions,51.0
EXP06,2025-10-08,Control,free_active_users,21328.0
EXP06,2025-10-08,Control,free_messages,315990.0
EXP06,2025-10-08,Control,free_compute_cost_usd,236.87
EXP06,2025-10-08,Control,paid_conversions,43.0
EXP06,2025-10-08,Treatment,free_active_users,21217.0
EXP06,2025-10-08,Treatment,free_messages,233861.02
EXP06,2025-10-08,Treatment,free_compute_cost_usd,173.53
EXP06,2025-10-08,Treatment,paid_conversions,50.0
EXP06,2025-10-09,Control,free_active_users,20917.0
EXP06,2025-10-09,Control,free_messages,328963.66
EXP06,2025-10-09,Control,free_compute_cost_usd,236.12
EXP06,2025-10-09,Control,paid_conversions,39.0
EXP06,2025-10-09,Treatment,free_active_users,20837.0
EXP06,2025-10-09,Treatment,free_messages,228425.82
EXP06,2025-10-09,Treatment,free_compute_cost_usd,173.9
EXP06,2025-10-09,Treatment,paid_conversions,42.0
EXP06,2025-10-10,Control,free_active_users,21255.0
EXP06,2025-10-10,Control,free_messages,338011.71
EXP06,2025-10-10,Control,free_compute_cost_usd,251.89
EXP06,2025-10-10,Control,paid_conversions,47.0
EXP06,2025-10-10,Treatment,free_active_users,20980.0
EXP06,2025-10-10,Treatment,free_messages,240300.75
EXP06,2025-10-10,Treatment,free_compute_cost_usd,162.32
EXP06,2025-10-10,Treatment,paid_conversions,53.0
EXP06,2025-10-11,Control,free_active_users,20964.0
EXP06,2025-10-11,Control,free_messages,360907.14
EXP06,2025-10-11,Control,free_compute_cost_usd,248.46
EXP06,2025-10-11,Control,paid_conversions,47.0
EXP06,2025-10-11,Treatment,free_active_users,21054.0
EXP06,2025-10-11,Treatment,free_messages,226686.87
EXP06,2025-10-11,Treatment,free_compute_cost_usd,173.14
EXP06,2025-10-11,Treatment,paid_conversions,45.0
EXP06,2025-10-12,Control,free_active_users,20883.0
EXP06,2025-10-12,Control,free_messages,345251.54
EXP06,2025-10-12,Control,free_compute_cost_usd,246.59
EXP06,2025-10-12,Control,paid_conversions,44.0
EXP06,2025-10-12,Treatment,free_active_users,21041.0
EXP06,2025-10-12,Treatment,free_messages,240067.86
EXP06,2025-10-12,Treatment,free_compute_cost_usd,170.77
EXP06,2025-10-12,Treatment,paid_conversions,55.0
EXP06,2025-10-13,Control,free_active_users,20832.0
EXP06,2025-10-13,Control,free_messages,327279.32
EXP06,2025-10-13,Control,free_compute_cost_usd,229.41
EXP06,2025-10-13,Control,paid_conversions,47.0
EXP06,2025-10-13,Treatment,free_active_users,21165.0
EXP06,2025-10-13,Treatment,free_messages,224135.67
EXP06,2025-10-13,Treatment,free_compute_cost_usd,169.44
EXP06,2025-10-13,Treatment,paid_conversions,58.0
EXP06,2025-10-14,Control,free_active_users,20844.0
EXP06,2025-10-14,Control,free_messages,314975.32
EXP06,2025-10-14,Control,free_compute_cost_usd,228.72
EXP06,2025-10-14,Control,paid_conversions,58.0
EXP06,2025-10-14,Treatment,free_active_users,21142.0
EXP06,2025-10-14,Treatment,free_messages,224025.56
EXP06,2025-10-14,Treatment,free_compute_cost_usd,171.24
EXP06,2025-10-14,Treatment,paid_conversions,46.0
EXP06,2025-10-15,Control,free_active_users,20841.0
EXP06,2025-10-15,Control,free_messages,324342.47
EXP06,2025-10-15,Control,free_compute_cost_usd,238.49
EXP06,2025-10-15,Control,paid_conversions,58.0
EXP06,2025-10-15,Treatment,free_active_users,20713.0
EXP06,2025-10-15,Treatment,free_messages,227738.81
EXP06,2025-10-15,Treatment,free_compute_cost_usd,163.26
EXP06,2025-10-15,Treatment,paid_conversions,55.0
EXP06,2025-10-16,Control,free_active_users,20923.0
EXP06,2025-10-16,Control,free_messages,345325.09
EXP06,2025-10-16,Control,free_compute_cost_usd,251.94
EXP06,2025-10-16,Control,paid_conversions,58.0
EXP06,2025-10-16,Treatment,free_active_users,21057.0
EXP06,2025-10-16,Treatment,free_messages,215223.67
EXP06,2025-10-16,Treatment,free_compute_cost_usd,166.5
EXP06,2025-10-16,Treatment,paid_conversions,51.0
EXP06,2025-10-17,Control,free_active_users,21258.0
EXP06,2025-10-17,Control,free_messages,361753.76
EXP06,2025-10-17,Control,free_compute_cost_usd,254.46
EXP06,2025-10-17,Control,paid_conversions,42.0
EXP06,2025-10-17,Treatment,free_active_users,21130.0
EXP06,2025-10-17,Treatment,free_messages,243110.32
EXP06,2025-10-17,Treatment,free_compute_cost_usd,175.07
EXP06,2025-10-17,Treatment,paid_conversions,52.0
EXP06,2025-10-18,Control,free_active_users,21290.0
EXP06,2025-10-18,Control,free_messages,323588.86
EXP06,2025-10-18,Control,free_compute_cost_usd,237.25
EXP06,2025-10-18,Control,paid_conversions,37.0
EXP06,2025-10-18,Treatment,free_active_users,20912.0
EXP06,2025-10-18,Treatment,free_messages,221908.49
EXP06,2025-10-18,Treatment,free_compute_cost_usd,165.36
EXP06,2025-10-18,Treatment,paid_conversions,43.0
EXP06,2025-10-19,Control,free_active_users,20985.0
EXP06,2025-10-19,Control,free_messages,345851.35
EXP06,2025-10-19,Control,free_compute_cost_usd,232.89
EXP06,2025-10-19,Control,paid_conversions,34.0
EXP06,2025-10-19,Treatment,free_active_users,21192.0
EXP06,2025-10-19,Treatment,free_messages,224875.73
EXP06,2025-10-19,Treatment,free_compute_cost_usd,170.63
EXP06,2025-10-19,Treatment,paid_conversions,55.0
EXP06,2025-10-20,Control,free_active_users,21053.0
EXP06,2025-10-20,Control,free_messages,323066.1
EXP06,2025-10-20,Control,free_compute_cost_usd,233.9
EXP06,2025-10-20,Control,paid_conversions,38.0
EXP06,2025-10-20,Treatment,free_active_users,21131.0
EXP06,2025-10-20,Treatment,free_messages,235749.1
EXP06,2025-10-20,Treatment,free_compute_cost_usd,176.61
EXP06,2025-10-20,Treatment,paid_conversions,47.0
EXP06,2025-10-21,Control,free_active_users,21134.0
EXP06,2025-10-21,Control,free_messages,337163.81
EXP06,2025-10-21,Control,free_compute_cost_usd,245.58
EXP06,2025-10-21,Control,paid_conversions,47.0
EXP06,2025-10-21,Treatment,free_active_users,20942.0
EXP06,2025-10-21,Treatment,free_messages,227911.13
EXP06,2025-10-21,Treatment,free_compute_cost_usd,164.96
EXP06,2025-10-21,Treatment,paid_conversions,41.0
EXP06,2025-10-22,Control,free_active_users,20782.0
EXP06,2025-10-22,Control,free_messages,336889.17
EXP06,2025-10-22,Control,free_compute_cost_usd,233.17
EXP06,2025-10-22,Control,paid_conversions,37.0
EXP06,2025-10-22,Treatment,free_active_users,20910.0
EXP06,2025-10-22,Treatment,free_messages,237227.84
EXP06,2025-10-22,Treatment,free_compute_cost_usd,166.8
EXP06,2025-10-22,Treatment,paid_conversions,42.0
EXP06,2025-10-23,Control,free_active_users,20920.0
EXP06,2025-10-23,Control,free_messages,339942.77
EXP06,2025-10-23,Control,free_compute_cost_usd,239.94
EXP06,2025-10-23,Control,paid_conversions,49.0
EXP06,2025-10-23,Treatment,free_active_users,20898.0
EXP06,2025-10-23,Treatment,free_messages,223530.59
EXP06,2025-10-23,Treatment,free_compute_cost_usd,163.5
EXP06,2025-10-23,Treatment,paid_conversions,36.0
EXP06,2025-10-24,Control,free_active_users,20947.0
EXP06,2025-10-24,Control,free_messages,327844.82
EXP06,2025-10-24,Control,free_compute_cost_usd,243.79
EXP06,2025-10-24,Control,paid_conversions,34.0
EXP06,2025-10-24,Treatment,free_active_users,20999.0
EXP06,2025-10-24,Treatment,free_messages,224247.67
EXP06,2025-10-24,Treatment,free_compute_cost_usd,165.08
EXP06,2025-10-24,Treatment,paid_conversions,39.0
EXP06,2025-10-25,Control,free_active_users,21063.0
EXP06,2025-10-25,Control,free_messages,350083.98
EXP06,2025-10-25,Control,free_compute_cost_usd,231.57
EXP06,2025-10-25,Control,paid_conversions,48.0
EXP06,2025-10-25,Treatment,free_active_users,20774.0
EXP06,2025-10-25,Treatment,free_messages,240631.98
EXP06,2025-10-25,Treatment,free_compute_cost_usd,167.55
EXP06,2025-10-25,Treatment,paid_conversions,53.0
EXP06,2025-10-26,Control,free_active_users,20994.0
EXP06,2025-10-26,Control,free_messages,316018.84
EXP06,2025-10-26,Control,free_compute_cost_usd,242.36
EXP06,2025-10-26,Control,paid_conversions,41.0
EXP06,2025-10-26,Treatment,free_active_users,20923.0
EXP06,2025-10-26,Treatment,free_messages,236135.82
EXP06,2025-10-26,Treatment,free_compute_cost_usd,175.41
EXP06,2025-10-26,Treatment,paid_conversions,47.0
EXP06,2025-10-27,Control,free_active_users,20874.0
EXP06,2025-10-27,Control,free_messages,322353.4
EXP06,2025-10-27,Control,free_compute_cost_usd,250.73
EXP06,2025-10-27,Control,paid_conversions,49.0
EXP06,2025-10-27,Treatment,free_active_users,21043.0
EXP06,2025-10-27,Treatment,free_messages,224841.91
EXP06,2025-10-27,Treatment,free_compute_cost_usd,168.65
EXP06,2025-10-27,Treatment,paid_conversions,49.0
EXP06,2025-10-28,Control,free_active_users,21045.0
EXP06,2025-10-28,Control,free_messages,355235.99
EXP06,2025-10-28,Control,free_compute_cost_usd,247.06
EXP06,2025-10-28,Control,paid_conversions,37.0
EXP06,2025-10-28,Treatment,free_active_users,21080.0
EXP06,2025-10-28,Treatment,free_messages,236729.58
EXP06,2025-10-28,Treatment,free_compute_cost_usd,174.47
EXP06,2025-10-28,Treatment,paid_conversions,47.0
EXP06,2025-10-29,Control,free_active_users,20943.0
EXP06,2025-10-29,Control,free_messages,331064.19
EXP06,2025-10-29,Control,free_compute_cost_usd,227.1
EXP06,2025-10-29,Control,paid_conversions,47.0
EXP06,2025-10-29,Treatment,free_active_users,21068.0
EXP06,2025-10-29,Treatment,free_messages,225668.83
EXP06,2025-10-29,Treatment,free_compute_cost_usd,172.33
EXP06,2025-10-29,Treatment,paid_conversions,50.0
EXP06,2025-10-30,Control,free_active_users,21016.0
EXP06,2025-10-30,Control,free_messages,340833.65
EXP06,2025-10-30,Control,free_compute_cost_usd,240.59
EXP06,2025-10-30,Control,paid_conversions,41.0
EXP06,2025-10-30,Treatment,free_active_users,21131.0
EXP06,2025-10-30,Treatment,free_messages,236566.73
EXP06,2025-10-30,Treatment,free_compute_cost_usd,178.31
EXP06,2025-10-30,Treatment,paid_conversions,38.0
EXP06,2025-10-31,Control,free_active_users,20940.0
EXP06,2025-10-31,Control,free_messages,306575.41
EXP06,2025-10-31,Control,free_compute_cost_usd,243.19
EXP06,2025-10-31,Control,paid_conversions,51.0
EXP06,2025-10-31,Treatment,free_active_users,20961.0
EXP06,2025-10-31,Treatment,free_messages,230000.91
EXP06,2025-10-31,Treatment,free_compute_cost_usd,181.61
EXP06,2025-10-31,Treatment,paid_conversions,44.0
EXP06,2025-11-01,Control,free_active_users,21133.0
EXP06,2025-11-01,Control,free_messages,351804.18
EXP06,2025-11-01,Control,free_compute_cost_usd,247.64
EXP06,2025-11-01,Control,paid_conversions,46.0
EXP06,2025-11-01,Treatment,free_active_users,21150.0
EXP06,2025-11-01,Treatment,free_messages,243156.01
EXP06,2025-11-01,Treatment,free_compute_cost_usd,174.06
EXP06,2025-11-01,Treatment,paid_conversions,47.0
EXP06,2025-11-02,Control,free_active_users,21126.0
EXP06,2025-11-02,Control,free_messages,329765.87
EXP06,2025-11-02,Control,free_compute_cost_usd,235.74
EXP06,2025-11-02,Control,paid_conversions,45.0
EXP06,2025-11-02,Treatment,free_active_users,20969.0
EXP06,2025-11-02,Treatment,free_messages,227874.03
EXP06,2025-11-02,Treatment,free_compute_cost_usd,163.25
EXP06,2025-11-02,Treatment,paid_conversions,40.0
EXP07,2025-12-01,Control,crypto_checkout_starts,202.0
EXP07,2025-12-01,Control,checkout_completions,86.0
EXP07,2025-12-01,Treatment,crypto_checkout_starts,180.0
EXP07,2025-12-01,Treatment,checkout_completions,104.0
EXP07,2025-12-02,Control,crypto_checkout_starts,219.0
EXP07,2025-12-02,Control,checkout_completions,94.0
EXP07,2025-12-02,Treatment,crypto_checkout_starts,199.0
EXP07,2025-12-02,Treatment,checkout_completions,117.0
EXP07,2025-12-03,Control,crypto_checkout_starts,171.0
EXP07,2025-12-03,Control,checkout_completions,81.0
EXP07,2025-12-03,Treatment,crypto_checkout_starts,207.0
EXP07,2025-12-03,Treatment,checkout_completions,117.0
EXP07,2025-12-04,Control,crypto_checkout_starts,192.0
EXP07,2025-12-04,Control,checkout_completions,95.0
EXP07,2025-12-04,Treatment,crypto_checkout_starts,160.0
EXP07,2025-12-04,Treatment,checkout_completions,92.0
EXP07,2025-12-05,Control,crypto_checkout_starts,166.0
EXP07,2025-12-05,Control,checkout_completions,78.0
EXP07,2025-12-05,Treatment,crypto_checkout_starts,195.0
EXP07,2025-12-05,Treatment,checkout_completions,106.0
EXP07,2025-12-06,Control,crypto_checkout_starts,203.0
EXP07,2025-12-06,Control,checkout_completions,97.0
EXP07,2025-12-06,Treatment,crypto_checkout_starts,176.0
EXP07,2025-12-06,Treatment,checkout_completions,108.0
EXP07,2025-12-07,Control,crypto_checkout_starts,196.0
EXP07,2025-12-07,Control,checkout_completions,70.0
EXP07,2025-12-07,Treatment,crypto_checkout_starts,201.0
EXP07,2025-12-07,Treatment,checkout_completions,116.0
EXP07,2025-12-08,Control,crypto_checkout_starts,220.0
EXP07,2025-12-08,Control,checkout_completions,94.0
EXP07,2025-12-08,Treatment,crypto_checkout_starts,180.0
EXP07,2025-12-08,Treatment,checkout_completions,119.0
EXP07,2025-12-09,Control,crypto_checkout_starts,202.0
EXP07,2025-12-09,Control,checkout_completions,98.0
EXP07,2025-12-09,Treatment,crypto_checkout_starts,196.0
EXP07,2025-12-09,Treatment,checkout_completions,111.0
EXP07,2025-12-10,Control,crypto_checkout_starts,213.0
EXP07,2025-12-10,Control,checkout_completions,98.0
EXP07,2025-12-10,Treatment,crypto_checkout_starts,196.0
EXP07,2025-12-10,Treatment,checkout_completions,105.0
EXP07,2025-12-11,Control,crypto_checkout_starts,189.0
EXP07,2025-12-11,Control,checkout_completions,97.0
EXP07,2025-12-11,Treatment,crypto_checkout_starts,179.0
EXP07,2025-12-11,Treatment,checkout_completions,90.0
EXP07,2025-12-12,Control,crypto_checkout_starts,204.0
EXP07,2025-12-12,Control,checkout_completions,91.0
EXP07,2025-12-12,Treatment,crypto_checkout_starts,212.0
EXP07,2025-12-12,Treatment,checkout_completions,113.0
EXP07,2025-12-13,Control,crypto_checkout_starts,169.0
EXP07,2025-12-13,Control,checkout_completions,80.0
EXP07,2025-12-13,Treatment,crypto_checkout_starts,208.0
EXP07,2025-12-13,Treatment,checkout_completions,109.0
EXP07,2025-12-14,Control,crypto_checkout_starts,178.0
EXP07,2025-12-14,Control,checkout_completions,92.0
EXP07,2025-12-14,Treatment,crypto_checkout_starts,190.0
EXP07,2025-12-14,Treatment,checkout_completions,91.0
EXP07,2025-12-15,Control,crypto_checkout_starts,188.0
EXP07,2025-12-15,Control,checkout_completions,88.0
EXP07,2025-12-15,Treatment,crypto_checkout_starts,192.0
EXP07,2025-12-15,Treatment,checkout_completions,99.0
EXP07,2025-12-16,Control,crypto_checkout_starts,178.0
EXP07,2025-12-16,Control,checkout_completions,80.0
EXP07,2025-12-16,Treatment,crypto_checkout_starts,188.0
EXP07,2025-12-16,Treatment,checkout_completions,90.0
EXP07,2025-12-17,Control,crypto_checkout_starts,181.0
EXP07,2025-12-17,Control,checkout_completions,87.0
EXP07,2025-12-17,Treatment,crypto_checkout_starts,188.0
EXP07,2025-12-17,Treatment,checkout_completions,96.0
EXP07,2025-12-18,Control,crypto_checkout_starts,160.0
EXP07,2025-12-18,Control,checkout_completions,80.0
EXP07,2025-12-18,Treatment,crypto_checkout_starts,194.0
EXP07,2025-12-18,Treatment,checkout_completions,113.0
EXP07,2025-12-19,Control,crypto_checkout_starts,193.0
