date,country_code,device,sessions,age_checks_started,age_checks_passed,free_signups,activated_users,paywall_viewers,checkout_starts,new_paid_subscribers
2025-06-01,ROW,Tablet web,984,0,0,67,46,28,2,1
2025-06-02,US,Mobile web,21419,0,0,2295,1437,867,150,83
2025-06-02,US,Desktop web,7417,0,0,757,483,295,73,39
2025-06-02,US,Tablet web,715,0,0,87,59,32,11,6
2025-06-02,GB,Mobile web,4366,0,0,482,307,192,32,18
2025-06-02,GB,Desktop web,1409,0,0,154,94,58,10,6
2025-06-02,GB,Tablet web,155,0,0,17,11,5,0,0
2025-06-02,DE,Mobile web,4683,0,0,482,307,195,35,20
2025-06-02,DE,Desktop web,1427,0,0,138,86,48,9,5
2025-06-02,DE,Tablet web,100,0,0,11,8,3,0,0
2025-06-02,FR,Mobile web,5789,0,0,492,327,185,29,17
2025-06-02,FR,Desktop web,1548,0,0,165,112,60,11,7
2025-06-02,FR,Tablet web,146,0,0,15,9,6,0,0
2025-06-02,CA,Mobile web,3072,0,0,296,192,113,21,12
2025-06-02,CA,Desktop web,960,0,0,112,72,40,5,3
2025-06-02,CA,Tablet web,72,0,0,7,5,4,0,0
2025-06-02,AU,Mobile web,2458,0,0,231,166,83,9,5
2025-06-02,AU,Desktop web,842,0,0,97,59,35,5,3
2025-06-02,AU,Tablet web,74,0,0,9,7,6,2,1
2025-06-02,NL,Mobile web,1469,0,0,149,91,58,4,2
2025-06-02,NL,Desktop web,517,0,0,55,31,19,2,1
2025-06-02,NL,Tablet web,83,0,0,8,7,4,0,0
2025-06-02,CH,Mobile web,887,0,0,86,60,34,5,3
2025-06-02,CH,Desktop web,308,0,0,36,24,16,0,0
2025-06-02,CH,Tablet web,38,0,0,4,3,0,3,2
2025-06-02,SE,Mobile web,837,0,0,85,49,40,9,5
2025-06-02,SE,Desktop web,336,0,0,39,30,14,0,0
2025-06-02,SE,Tablet web,129,0,0,12,7,6,0,0
2025-06-02,ES,Mobile web,2797,0,0,249,157,83,5,3
2025-06-02,ES,Desktop web,681,0,0,80,53,24,3,2
2025-06-02,ES,Tablet web,91,0,0,9,5,6,2,1
2025-06-02,IT,Mobile web,2580,0,0,245,153,113,5,3
2025-06-02,IT,Desktop web,804,0,0,87,53,38,2,1
2025-06-02,IT,Tablet web,124,0,0,11,4,4,4,2
2025-06-02,PL,Mobile web,2066,0,0,186,117,62,7,4
2025-06-02,PL,Desktop web,574,0,0,57,38,20,0,0
2025-06-02,PL,Tablet web,62,0,0,6,4,3,0,0
2025-06-02,JP,Mobile web,1700,0,0,159,108,61,10,6
2025-06-02,JP,Desktop web,477,0,0,50,28,17,2,1
2025-06-02,JP,Tablet web,67,0,0,6,3,0,0,0
2025-06-02,BR,Mobile web,7015,0,0,541,358,204,11,7
2025-06-02,BR,Desktop web,2182,0,0,176,110,73,4,2
2025-06-02,BR,Tablet web,205,0,0,16,8,4,0,0
2025-06-02,MX,Mobile web,6533,0,0,432,264,160,11,7
2025-06-02,MX,Desktop web,1572,0,0,130,95,50,0,0
2025-06-02,MX,Tablet web,186,0,0,15,12,5,0,0
2025-06-02,IN,Mobile web,4861,0,0,351,225,122,12,7
2025-06-02,IN,Desktop web,1356,0,0,113,68,54,7,4
2025-06-02,IN,Tablet web,123,0,0,9,2,4,0,0
2025-06-02,ROW,Mobile web,17159,0,0,1321,809,511,37,22
2025-06-02,ROW,Desktop web,4861,0,0,420,281,167,19,11
2025-06-02,ROW,Tablet web,401,0,0,28,15,7,3,2
2025-06-03,US,Mobile web,22002,0,0,2333,1463,880,179,96
2025-06-03,US,Desktop web,6647,0,0,781,527,310,44,27
2025-06-03,US,Tablet web,969,0,0,101,67,38,5,3
2025-06-03,GB,Mobile web,5028,0,0,522,344,185,14,9
2025-06-03,GB,Desktop web,1391,0,0,164,108,57,15,9
2025-06-03,GB,Tablet web,156,0,0,18,9,8,0,0
2025-06-03,DE,Mobile web,5326,0,0,578,355,217,38,22
2025-06-03,DE,Desktop web,1612,0,0,185,130,69,14,9
2025-06-03,DE,Tablet web,165,0,0,17,5,5,2,1
2025-06-03,FR,Mobile web,4860,0,0,500,314,186,20,12
2025-06-03,FR,Desktop web,1321,0,0,166,104,68,10,6
2025-06-03,FR,Tablet web,147,0,0,16,7,5,0,0
2025-06-03,CA,Mobile web,3192,0,0,323,193,110,36,21
2025-06-03,CA,Desktop web,884,0,0,101,57,38,10,6
2025-06-03,CA,Tablet web,102,0,0,10,2,3,2,1
2025-06-03,AU,Mobile web,2695,0,0,277,158,110,19,10
2025-06-03,AU,Desktop web,844,0,0,105,70,36,10,6
2025-06-03,AU,Tablet web,87,0,0,11,5,5,0,0
2025-06-03,NL,Mobile web,1637,0,0,168,115,70,3,2
2025-06-03,NL,Desktop web,433,0,0,48,33,20,7,4
2025-06-03,NL,Tablet web,40,0,0,4,3,4,0,0
2025-06-03,CH,Mobile web,1085,0,0,107,63,47,5,3
2025-06-03,CH,Desktop web,257,0,0,32,19,9,2,1
2025-06-03,CH,Tablet web,67,0,0,7,5,1,0,0
2025-06-03,SE,Mobile web,1014,0,0,98,62,32,6,3
2025-06-03,SE,Desktop web,190,0,0,22,13,12,3,2
2025-06-03,SE,Tablet web,39,0,0,4,3,3,0,0
2025-06-03,ES,Mobile web,3043,0,0,279,180,111,17,10
2025-06-03,ES,Desktop web,792,0,0,76,50,31,9,5
2025-06-03,ES,Tablet web,158,0,0,15,9,4,0,0
2025-06-03,IT,Mobile web,2988,0,0,284,183,106,18,10
2025-06-03,IT,Desktop web,815,0,0,84,51,31,3,2
2025-06-03,IT,Tablet web,100,0,0,10,7,5,0,0
2025-06-03,PL,Mobile web,2044,0,0,199,123,77,5,3
2025-06-03,PL,Desktop web,568,0,0,62,37,25,3,2
2025-06-03,PL,Tablet web,62,0,0,6,6,4,0,0
2025-06-03,JP,Mobile web,1917,0,0,166,104,60,8,5
2025-06-03,JP,Desktop web,489,0,0,51,31,21,0,0
2025-06-03,JP,Tablet web,104,0,0,9,6,2,0,0
2025-06-03,BR,Mobile web,7000,0,0,513,327,193,10,6
2025-06-03,BR,Desktop web,2432,0,0,194,136,81,7,4
2025-06-03,BR,Tablet web,260,0,0,19,16,7,0,0
2025-06-03,MX,Mobile web,5967,0,0,413,274,153,10,6
2025-06-03,MX,Desktop web,1485,0,0,132,83,50,2,1
2025-06-03,MX,Tablet web,252,0,0,21,10,7,2,1
2025-06-03,IN,Mobile web,5412,0,0,343,215,111,10,6
2025-06-03,IN,Desktop web,1312,0,0,107,75,33,5,3
2025-06-03,IN,Tablet web,136,0,0,10,6,4,0,0
2025-06-03,ROW,Mobile web,18993,0,0,1393,906,546,38,22
2025-06-03,ROW,Desktop web,6092,0,0,470,292,184,15,8
2025-06-03,ROW,Tablet web,1004,0,0,67,46,25,4,2
2025-06-04,US,Mobile web,21325,0,0,2095,1336,791,164,93
2025-06-04,US,Desktop web,5946,0,0,674,448,247,48,28
2025-06-04,US,Tablet web,743,0,0,71,46,23,11,7
2025-06-04,GB,Mobile web,4322,0,0,444,292,172,25,15
2025-06-04,GB,Desktop web,1355,0,0,164,107,62,8,5
2025-06-04,GB,Tablet web,197,0,0,21,18,7,0,0
2025-06-04,DE,Mobile web,4505,0,0,469,309,157,36,19
2025-06-04,DE,Desktop web,1270,0,0,148,104,52,13,7
2025-06-04,DE,Tablet web,214,0,0,23,15,7,0,0
2025-06-04,FR,Mobile web,4838,0,0,482,327,189,30,18
2025-06-04,FR,Desktop web,1285,0,0,152,81,50,8,5
2025-06-04,FR,Tablet web,166,0,0,19,13,5,3,2
2025-06-04,CA,Mobile web,3210,0,0,304,185,108,25,14
2025-06-04,CA,Desktop web,690,0,0,85,51,35,10,6
2025-06-04,CA,Tablet web,67,0,0,7,5,3,0,0
2025-06-04,AU,Mobile web,2232,0,0,238,155,85,17,10
2025-06-04,AU,Desktop web,669,0,0,75,55,32,7,4
2025-06-04,AU,Tablet web,59,0,0,6,5,3,0,0
2025-06-04,NL,Mobile web,1442,0,0,155,87,64,5,3
2025-06-04,NL,Desktop web,517,0,0,53,30,21,2,1
2025-06-04,NL,Tablet web,81,0,0,9,5,4,0,0
2025-06-04,CH,Mobile web,855,0,0,82,52,37,5,3
2025-06-04,CH,Desktop web,270,0,0,31,20,12,3,2
2025-06-04,CH,Tablet web,39,0,0,4,3,3,0,0
2025-06-04,SE,Mobile web,860,0,0,78,46,30,5,3
2025-06-04,SE,Desktop web,249,0,0,31,21,12,0,0
2025-06-04,SE,Tablet web,32,0,0,3,1,0,0,0
2025-06-04,ES,Mobile web,3040,0,0,263,175,95,13,8
2025-06-04,ES,Desktop web,790,0,0,82,46,32,2,1
2025-06-04,ES,Tablet web,101,0,0,10,7,3,0,0
2025-06-04,IT,Mobile web,3040,0,0,268,164,121,21,12
2025-06-04,IT,Desktop web,741,0,0,79,47,28,5,3
2025-06-04,IT,Tablet web,65,0,0,6,2,2,0,0
2025-06-04,PL,Mobile web,1562,0,0,148,86,51,9,5
2025-06-04,PL,Desktop web,450,0,0,46,30,17,4,2
2025-06-04,PL,Tablet web,64,0,0,6,4,1,0,0
2025-06-04,JP,Mobile web,1913,0,0,172,113,59,9,5
2025-06-04,JP,Desktop web,429,0,0,45,34,18,3,2
2025-06-04,JP,Tablet web,78,0,0,7,4,5,0,0
2025-06-04,BR,Mobile web,6724,0,0,502,305,199,9,6
2025-06-04,BR,Desktop web,1591,0,0,139,86,50,5,3
2025-06-04,BR,Tablet web,165,0,0,13,9,4,0,0
2025-06-04,MX,Mobile web,5230,0,0,373,240,145,3,2
2025-06-04,MX,Desktop web,1854,0,0,143,90,59,2,1
2025-06-04,MX,Tablet web,172,0,0,12,7,7,0,0
2025-06-04,IN,Mobile web,4567,0,0,347,218,124,18,11
2025-06-04,IN,Desktop web,1409,0,0,108,69,48,3,2
2025-06-04,IN,Tablet web,122,0,0,9,7,4,2,1
2025-06-04,ROW,Mobile web,18045,0,0,1284,814,508,34,21
2025-06-04,ROW,Desktop web,5811,0,0,418,258,170,9,5
2025-06-04,ROW,Tablet web,846,0,0,57,32,21,0,0
2025-06-05,US,Mobile web,19427,0,0,2116,1375,809,116,73
2025-06-05,US,Desktop web,6042,0,0,685,438,265,51,28
2025-06-05,US,Tablet web,740,0,0,73,45,27,9,5
2025-06-05,GB,Mobile web,4242,0,0,456,290,170,24,13
2025-06-05,GB,Desktop web,1337,0,0,147,93,64,9,5
2025-06-05,GB,Tablet web,178,0,0,18,14,8,5,3
2025-06-05,DE,Mobile web,4255,0,0,490,318,214,29,18
2025-06-05,DE,Desktop web,1537,0,0,180,114,75,11,6
2025-06-05,DE,Tablet web,145,0,0,15,8,9,2,1
2025-06-05,FR,Mobile web,4496,0,0,476,300,178,31,16
2025-06-05,FR,Desktop web,1588,0,0,168,99,71,10,6
2025-06-05,FR,Tablet web,211,0,0,22,13,6,2,1
2025-06-05,CA,Mobile web,2965,0,0,298,185,107,19,11
2025-06-05,CA,Desktop web,848,0,0,96,59,38,13,7
2025-06-05,CA,Tablet web,144,0,0,15,8,5,2,1
2025-06-05,AU,Mobile web,2094,0,0,209,133,82,17,10
2025-06-05,AU,Desktop web,551,0,0,65,38,24,10,6
2025-06-05,AU,Tablet web,83,0,0,8,2,5,0,0
2025-06-05,NL,Mobile web,1421,0,0,138,87,59,9,5
2025-06-05,NL,Desktop web,426,0,0,48,35,19,2,1
2025-06-05,NL,Tablet web,31,0,0,3,2,3,2,1
2025-06-05,CH,Mobile web,824,0,0,83,49,29,2,1
2025-06-05,CH,Desktop web,296,0,0,34,25,11,2,1
2025-06-05,CH,Tablet web,28,0,0,3,0,0,3,2
2025-06-05,SE,Mobile web,979,0,0,105,67,40,9,5
2025-06-05,SE,Desktop web,285,0,0,36,19,16,0,0
2025-06-05,SE,Tablet web,30,0,0,3,3,1,0,0
2025-06-05,ES,Mobile web,2792,0,0,253,152,93,10,6
2025-06-05,ES,Desktop web,742,0,0,77,48,30,5,3
2025-06-05,ES,Tablet web,135,0,0,14,11,3,2,1
2025-06-05,IT,Mobile web,2817,0,0,245,157,96,20,11
2025-06-05,IT,Desktop web,757,0,0,81,52,26,3,2
2025-06-05,IT,Tablet web,118,0,0,10,5,3,2,1
2025-06-05,PL,Mobile web,1710,0,0,152,101,51,10,6
2025-06-05,PL,Desktop web,562,0,0,58,34,20,5,3
2025-06-05,PL,Tablet web,80,0,0,8,5,2,0,0
2025-06-05,JP,Mobile web,1542,0,0,142,92,51,11,6
2025-06-05,JP,Desktop web,466,0,0,43,29,22,4,2
2025-06-05,JP,Tablet web,29,0,0,3,1,0,0,0
2025-06-05,BR,Mobile web,6364,0,0,466,306,163,9,5
2025-06-05,BR,Desktop web,2140,0,0,176,105,68,7,4
2025-06-05,BR,Tablet web,258,0,0,19,13,4,2,1
2025-06-05,MX,Mobile web,5798,0,0,404,269,147,11,7
2025-06-05,MX,Desktop web,1735,0,0,135,89,53,2,1
2025-06-05,MX,Tablet web,207,0,0,16,8,9,0,0
2025-06-05,IN,Mobile web,4611,0,0,333,212,138,4,2
2025-06-05,IN,Desktop web,1371,0,0,106,67,39,3,2
2025-06-05,IN,Tablet web,146,0,0,11,7,6,0,0
2025-06-05,ROW,Mobile web,17277,0,0,1278,845,487,29,17
2025-06-05,ROW,Desktop web,5093,0,0,429,286,162,26,13
2025-06-05,ROW,Tablet web,566,0,0,41,28,7,0,0
2025-06-06,US,Mobile web,28934,0,0,2500,1585,931,136,78
2025-06-06,US,Desktop web,7630,0,0,859,529,324,60,36
2025-06-06,US,Tablet web,827,0,0,87,57,41,9,5
2025-06-06,GB,Mobile web,5033,0,0,503,312,192,17,10
2025-06-06,GB,Desktop web,1602,0,0,183,117,73,18,11
2025-06-06,GB,Tablet web,218,0,0,21,12,7,0,0
2025-06-06,DE,Mobile web,5721,0,0,561,351,227,22,14
2025-06-06,DE,Desktop web,1461,0,0,180,116,60,17,11
2025-06-06,DE,Tablet web,254,0,0,27,10,9,3,2
2025-06-06,FR,Mobile web,5601,0,0,552,364,207,36,22
2025-06-06,FR,Desktop web,1649,0,0,189,120,74,5,3
2025-06-06,FR,Tablet web,221,0,0,22,14,10,2,1
2025-06-06,CA,Mobile web,3827,0,0,360,225,153,29,16
2025-06-06,CA,Desktop web,1123,0,0,121,79,35,14,8
2025-06-06,CA,Tablet web,87,0,0,9,7,5,0,0
2025-06-06,AU,Mobile web,2603,0,0,279,172,104,19,10
2025-06-06,AU,Desktop web,768,0,0,93,53,33,12,7
2025-06-06,AU,Tablet web,106,0,0,11,8,5,0,0
2025-06-06,NL,Mobile web,1959,0,0,192,110,70,9,5
2025-06-06,NL,Desktop web,345,0,0,47,33,19,5,3
2025-06-06,NL,Tablet web,95,0,0,9,7,4,2,1
2025-06-06,CH,Mobile web,1102,0,0,103,68,42,0,0
2025-06-06,CH,Desktop web,371,0,0,44,34,17,0,0
2025-06-06,CH,Tablet web,21,0,0,2,1,0,0,0
2025-06-06,SE,Mobile web,811,0,0,84,59,27,11,6
2025-06-06,SE,Desktop web,308,0,0,35,18,15,2,1
2025-06-06,SE,Tablet web,96,0,0,10,5,6,0,0
2025-06-06,ES,Mobile web,3880,0,0,336,210,128,10,6
2025-06-06,ES,Desktop web,850,0,0,92,51,29,3,2
2025-06-06,ES,Tablet web,95,0,0,10,8,4,2,1
2025-06-06,IT,Mobile web,3552,0,0,304,197,118,21,12
2025-06-06,IT,Desktop web,921,0,0,94,55,33,6,4
2025-06-06,IT,Tablet web,156,0,0,15,11,5,0,0
2025-06-06,PL,Mobile web,2299,0,0,199,132,83,7,4
2025-06-06,PL,Desktop web,564,0,0,63,42,26,6,4
2025-06-06,PL,Tablet web,114,0,0,10,7,6,0,0
2025-06-06,JP,Mobile web,1804,0,0,158,102,58,5,3
2025-06-06,JP,Desktop web,466,0,0,48,34,10,3,2
2025-06-06,JP,Tablet web,74,0,0,7,5,2,0,0
2025-06-06,BR,Mobile web,8414,0,0,594,374,244,14,9
2025-06-06,BR,Desktop web,2520,0,0,194,121,87,2,1
2025-06-06,BR,Tablet web,238,0,0,19,17,10,0,0
2025-06-06,MX,Mobile web,6681,0,0,479,305,188,11,6
2025-06-06,MX,Desktop web,1994,0,0,159,102,58,5,3
2025-06-06,MX,Tablet web,411,0,0,30,20,17,0,0
2025-06-06,IN,Mobile web,5588,0,0,391,242,151,5,3
2025-06-06,IN,Desktop web,1388,0,0,103,70,35,3,2
2025-06-06,IN,Tablet web,136,0,0,9,6,4,0,0
2025-06-06,ROW,Mobile web,23394,0,0,1536,1020,592,42,25
2025-06-06,ROW,Desktop web,5713,0,0,457,298,171,14,8
2025-06-06,ROW,Tablet web,715,0,0,56,31,23,0,0
2025-06-07,US,Mobile web,25587,0,0,2488,1558,967,154,89
2025-06-07,US,Desktop web,6384,0,0,806,503,286,69,41
2025-06-07,US,Tablet web,875,0,0,91,59,28,10,6
2025-06-07,GB,Mobile web,5809,0,0,536,347,193,34,20
2025-06-07,GB,Desktop web,1471,0,0,167,97,68,18,10
2025-06-07,GB,Tablet web,189,0,0,19,13,6,2,1
2025-06-07,DE,Mobile web,4790,0,0,541,347,229,25,15
2025-06-07,DE,Desktop web,1738,0,0,197,127,73,19,10
2025-06-07,DE,Tablet web,126,0,0,14,7,5,0,0
2025-06-07,FR,Mobile web,5266,0,0,552,360,206,37,19
2025-06-07,FR,Desktop web,1626,0,0,185,116,71,15,9
2025-06-07,FR,Tablet web,192,0,0,21,15,10,0,0
2025-06-07,CA,Mobile web,3568,0,0,335,225,119,13,7
2025-06-07,CA,Desktop web,1033,0,0,120,84,38,10,6
2025-06-07,CA,Tablet web,103,0,0,11,4,5,0,0
2025-06-07,AU,Mobile web,2440,0,0,255,153,101,18,10
2025-06-07,AU,Desktop web,766,0,0,86,51,39,15,8
2025-06-07,AU,Tablet web,40,0,0,4,2,1,0,0
2025-06-07,NL,Mobile web,1739,0,0,174,112,73,9,5
2025-06-07,NL,Desktop web,560,0,0,66,46,26,5,3
2025-06-07,NL,Tablet web,84,0,0,9,6,4,0,0
2025-06-07,CH,Mobile web,1121,0,0,111,66,41,7,4
2025-06-07,CH,Desktop web,226,0,0,26,18,9,2,1
2025-06-07,CH,Tablet web,36,0,0,4,3,1,2,1
2025-06-07,SE,Mobile web,1016,0,0,104,74,48,9,5
2025-06-07,SE,Desktop web,310,0,0,37,27,10,0,0
2025-06-07,SE,Tablet web,39,0,0,4,3,3,2,1
2025-06-07,ES,Mobile web,3158,0,0,272,175,99,12,7
2025-06-07,ES,Desktop web,1037,0,0,98,66,40,2,1
2025-06-07,ES,Tablet web,70,0,0,7,4,2,3,2
2025-06-07,IT,Mobile web,3103,0,0,282,191,106,8,5
2025-06-07,IT,Desktop web,787,0,0,84,57,33,10,6
2025-06-07,IT,Tablet web,117,0,0,12,7,5,2,1
2025-06-07,PL,Mobile web,2359,0,0,213,133,77,5,3
2025-06-07,PL,Desktop web,689,0,0,72,51,23,3,2
2025-06-07,PL,Tablet web,77,0,0,8,5,2,0,0
2025-06-07,JP,Mobile web,2085,0,0,163,104,65,10,6
2025-06-07,JP,Desktop web,385,0,0,43,26,19,4,2
2025-06-07,JP,Tablet web,67,0,0,6,5,3,0,0
2025-06-07,BR,Mobile web,7929,0,0,562,359,204,16,9
2025-06-07,BR,Desktop web,2153,0,0,190,117,82,5,3
2025-06-07,BR,Tablet web,260,0,0,21,13,13,0,0
2025-06-07,MX,Mobile web,5582,0,0,438,269,163,16,9
2025-06-07,MX,Desktop web,1905,0,0,146,92,48,2,1
2025-06-07,MX,Tablet web,147,0,0,11,6,1,0,0
2025-06-07,IN,Mobile web,5105,0,0,383,227,150,9,5
2025-06-07,IN,Desktop web,1503,0,0,120,78,52,4,2
2025-06-07,IN,Tablet web,220,0,0,16,9,5,0,0
2025-06-07,ROW,Mobile web,21513,0,0,1470,952,556,22,13
2025-06-07,ROW,Desktop web,4567,0,0,426,267,164,18,11
2025-06-07,ROW,Tablet web,752,0,0,57,39,18,2,1
2025-06-08,US,Mobile web,26036,0,0,2654,1654,1027,154,88
2025-06-08,US,Desktop web,6709,0,0,827,559,327,77,43
2025-06-08,US,Tablet web,1061,0,0,107,71,40,5,3
2025-06-08,GB,Mobile web,5640,0,0,555,372,216,25,14
2025-06-08,GB,Desktop web,1779,0,0,203,129,69,10,6
2025-06-08,GB,Tablet web,199,0,0,20,14,5,2,1
2025-06-08,DE,Mobile web,5885,0,0,576,368,209,56,33
2025-06-08,DE,Desktop web,1562,0,0,183,106,65,12,7
2025-06-08,DE,Tablet web,173,0,0,17,10,3,0,0
2025-06-08,FR,Mobile web,5804,0,0,613,397,219,30,16
2025-06-08,FR,Desktop web,1705,0,0,179,113,70,8,5
2025-06-08,FR,Tablet web,196,0,0,20,12,4,2,1
2025-06-08,CA,Mobile web,3858,0,0,381,235,143,29,17
2025-06-08,CA,Desktop web,1068,0,0,117,79,46,9,5
2025-06-08,CA,Tablet web,74,0,0,8,5,7,0,0
2025-06-08,AU,Mobile web,3217,0,0,321,199,117,14,8
2025-06-08,AU,Desktop web,736,0,0,89,50,39,5,3
2025-06-08,AU,Tablet web,80,0,0,8,6,3,0,0
2025-06-08,NL,Mobile web,2131,0,0,209,122,71,5,3
2025-06-08,NL,Desktop web,616,0,0,69,46,27,5,3
2025-06-08,NL,Tablet web,20,0,0,2,2,1,0,0
2025-06-08,CH,Mobile web,1030,0,0,104,67,33,7,4
2025-06-08,CH,Desktop web,314,0,0,35,25,15,2,1
2025-06-08,CH,Tablet web,39,0,0,4,4,2,0,0
2025-06-08,SE,Mobile web,1178,0,0,107,73,40,8,4
2025-06-08,SE,Desktop web,335,0,0,39,27,15,3,2
2025-06-08,SE,Tablet web,52,0,0,5,3,2,0,0
2025-06-08,ES,Mobile web,3446,0,0,296,181,119,14,8
2025-06-08,ES,Desktop web,860,0,0,95,59,35,4,2
2025-06-08,ES,Tablet web,184,0,0,17,10,5,4,2
2025-06-08,IT,Mobile web,3460,0,0,296,185,116,9,6
2025-06-08,IT,Desktop web,1089,0,0,102,70,32,7,4
2025-06-08,IT,Tablet web,110,0,0,10,7,4,0,0
2025-06-08,PL,Mobile web,2433,0,0,217,133,77,14,7
2025-06-08,PL,Desktop web,689,0,0,63,38,21,0,0
2025-06-08,PL,Tablet web,152,0,0,14,10,4,0,0
2025-06-08,JP,Mobile web,1898,0,0,181,126,82,7,4
2025-06-08,JP,Desktop web,643,0,0,66,42,18,5,3
2025-06-08,JP,Tablet web,52,0,0,5,5,0,0,0
2025-06-08,BR,Mobile web,8243,0,0,613,394,217,21,12
2025-06-08,BR,Desktop web,3091,0,0,217,128,68,5,3
2025-06-08,BR,Tablet web,228,0,0,18,10,5,0,0
2025-06-08,MX,Mobile web,6710,0,0,478,300,173,9,5
2025-06-08,MX,Desktop web,1860,0,0,145,95,59,2,1
2025-06-08,MX,Tablet web,252,0,0,18,14,8,0,0
2025-06-08,IN,Mobile web,6059,0,0,381,236,152,13,8
2025-06-08,IN,Desktop web,1267,0,0,109,67,40,5,3
2025-06-08,IN,Tablet web,155,0,0,12,8,3,0,0
2025-06-08,ROW,Mobile web,21131,0,0,1556,994,586,53,28
2025-06-08,ROW,Desktop web,5666,0,0,471,298,190,19,11
2025-06-08,ROW,Tablet web,669,0,0,51,31,19,2,1
2025-06-09,US,Mobile web,20126,0,0,2121,1347,781,155,94
2025-06-09,US,Desktop web,5491,0,0,632,385,261,46,28
2025-06-09,US,Tablet web,709,0,0,66,44,22,3,2
2025-06-09,GB,Mobile web,4550,0,0,450,290,169,27,15
2025-06-09,GB,Desktop web,1237,0,0,150,88,48,6,4
2025-06-09,GB,Tablet web,115,0,0,13,9,2,0,0
2025-06-09,DE,Mobile web,5485,0,0,521,337,211,31,19
2025-06-09,DE,Desktop web,1459,0,0,178,113,63,14,8
2025-06-09,DE,Tablet web,158,0,0,17,10,6,2,1
2025-06-09,FR,Mobile web,5379,0,0,527,322,190,23,13
2025-06-09,FR,Desktop web,1363,0,0,154,105,73,9,5
2025-06-09,FR,Tablet web,119,0,0,12,5,5,0,0
2025-06-09,CA,Mobile web,3308,0,0,310,189,115,26,14
2025-06-09,CA,Desktop web,978,0,0,97,66,43,9,5
2025-06-09,CA,Tablet web,102,0,0,11,10,0,0,0
2025-06-09,AU,Mobile web,2849,0,0,251,139,94,16,9
2025-06-09,AU,Desktop web,689,0,0,81,57,32,7,4
2025-06-09,AU,Tablet web,59,0,0,7,4,2,2,1
2025-06-09,NL,Mobile web,1629,0,0,169,99,67,12,7
2025-06-09,NL,Desktop web,453,0,0,48,28,17,5,3
2025-06-09,NL,Tablet web,49,0,0,5,3,1,0,0
2025-06-09,CH,Mobile web,1029,0,0,104,63,43,10,6
2025-06-09,CH,Desktop web,324,0,0,40,29,13,2,1
2025-06-09,CH,Tablet web,19,0,0,2,2,1,0,0
2025-06-09,SE,Mobile web,1135,0,0,108,63,41,6,4
2025-06-09,SE,Desktop web,234,0,0,28,18,12,2,1
2025-06-09,SE,Tablet web,60,0,0,6,3,5,0,0
2025-06-09,ES,Mobile web,2787,0,0,240,171,96,2,1
2025-06-09,ES,Desktop web,795,0,0,84,56,47,10,6
2025-06-09,ES,Tablet web,45,0,0,4,3,2,2,1
2025-06-09,IT,Mobile web,3105,0,0,260,165,105,21,12
2025-06-09,IT,Desktop web,953,0,0,86,59,34,7,4
2025-06-09,IT,Tablet web,101,0,0,10,6,4,0,0
2025-06-09,PL,Mobile web,1941,0,0,178,118,58,9,5
2025-06-09,PL,Desktop web,506,0,0,54,30,15,2,1
2025-06-09,PL,Tablet web,41,0,0,4,2,2,2,1
2025-06-09,JP,Mobile web,1504,0,0,126,87,42,5,3
2025-06-09,JP,Desktop web,464,0,0,50,37,22,3,2
2025-06-09,JP,Tablet web,39,0,0,4,2,1,2,1
2025-06-09,BR,Mobile web,7547,0,0,533,336,186,9,6
2025-06-09,BR,Desktop web,1945,0,0,157,101,73,2,1
2025-06-09,BR,Tablet web,247,0,0,18,11,10,0,0
2025-06-09,MX,Mobile web,6021,0,0,404,266,148,10,6
2025-06-09,MX,Desktop web,1490,0,0,120,72,45,8,5
2025-06-09,MX,Tablet web,127,0,0,10,8,7,0,0
2025-06-09,IN,Mobile web,4281,0,0,320,187,101,6,3
2025-06-09,IN,Desktop web,1616,0,0,127,82,40,2,1
2025-06-09,IN,Tablet web,147,0,0,12,8,1,0,0
2025-06-09,ROW,Mobile web,17519,0,0,1285,836,495,20,12
2025-06-09,ROW,Desktop web,4547,0,0,417,266,167,28,15
2025-06-09,ROW,Tablet web,546,0,0,40,28,12,2,1
2025-06-10,US,Mobile web,24837,0,0,2298,1428,851,139,82
2025-06-10,US,Desktop web,7276,0,0,834,524,322,71,43
2025-06-10,US,Tablet web,634,0,0,73,53,26,3,2
2025-06-10,GB,Mobile web,4792,0,0,539,352,218,30,17
2025-06-10,GB,Desktop web,1492,0,0,169,105,64,15,9
2025-06-10,GB,Tablet web,168,0,0,20,11,11,0,0
2025-06-10,DE,Mobile web,5494,0,0,528,320,217,37,20
2025-06-10,DE,Desktop web,1558,0,0,159,100,63,4,2
2025-06-10,DE,Tablet web,252,0,0,25,20,11,2,1
2025-06-10,FR,Mobile web,5259,0,0,535,355,202,34,18
2025-06-10,FR,Desktop web,1419,0,0,181,120,66,18,11
2025-06-10,FR,Tablet web,224,0,0,20,12,11,3,2
2025-06-10,CA,Mobile web,3183,0,0,339,224,132,20,11
2025-06-10,CA,Desktop web,918,0,0,114,77,48,5,3
2025-06-10,CA,Tablet web,109,0,0,11,6,5,0,0
2025-06-10,AU,Mobile web,2560,0,0,270,170,110,9,5
2025-06-10,AU,Desktop web,922,0,0,100,64,36,10,6
2025-06-10,AU,Tablet web,43,0,0,5,3,1,0,0
2025-06-10,NL,Mobile web,1821,0,0,191,128,73,11,6
