cohort_month,months_since_first_payment,calendar_month,channel_id,first_plan_id,market_tier,cohort_size,active_subscribers,mrr_usd,net_revenue_usd,cum_net_revenue_usd,retention_rate,cum_net_revenue_per_sub_usd
2024-11,0,2024-11,CH07,P3M,Tier 1,69,66,620.79,2328.85,2328.85,0.9565,33.75
2024-11,1,2024-12,CH07,P3M,Tier 1,69,65,608.94,600.55,2929.4,0.942,42.46
2024-11,2,2025-01,CH07,P3M,Tier 1,69,65,605.03,81.34,3010.74,0.942,43.63
2024-11,3,2025-02,CH07,P3M,Tier 1,69,37,343.22,1103.96,4114.7,0.5362,59.63
2024-11,4,2025-03,CH07,P3M,Tier 1,69,38,347.79,397.11,4511.81,0.5507,65.39
2024-11,5,2025-04,CH07,P3M,Tier 1,69,38,350.63,243.07,4754.87,0.5507,68.91
2024-11,6,2025-05,CH07,P3M,Tier 1,69,29,274.03,809.68,5564.55,0.4203,80.65
2024-11,7,2025-06,CH07,P3M,Tier 1,69,29,257.47,266.03,5830.58,0.4203,84.5
2024-11,8,2025-07,CH07,P3M,Tier 1,69,30,261.67,175.83,6006.41,0.4348,87.05
2024-11,9,2025-08,CH07,P3M,Tier 1,69,28,233.27,664.29,6670.7,0.4058,96.68
2024-11,10,2025-09,CH07,P3M,Tier 1,69,29,247.07,114.22,6784.92,0.4203,98.33
2024-11,11,2025-10,CH07,P3M,Tier 1,69,28,228.13,154.03,6938.96,0.4058,100.56
2024-11,12,2025-11,CH07,P3M,Tier 1,69,28,221.63,574.06,7513.02,0.4058,108.88
2024-11,13,2025-12,CH07,P3M,Tier 1,69,27,204.54,590.05,8103.06,0.3913,117.44
2024-11,14,2026-01,CH07,P3M,Tier 1,69,27,192.87,416.77,8519.83,0.3913,123.48
2024-11,15,2026-02,CH07,P3M,Tier 1,69,24,173.18,354.38,8874.21,0.3478,128.61
2024-11,16,2026-03,CH07,P3M,Tier 1,69,24,172.48,234.48,9108.7,0.3478,132.01
2024-11,17,2026-04,CH07,P3M,Tier 1,69,23,163.3,90.31,9199.01,0.3333,133.32
2024-11,18,2026-05,CH07,P3M,Tier 1,69,22,154.61,259.92,9458.93,0.3188,137.09
2024-11,19,2026-06,CH07,P3M,Tier 1,69,20,140.93,276.13,9735.06,0.2899,141.09
2024-11,20,2026-07,CH07,P3M,Tier 1,69,21,144.98,394.04,10129.1,0.3043,146.8
2024-11,21,2026-08,CH07,P3M,Tier 1,69,21,145.52,393.06,10522.16,0.3043,152.5
2024-11,0,2024-11,CH07,P3M,Tier 2,9,8,70.3,210.9,210.9,0.8889,23.43
2024-11,1,2024-12,CH07,P3M,Tier 2,9,8,69.44,0.0,210.9,0.8889,23.43
2024-11,2,2025-01,CH07,P3M,Tier 2,9,8,68.69,8.55,219.45,0.8889,24.38
2024-11,3,2025-02,CH07,P3M,Tier 2,9,5,43.32,151.46,370.91,0.5556,41.21
2024-11,4,2025-03,CH07,P3M,Tier 2,9,5,44.64,0.0,370.91,0.5556,41.21
2024-11,5,2025-04,CH07,P3M,Tier 2,9,5,46.02,0.0,370.91,0.5556,41.21
2024-11,6,2025-05,CH07,P3M,Tier 2,9,4,36.94,110.83,481.74,0.4444,53.53
2024-11,7,2025-06,CH07,P3M,Tier 2,9,4,37.56,0.0,481.74,0.4444,53.53
2024-11,8,2025-07,CH07,P3M,Tier 2,9,4,37.93,0.0,481.74,0.4444,53.53
2024-11,9,2025-08,CH07,P3M,Tier 2,9,2,18.62,55.86,537.6,0.2222,59.73
2024-11,10,2025-09,CH07,P3M,Tier 2,9,2,18.69,0.0,537.6,0.2222,59.73
2024-11,11,2025-10,CH07,P3M,Tier 2,9,2,18.61,0.0,537.6,0.2222,59.73
2024-11,12,2025-11,CH07,P3M,Tier 2,9,1,9.47,52.08,589.68,0.1111,65.52
2024-11,13,2025-12,CH07,P3M,Tier 2,9,1,9.59,0.0,589.68,0.1111,65.52
2024-11,14,2026-01,CH07,P3M,Tier 2,9,1,9.6,0.0,589.68,0.1111,65.52
2024-11,15,2026-02,CH07,P3M,Tier 2,9,1,9.66,28.99,618.67,0.1111,68.74
2024-11,16,2026-03,CH07,P3M,Tier 2,9,1,9.52,0.0,618.67,0.1111,68.74
2024-11,17,2026-04,CH07,P3M,Tier 2,9,1,9.42,0.0,618.67,0.1111,68.74
2024-11,18,2026-05,CH07,P3M,Tier 2,9,1,9.48,28.45,647.11,0.1111,71.9
2024-11,19,2026-06,CH07,P3M,Tier 2,9,1,9.55,0.0,647.11,0.1111,71.9
2024-11,20,2026-07,CH07,P3M,Tier 2,9,1,9.61,0.0,647.11,0.1111,71.9
2024-11,21,2026-08,CH07,P3M,Tier 2,9,0,0.0,0.0,647.11,0.0,71.9
2024-11,0,2024-11,CH07,P3M,Tier 3,24,24,223.25,726.87,726.87,1.0,30.29
2024-11,1,2024-12,CH07,P3M,Tier 3,24,24,223.25,9.51,736.38,1.0,30.68
2024-11,2,2025-01,CH07,P3M,Tier 3,24,24,223.25,23.8,760.18,1.0,31.67
2024-11,3,2025-02,CH07,P3M,Tier 3,24,8,78.83,315.55,1075.73,0.3333,44.82
2024-11,4,2025-03,CH07,P3M,Tier 3,24,7,66.46,42.02,1117.74,0.2917,46.57
2024-11,5,2025-04,CH07,P3M,Tier 3,24,7,66.46,12.37,1130.12,0.2917,47.09
2024-11,6,2025-05,CH07,P3M,Tier 3,24,4,39.77,92.66,1222.78,0.1667,50.95
2024-11,7,2025-06,CH07,P3M,Tier 3,24,4,39.77,13.32,1236.1,0.1667,51.5
2024-11,8,2025-07,CH07,P3M,Tier 3,24,6,56.48,88.4,1324.5,0.25,55.19
2024-11,9,2025-08,CH07,P3M,Tier 3,24,6,56.48,105.99,1430.49,0.25,59.6
2024-11,10,2025-09,CH07,P3M,Tier 3,24,7,60.28,72.25,1502.74,0.2917,62.61
2024-11,11,2025-10,CH07,P3M,Tier 3,24,7,60.28,26.65,1529.39,0.2917,63.72
2024-11,12,2025-11,CH07,P3M,Tier 3,24,4,28.97,208.21,1737.59,0.1667,72.4
2024-11,13,2025-12,CH07,P3M,Tier 3,24,3,15.65,0.0,1737.59,0.125,72.4
2024-11,14,2026-01,CH07,P3M,Tier 3,24,4,19.45,45.6,1783.19,0.1667,74.3
2024-11,15,2026-02,CH07,P3M,Tier 3,24,3,10.98,0.0,1783.19,0.125,74.3
2024-11,16,2026-03,CH07,P3M,Tier 3,24,4,14.36,239.7,2022.9,0.1667,84.29
2024-11,17,2026-04,CH07,P3M,Tier 3,24,5,27.69,119.24,2142.13,0.2083,89.26
2024-11,18,2026-05,CH07,P3M,Tier 3,24,4,14.36,0.0,2142.13,0.1667,89.26
2024-11,19,2026-06,CH07,P3M,Tier 3,24,5,27.69,13.32,2155.46,0.2083,89.81
2024-11,20,2026-07,CH07,P3M,Tier 3,24,4,24.31,13.32,2168.78,0.1667,90.37
2024-11,21,2026-08,CH07,P3M,Tier 3,24,5,28.11,58.92,2227.71,0.2083,92.82
2024-11,0,2024-11,CH07,P12M,Tier 1,112,108,609.31,8690.51,8690.51,0.9643,77.59
2024-11,1,2024-12,CH07,P12M,Tier 1,112,107,601.19,220.22,8910.72,0.9554,79.56
2024-11,2,2025-01,CH07,P12M,Tier 1,112,107,597.46,453.31,9364.03,0.9554,83.61
2024-11,3,2025-02,CH07,P12M,Tier 1,112,107,599.44,353.61,9717.64,0.9554,86.76
2024-11,4,2025-03,CH07,P12M,Tier 1,112,107,607.27,577.3,10294.94,0.9554,91.92
2024-11,5,2025-04,CH07,P12M,Tier 1,112,107,614.45,883.1,11178.04,0.9554,99.8
2024-11,6,2025-05,CH07,P12M,Tier 1,112,107,616.72,958.2,12136.24,0.9554,108.36
2024-11,7,2025-06,CH07,P12M,Tier 1,112,107,621.25,759.27,12895.51,0.9554,115.14
2024-11,8,2025-07,CH07,P12M,Tier 1,112,107,622.8,722.2,13617.71,0.9554,121.59
2024-11,9,2025-08,CH07,P12M,Tier 1,112,107,621.99,432.93,14050.64,0.9554,125.45
2024-11,10,2025-09,CH07,P12M,Tier 1,112,107,623.46,308.58,14359.22,0.9554,128.21
2024-11,11,2025-10,CH07,P12M,Tier 1,112,107,621.03,482.38,14841.6,0.9554,132.51
2024-11,12,2025-11,CH07,P12M,Tier 1,112,35,247.51,2379.25,17220.85,0.3125,153.76
2024-11,13,2025-12,CH07,P12M,Tier 1,112,40,279.6,537.81,17758.66,0.3571,158.56
2024-11,14,2026-01,CH07,P12M,Tier 1,112,42,287.24,324.2,18082.87,0.375,161.45
2024-11,15,2026-02,CH07,P12M,Tier 1,112,45,309.85,584.05,18666.92,0.4018,166.67
2024-11,16,2026-03,CH07,P12M,Tier 1,112,42,263.23,426.34,19093.26,0.375,170.48
2024-11,17,2026-04,CH07,P12M,Tier 1,112,42,262.22,962.38,20055.64,0.375,179.07
2024-11,18,2026-05,CH07,P12M,Tier 1,112,43,275.69,171.31,20226.95,0.3839,180.6
2024-11,19,2026-06,CH07,P12M,Tier 1,112,40,240.86,81.43,20308.37,0.3571,181.32
2024-11,20,2026-07,CH07,P12M,Tier 1,112,40,236.98,604.45,20912.82,0.3571,186.72
2024-11,21,2026-08,CH07,P12M,Tier 1,112,42,253.87,262.5,21175.32,0.375,189.07
2024-11,0,2024-11,CH07,P12M,Tier 2,10,10,52.24,626.83,626.83,1.0,62.68
2024-11,1,2024-12,CH07,P12M,Tier 2,10,10,51.5,0.0,626.83,1.0,62.68
2024-11,2,2025-01,CH07,P12M,Tier 2,10,10,50.86,42.4,669.23,1.0,66.92
2024-11,3,2025-02,CH07,P12M,Tier 2,10,10,51.16,17.12,686.35,1.0,68.64
2024-11,4,2025-03,CH07,P12M,Tier 2,10,10,53.12,0.0,686.35,1.0,68.64
2024-11,5,2025-04,CH07,P12M,Tier 2,10,10,55.18,0.0,686.35,1.0,68.64
2024-11,6,2025-05,CH07,P12M,Tier 2,10,10,55.43,32.61,718.96,1.0,71.9
2024-11,7,2025-06,CH07,P12M,Tier 2,10,10,56.66,23.62,742.58,1.0,74.26
2024-11,8,2025-07,CH07,P12M,Tier 2,10,10,57.4,0.0,742.58,1.0,74.26
2024-11,9,2025-08,CH07,P12M,Tier 2,10,10,57.25,0.0,742.58,1.0,74.26
2024-11,10,2025-09,CH07,P12M,Tier 2,10,10,57.64,0.0,742.58,1.0,74.26
2024-11,11,2025-10,CH07,P12M,Tier 2,10,10,57.15,0.0,742.58,1.0,74.26
2024-11,12,2025-11,CH07,P12M,Tier 2,10,3,17.03,204.34,946.92,0.3,94.69
2024-11,13,2025-12,CH07,P12M,Tier 2,10,4,21.08,45.96,992.87,0.4,99.29
2024-11,14,2026-01,CH07,P12M,Tier 2,10,4,21.1,104.78,1097.66,0.4,109.77
2024-11,15,2026-02,CH07,P12M,Tier 2,10,4,21.24,0.0,1097.66,0.4,109.77
2024-11,16,2026-03,CH07,P12M,Tier 2,10,4,20.92,0.0,1097.66,0.4,109.77
2024-11,17,2026-04,CH07,P12M,Tier 2,10,4,20.72,0.0,1097.66,0.4,109.77
2024-11,18,2026-05,CH07,P12M,Tier 2,10,4,20.84,0.0,1097.66,0.4,109.77
2024-11,19,2026-06,CH07,P12M,Tier 2,10,4,20.99,9.55,1107.21,0.4,110.72
2024-11,20,2026-07,CH07,P12M,Tier 2,10,4,21.13,0.0,1107.21,0.4,110.72
2024-11,21,2026-08,CH07,P12M,Tier 2,10,4,21.04,0.0,1107.21,0.4,110.72
2024-11,0,2024-11,CH07,P12M,Tier 3,21,21,114.04,1368.48,1368.48,1.0,65.17
2024-11,1,2024-12,CH07,P12M,Tier 3,21,21,114.04,18.13,1386.61,1.0,66.03
2024-11,2,2025-01,CH07,P12M,Tier 3,21,21,114.04,71.41,1458.02,1.0,69.43
2024-11,3,2025-02,CH07,P12M,Tier 3,21,21,114.04,0.0,1458.02,1.0,69.43
2024-11,4,2025-03,CH07,P12M,Tier 3,21,21,114.04,0.0,1458.02,1.0,69.43
2024-11,5,2025-04,CH07,P12M,Tier 3,21,21,114.04,167.91,1625.93,1.0,77.43
2024-11,6,2025-05,CH07,P12M,Tier 3,21,21,114.04,0.0,1625.93,1.0,77.43
2024-11,7,2025-06,CH07,P12M,Tier 3,21,21,114.04,202.56,1828.49,1.0,87.07
2024-11,8,2025-07,CH07,P12M,Tier 3,21,21,114.04,21.54,1850.04,1.0,88.1
2024-11,9,2025-08,CH07,P12M,Tier 3,21,21,114.04,23.8,1873.84,1.0,89.23
2024-11,10,2025-09,CH07,P12M,Tier 3,21,21,114.04,0.0,1873.84,1.0,89.23
2024-11,11,2025-10,CH07,P12M,Tier 3,21,21,114.04,21.54,1895.38,1.0,90.26
2024-11,12,2025-11,CH07,P12M,Tier 3,21,8,52.0,477.44,2372.82,0.381,112.99
2024-11,13,2025-12,CH07,P12M,Tier 3,21,8,50.74,12.06,2384.88,0.381,113.57
2024-11,14,2026-01,CH07,P12M,Tier 3,21,7,38.68,0.0,2384.88,0.3333,113.57
2024-11,15,2026-02,CH07,P12M,Tier 3,21,7,38.68,9.51,2394.39,0.3333,114.02
2024-11,16,2026-03,CH07,P12M,Tier 3,21,8,50.74,96.8,2491.19,0.381,118.63
2024-11,17,2026-04,CH07,P12M,Tier 3,21,8,50.74,33.24,2524.43,0.381,120.21
2024-11,18,2026-05,CH07,P12M,Tier 3,21,8,50.74,12.06,2536.49,0.381,120.79
2024-11,19,2026-06,CH07,P12M,Tier 3,21,9,54.54,57.66,2594.15,0.4286,123.53
2024-11,20,2026-07,CH07,P12M,Tier 3,21,9,54.54,12.06,2606.21,0.4286,124.11
2024-11,21,2026-08,CH07,P12M,Tier 3,21,9,54.54,12.06,2618.27,0.4286,124.68
2024-11,0,2024-11,CH08,P1M,Tier 1,278,272,3322.47,4227.39,4227.39,0.9784,15.21
2024-11,1,2024-12,CH08,P1M,Tier 1,278,115,1401.34,1404.7,5632.09,0.4137,20.26
2024-11,2,2025-01,CH08,P1M,Tier 1,278,71,822.1,1195.91,6828.0,0.2554,24.56
2024-11,3,2025-02,CH08,P1M,Tier 1,278,52,575.67,674.45,7502.45,0.1871,26.99
2024-11,4,2025-03,CH08,P1M,Tier 1,278,44,491.98,761.6,8264.05,0.1583,29.73
2024-11,5,2025-04,CH08,P1M,Tier 1,278,33,360.59,386.49,8650.54,0.1187,31.12
2024-11,6,2025-05,CH08,P1M,Tier 1,278,29,317.5,406.45,9056.99,0.1043,32.58
2024-11,7,2025-06,CH08,P1M,Tier 1,278,32,317.35,425.12,9482.11,0.1151,34.11
2024-11,8,2025-07,CH08,P1M,Tier 1,278,27,210.92,645.09,10127.2,0.0971,36.43
2024-11,9,2025-08,CH08,P1M,Tier 1,278,28,222.54,196.38,10323.58,0.1007,37.14
2024-11,10,2025-09,CH08,P1M,Tier 1,278,30,216.43,411.96,10735.53,0.1079,38.62
2024-11,11,2025-10,CH08,P1M,Tier 1,278,35,258.37,513.4,11248.93,0.1259,40.46
2024-11,12,2025-11,CH08,P1M,Tier 1,278,31,182.34,408.13,11657.07,0.1115,41.93
2024-11,13,2025-12,CH08,P1M,Tier 1,278,32,197.07,479.9,12136.97,0.1151,43.66
2024-11,14,2026-01,CH08,P1M,Tier 1,278,34,228.81,469.98,12606.95,0.1223,45.35
2024-11,15,2026-02,CH08,P1M,Tier 1,278,33,205.68,238.06,12845.02,0.1187,46.21
2024-11,16,2026-03,CH08,P1M,Tier 1,278,33,204.74,267.85,13112.86,0.1187,47.17
2024-11,17,2026-04,CH08,P1M,Tier 1,278,31,173.36,218.77,13331.63,0.1115,47.96
2024-11,18,2026-05,CH08,P1M,Tier 1,278,31,173.45,140.74,13472.37,0.1115,48.46
2024-11,19,2026-06,CH08,P1M,Tier 1,278,30,180.73,199.81,13672.18,0.1079,49.18
2024-11,20,2026-07,CH08,P1M,Tier 1,278,30,189.44,254.15,13926.33,0.1079,50.09
2024-11,21,2026-08,CH08,P1M,Tier 1,278,34,225.9,329.37,14255.7,0.1223,51.28
2024-11,0,2024-11,CH08,P1M,Tier 2,52,52,593.15,786.56,786.56,1.0,15.13
2024-11,1,2024-12,CH08,P1M,Tier 2,52,22,241.66,330.01,1116.57,0.4231,21.47
2024-11,2,2025-01,CH08,P1M,Tier 2,52,18,192.64,213.15,1329.72,0.3462,25.57
2024-11,3,2025-02,CH08,P1M,Tier 2,52,13,132.3,167.34,1497.06,0.25,28.79
2024-11,4,2025-03,CH08,P1M,Tier 2,52,11,103.62,249.46,1746.52,0.2115,33.59
2024-11,5,2025-04,CH08,P1M,Tier 2,52,11,94.33,195.46,1941.98,0.2115,37.35
2024-11,6,2025-05,CH08,P1M,Tier 2,52,9,71.92,12.83,1954.81,0.1731,37.59
2024-11,7,2025-06,CH08,P1M,Tier 2,52,9,77.09,26.34,1981.14,0.1731,38.1
2024-11,8,2025-07,CH08,P1M,Tier 2,52,5,32.14,28.46,2009.6,0.0962,38.65
2024-11,9,2025-08,CH08,P1M,Tier 2,52,6,40.72,59.49,2069.09,0.1154,39.79
2024-11,10,2025-09,CH08,P1M,Tier 2,52,6,40.97,0.0,2069.09,0.1154,39.79
2024-11,11,2025-10,CH08,P1M,Tier 2,52,6,40.66,28.34,2097.43,0.1154,40.34
2024-11,12,2025-11,CH08,P1M,Tier 2,52,7,58.27,26.4,2123.83,0.1346,40.84
2024-11,13,2025-12,CH08,P1M,Tier 2,52,5,39.84,13.43,2137.26,0.0962,41.1
2024-11,14,2026-01,CH08,P1M,Tier 2,52,4,26.43,28.56,2165.82,0.0769,41.65
2024-11,15,2026-02,CH08,P1M,Tier 2,52,3,21.12,0.0,2165.82,0.0577,41.65
2024-11,16,2026-03,CH08,P1M,Tier 2,52,3,20.8,68.46,2234.28,0.0577,42.97
2024-11,17,2026-04,CH08,P1M,Tier 2,52,2,15.0,28.05,2262.33,0.0385,43.51
2024-11,18,2026-05,CH08,P1M,Tier 2,52,3,28.48,13.39,2275.72,0.0577,43.76
2024-11,19,2026-06,CH08,P1M,Tier 2,52,3,28.68,13.48,2289.2,0.0577,44.02
2024-11,20,2026-07,CH08,P1M,Tier 2,52,3,24.02,54.77,2343.97,0.0577,45.08
2024-11,21,2026-08,CH08,P1M,Tier 2,52,6,44.83,104.68,2448.65,0.1154,47.09
2024-11,0,2024-11,CH08,P1M,Tier 3,75,73,874.61,898.41,898.41,0.9733,11.98
2024-11,1,2024-12,CH08,P1M,Tier 3,75,33,395.77,372.2,1270.61,0.44,16.94
2024-11,2,2025-01,CH08,P1M,Tier 3,75,15,179.14,261.99,1532.6,0.2,20.43
2024-11,3,2025-02,CH08,P1M,Tier 3,75,13,154.07,202.75,1735.35,0.1733,23.14
2024-11,4,2025-03,CH08,P1M,Tier 3,75,8,93.58,84.06,1819.41,0.1067,24.26
2024-11,5,2025-04,CH08,P1M,Tier 3,75,8,90.68,98.39,1917.8,0.1067,25.57
2024-11,6,2025-05,CH08,P1M,Tier 3,75,6,70.16,80.57,1998.38,0.08,26.65
2024-11,7,2025-06,CH08,P1M,Tier 3,75,7,73.96,145.23,2143.61,0.0933,28.58
2024-11,8,2025-07,CH08,P1M,Tier 3,75,8,77.76,123.47,2267.08,0.1067,30.23
2024-11,9,2025-08,CH08,P1M,Tier 3,75,7,59.98,73.51,2340.59,0.0933,31.21
2024-11,10,2025-09,CH08,P1M,Tier 3,75,8,63.36,80.55,2421.14,0.1067,32.28
2024-11,11,2025-10,CH08,P1M,Tier 3,75,9,66.8,107.08,2528.22,0.12,33.71
2024-11,12,2025-11,CH08,P1M,Tier 3,75,10,65.84,97.93,2626.15,0.1333,35.02
2024-11,13,2025-12,CH08,P1M,Tier 3,75,11,69.64,72.25,2698.4,0.1467,35.98
2024-11,14,2026-01,CH08,P1M,Tier 3,75,10,61.03,26.65,2725.05,0.1333,36.33
2024-11,15,2026-02,CH08,P1M,Tier 3,75,9,42.94,58.92,2783.97,0.12,37.12
2024-11,16,2026-03,CH08,P1M,Tier 3,75,10,56.27,26.65,2810.62,0.1333,37.47
2024-11,17,2026-04,CH08,P1M,Tier 3,75,9,42.94,13.32,2823.94,0.12,37.65
2024-11,18,2026-05,CH08,P1M,Tier 3,75,9,42.94,13.32,2837.27,0.12,37.83
2024-11,19,2026-06,CH08,P1M,Tier 3,75,8,39.14,13.32,2850.59,0.1067,38.01
2024-11,20,2026-07,CH08,P1M,Tier 3,75,8,39.14,58.92,2909.52,0.1067,38.79
2024-11,21,2026-08,CH08,P1M,Tier 3,75,8,39.14,58.92,2968.44,0.1067,39.58
2024-11,0,2024-11,CH08,P3M,Tier 1,81,79,737.37,2541.46,2541.46,0.9753,31.38
2024-11,1,2024-12,CH08,P3M,Tier 1,81,76,706.43,56.91,2598.36,0.9383,32.08
2024-11,2,2025-01,CH08,P3M,Tier 1,81,76,702.44,90.83,2689.19,0.9383,33.2
2024-11,3,2025-02,CH08,P3M,Tier 1,81,19,174.47,546.14,3235.34,0.2346,39.94
2024-11,4,2025-03,CH08,P3M,Tier 1,81,22,196.84,205.45,3440.78,0.2716,42.48
2024-11,5,2025-04,CH08,P3M,Tier 1,81,23,207.51,27.25,3468.03,0.284,42.82
2024-11,6,2025-05,CH08,P3M,Tier 1,81,18,178.23,339.43,3807.45,0.2222,47.01
2024-11,7,2025-06,CH08,P3M,Tier 1,81,17,157.35,118.52,3925.97,0.2099,48.47
2024-11,8,2025-07,CH08,P3M,Tier 1,81,18,165.23,94.62,4020.59,0.2222,49.64
2024-11,9,2025-08,CH08,P3M,Tier 1,81,17,163.19,269.94,4290.53,0.2099,52.97
2024-11,10,2025-09,CH08,P3M,Tier 1,81,18,167.84,136.73,4427.26,0.2222,54.66
2024-11,11,2025-10,CH08,P3M,Tier 1,81,19,160.74,186.21,4613.47,0.2346,56.96
2024-11,12,2025-11,CH08,P3M,Tier 1,81,18,140.28,266.48,4879.95,0.2222,60.25
2024-11,13,2025-12,CH08,P3M,Tier 1,81,16,118.28,171.67,5051.62,0.1975,62.37
2024-11,14,2026-01,CH08,P3M,Tier 1,81,16,99.72,139.44,5191.06,0.1975,64.09
2024-11,15,2026-02,CH08,P3M,Tier 1,81,16,90.74,253.87,5444.93,0.1975,67.22
2024-11,16,2026-03,CH08,P3M,Tier 1,81,15,84.64,67.81,5512.75,0.1852,68.06
2024-11,17,2026-04,CH08,P3M,Tier 1,81,15,84.36,27.72,5540.46,0.1852,68.4
2024-11,18,2026-05,CH08,P3M,Tier 1,81,16,97.56,126.78,5667.24,0.1975,69.97
2024-11,19,2026-06,CH08,P3M,Tier 1,81,16,106.54,619.71,6286.96,0.1975,77.62
2024-11,20,2026-07,CH08,P3M,Tier 1,81,18,133.14,140.02,6426.97,0.2222,79.35
2024-11,21,2026-08,CH08,P3M,Tier 1,81,14,76.12,683.26,7110.23,0.1728,87.78
2024-11,0,2024-11,CH08,P3M,Tier 2,12,12,104.6,313.8,313.8,1.0,26.15
2024-11,1,2024-12,CH08,P3M,Tier 2,12,12,103.12,0.0,313.8,1.0,26.15
2024-11,2,2025-01,CH08,P3M,Tier 2,12,12,101.84,0.0,313.8,1.0,26.15
2024-11,3,2025-02,CH08,P3M,Tier 2,12,5,42.69,128.08,441.88,0.4167,36.82
2024-11,4,2025-03,CH08,P3M,Tier 2,12,5,44.33,0.0,441.88,0.4167,36.82
2024-11,5,2025-04,CH08,P3M,Tier 2,12,5,46.06,23.19,465.07,0.4167,38.76
2024-11,6,2025-05,CH08,P3M,Tier 2,12,4,44.45,81.4,546.47,0.3333,45.54
2024-11,7,2025-06,CH08,P3M,Tier 2,12,2,18.88,0.0,546.47,0.1667,45.54
2024-11,8,2025-07,CH08,P3M,Tier 2,12,2,19.13,0.0,546.47,0.1667,45.54
2024-11,9,2025-08,CH08,P3M,Tier 2,12,1,13.36,13.36,559.83,0.0833,46.65
2024-11,10,2025-09,CH08,P3M,Tier 2,12,1,13.45,13.45,573.28,0.0833,47.77
2024-11,11,2025-10,CH08,P3M,Tier 2,12,1,13.34,13.34,586.61,0.0833,48.88
2024-11,12,2025-11,CH08,P3M,Tier 2,12,2,17.01,58.26,644.87,0.1667,53.74
2024-11,13,2025-12,CH08,P3M,Tier 2,12,3,30.77,36.64,681.5,0.25,56.79
2024-11,14,2026-01,CH08,P3M,Tier 2,12,1,3.8,0.0,681.5,0.0833,56.79
2024-11,15,2026-02,CH08,P3M,Tier 2,12,2,7.72,46.69,728.2,0.1667,60.68
2024-11,16,2026-03,CH08,P3M,Tier 2,12,3,11.4,45.6,773.8,0.25,64.48
2024-11,17,2026-04,CH08,P3M,Tier 2,12,3,11.29,0.0,773.8,0.25,64.48
2024-11,18,2026-05,CH08,P3M,Tier 2,12,3,11.36,0.0,773.8,0.25,64.48
2024-11,19,2026-06,CH08,P3M,Tier 2,12,3,11.44,0.0,773.8,0.25,64.48
2024-11,20,2026-07,CH08,P3M,Tier 2,12,3,11.52,0.0,773.8,0.25,64.48
2024-11,21,2026-08,CH08,P3M,Tier 2,12,3,11.47,0.0,773.8,0.25,64.48
2024-11,0,2024-11,CH08,P3M,Tier 3,24,24,223.69,751.97,751.97,1.0,31.33
2024-11,1,2024-12,CH08,P3M,Tier 3,24,24,223.69,0.0,751.97,1.0,31.33
2024-11,2,2025-01,CH08,P3M,Tier 3,24,24,223.69,0.0,751.97,1.0,31.33
2024-11,3,2025-02,CH08,P3M,Tier 3,24,3,24.73,125.54,877.51,0.125,36.56
2024-11,4,2025-03,CH08,P3M,Tier 3,24,3,24.73,0.0,877.51,0.125,36.56
2024-11,5,2025-04,CH08,P3M,Tier 3,24,4,38.06,13.32,890.84,0.1667,37.12
2024-11,6,2025-05,CH08,P3M,Tier 3,24,3,28.54,65.67,956.51,0.125,39.85
2024-11,7,2025-06,CH08,P3M,Tier 3,24,2,15.22,0.0,956.51,0.0833,39.85
2024-11,8,2025-07,CH08,P3M,Tier 3,24,2,15.22,0.0,956.51,0.0833,39.85
2024-11,9,2025-08,CH08,P3M,Tier 3,24,2,15.22,28.54,985.05,0.0833,41.04
2024-11,10,2025-09,CH08,P3M,Tier 3,24,2,15.22,0.0,985.05,0.0833,41.04
2024-11,11,2025-10,CH08,P3M,Tier 3,24,5,36.14,104.52,1089.57,0.2083,45.4
2024-11,12,2025-11,CH08,P3M,Tier 3,24,5,36.14,41.87,1131.44,0.2083,47.14
2024-11,13,2025-12,CH08,P3M,Tier 3,24,5,36.14,13.32,1144.76,0.2083,47.7
2024-11,14,2026-01,CH08,P3M,Tier 3,24,6,44.7,39.01,1183.77,0.25,49.32
2024-11,15,2026-02,CH08,P3M,Tier 3,24,4,29.49,108.55,1292.32,0.1667,53.85
2024-11,16,2026-03,CH08,P3M,Tier 3,24,4,29.49,13.32,1305.65,0.1667,54.4
2024-11,17,2026-04,CH08,P3M,Tier 3,24,3,20.92,13.32,1318.97,0.125,54.96
2024-11,18,2026-05,CH08,P3M,Tier 3,24,3,20.92,13.32,1332.3,0.125,55.51
2024-11,19,2026-06,CH08,P3M,Tier 3,24,3,20.92,13.32,1345.62,0.125,56.07
2024-11,20,2026-07,CH08,P3M,Tier 3,24,3,20.92,13.32,1358.94,0.125,56.62
2024-11,21,2026-08,CH08,P3M,Tier 3,24,3,20.92,13.32,1372.27,0.125,57.18
2024-11,0,2024-11,CH08,P12M,Tier 1,125,122,690.54,8560.06,8560.06,0.976,68.48
2024-11,1,2024-12,CH08,P12M,Tier 1,125,119,669.84,530.77,9090.83,0.952,72.73
2024-11,2,2025-01,CH08,P12M,Tier 1,125,119,664.64,266.39,9357.22,0.952,74.86
2024-11,3,2025-02,CH08,P12M,Tier 1,125,119,667.42,85.2,9442.41,0.952,75.54
2024-11,4,2025-03,CH08,P12M,Tier 1,125,119,677.94,262.64,9705.05,0.952,77.64
2024-11,5,2025-04,CH08,P12M,Tier 1,125,119,687.44,242.89,9947.94,0.952,79.58
