date,cluster_id,workload,cost_usd,units_served,gpu_hours,avg_utilization
2025-07-30,GC1,LLM chat,1839.76,1992219,574.9,0.888
2025-07-30,GC1,Speech,55.56,15372,17.4,0.873
2025-07-30,GC1,Video,346.7,2167,108.3,0.831
2025-07-30,GC2,LLM chat,1839.76,1992219,1362.8,0.645
2025-07-30,GC3,Image,226.74,40934,302.3,0.847
2025-07-30,GC3,Speech,222.24,61487,296.3,0.84
2025-07-30,GC4,Video,808.96,5056,212.9,0.877
2025-07-31,GC1,Image,98.18,17724,30.7,0.899
2025-07-31,GC1,LLM chat,1773.47,1920077,554.2,0.854
2025-07-31,GC1,Speech,56.13,15530,17.5,0.835
2025-07-31,GC1,Video,350.27,2189,109.5,0.897
2025-07-31,GC2,LLM chat,1773.47,1920077,1313.7,0.701
2025-07-31,GC3,Image,229.08,41356,305.4,0.819
2025-07-31,GC3,Speech,224.54,62121,299.4,0.798
2025-07-31,GC4,Video,817.3,5108,215.1,0.888
2025-08-01,GC1,Image,110.09,19874,34.4,0.919
2025-08-01,GC1,LLM chat,1914.53,2072478,598.3,0.89
2025-08-01,GC1,Speech,62.94,17414,19.7,0.881
2025-08-01,GC1,Video,392.75,2455,122.7,0.907
2025-08-01,GC2,LLM chat,1914.53,2072478,1418.2,0.633
2025-08-01,GC3,Image,256.87,46373,342.5,0.842
2025-08-01,GC3,Speech,251.76,69655,335.7,0.845
2025-08-01,GC4,Video,916.43,5727,241.2,0.86
2025-08-02,GC1,Image,114.4,20653,35.8,0.905
2025-08-02,GC1,LLM chat,2093.78,2266984,654.3,0.87
2025-08-02,GC1,Speech,65.41,18097,20.4,0.866
2025-08-02,GC1,Video,408.16,2551,127.5,0.855
2025-08-02,GC2,LLM chat,2093.78,2266984,1550.9,0.615
2025-08-02,GC3,Image,266.94,48191,355.9,0.816
2025-08-02,GC3,Speech,261.64,72386,348.9,0.809
2025-08-02,GC4,Video,952.36,5952,250.6,0.883
2025-08-03,GC1,Image,113.32,20458,35.4,0.905
2025-08-03,GC1,LLM chat,1995.88,2160661,623.7,0.805
2025-08-03,GC1,Speech,64.79,17926,20.2,0.95
2025-08-03,GC1,Video,404.31,2527,126.3,0.877
2025-08-03,GC2,LLM chat,1995.88,2160661,1478.4,0.687
2025-08-03,GC3,Image,264.42,47736,352.6,0.803
2025-08-03,GC3,Speech,259.18,71704,345.6,0.834
2025-08-03,GC4,Video,943.38,5896,248.3,0.829
2025-08-04,GC1,Image,104.69,18899,32.7,0.829
2025-08-04,GC1,LLM chat,1877.02,2032122,586.6,0.822
2025-08-04,GC1,Speech,59.86,16560,18.7,0.867
2025-08-04,GC1,Video,373.5,2334,116.7,0.824
2025-08-04,GC2,LLM chat,1877.02,2032122,1390.4,0.649
2025-08-04,GC3,Image,244.27,44099,325.7,0.863
2025-08-04,GC3,Speech,239.42,66241,319.2,0.841
2025-08-04,GC4,Video,871.51,5447,229.3,0.913
2025-08-05,GC1,Image,103.61,18705,32.4,0.884
2025-08-05,GC1,LLM chat,1832.65,1983987,572.7,0.867
2025-08-05,GC1,Speech,59.24,16390,18.5,0.884
2025-08-05,GC1,Video,369.65,2310,115.5,0.878
2025-08-05,GC2,LLM chat,1832.65,1983987,1357.5,0.662
2025-08-05,GC3,Image,241.75,43644,322.3,0.784
2025-08-05,GC3,Speech,236.96,65558,315.9,0.838
2025-08-05,GC4,Video,862.52,5391,227.0,0.873
2025-08-06,GC1,Image,104.69,18899,32.7,0.858
2025-08-06,GC1,LLM chat,1866.03,2020177,583.1,0.871
2025-08-06,GC1,Speech,59.86,16560,18.7,0.88
2025-08-06,GC1,Video,373.5,2334,116.7,0.884
2025-08-06,GC2,LLM chat,1866.03,2020177,1382.2,0.709
2025-08-06,GC3,Image,244.27,44099,325.7,0.844
2025-08-06,GC3,Speech,239.42,66241,319.2,0.794
2025-08-06,GC4,Video,871.51,5447,229.3,0.886
2025-08-07,GC1,Image,105.77,19094,33.1,0.924
2025-08-07,GC1,LLM chat,1835.15,1986537,573.5,0.851
2025-08-07,GC1,Speech,60.47,16731,18.9,0.868
2025-08-07,GC1,Video,377.35,2359,117.9,0.842
2025-08-07,GC2,LLM chat,1835.15,1986537,1359.4,0.632
2025-08-07,GC3,Image,246.79,44553,329.1,0.818
2025-08-07,GC3,Speech,241.9,66924,322.5,0.781
2025-08-07,GC4,Video,880.49,5503,231.7,0.853
2025-08-08,GC1,Image,110.09,19874,34.4,0.839
2025-08-08,GC1,LLM chat,1901.47,2058292,594.2,0.872
2025-08-08,GC1,Speech,62.94,17414,19.7,0.861
2025-08-08,GC1,Video,392.75,2455,122.7,0.854
2025-08-08,GC2,LLM chat,1901.47,2058292,1408.5,0.644
2025-08-08,GC3,Image,256.87,46373,342.5,0.8
2025-08-08,GC3,Speech,251.76,69655,335.7,0.812
2025-08-08,GC4,Video,916.43,5727,241.2,0.878
2025-08-09,GC1,Image,114.4,20653,35.8,0.858
2025-08-09,GC1,LLM chat,1963.32,2125175,613.5,0.878
2025-08-09,GC1,Speech,65.41,18097,20.4,0.909
2025-08-09,GC1,Video,408.16,2551,127.5,0.878
2025-08-09,GC2,LLM chat,1963.32,2125175,1454.3,0.657
2025-08-09,GC3,Image,266.94,48191,355.9,0.784
2025-08-09,GC3,Speech,261.64,72386,348.9,0.844
2025-08-09,GC4,Video,952.36,5952,250.6,0.832
2025-08-10,GC1,Image,113.32,20458,35.4,0.831
2025-08-10,GC1,LLM chat,2068.96,2240086,646.5,0.834
2025-08-10,GC1,Speech,64.79,17926,20.2,0.844
2025-08-10,GC1,Video,404.31,2527,126.3,0.86
2025-08-10,GC2,LLM chat,2068.96,2240086,1532.6,0.678
2025-08-10,GC3,Image,264.42,47736,352.6,0.792
2025-08-10,GC3,Speech,259.18,71704,345.6,0.821
2025-08-10,GC4,Video,943.38,5896,248.3,0.885
2025-08-11,GC1,Image,104.69,18899,32.7,0.871
2025-08-11,GC1,LLM chat,1819.75,1969878,568.7,0.902
2025-08-11,GC1,Speech,59.86,16560,18.7,0.905
2025-08-11,GC1,Video,373.5,2334,116.7,0.846
2025-08-11,GC2,LLM chat,1819.75,1969878,1348.0,0.71
2025-08-11,GC3,Image,244.27,44099,325.7,0.799
2025-08-11,GC3,Speech,239.42,66241,319.2,0.792
2025-08-11,GC4,Video,871.51,5447,229.3,0.841
2025-08-12,GC1,Image,103.61,18705,32.4,0.894
2025-08-12,GC1,LLM chat,1851.86,2004864,578.7,0.862
2025-08-12,GC1,Speech,59.24,16390,18.5,0.858
2025-08-12,GC1,Video,369.65,2310,115.5,0.896
2025-08-12,GC2,LLM chat,1851.86,2004864,1371.7,0.622
2025-08-12,GC3,Image,241.75,43644,322.3,0.814
2025-08-12,GC3,Speech,236.96,65558,315.9,0.855
2025-08-12,GC4,Video,862.52,5391,227.0,0.81
2025-08-13,GC1,Image,104.69,18899,32.7,0.884
2025-08-13,GC1,LLM chat,1821.93,1972250,569.4,0.882
2025-08-13,GC1,Speech,59.86,16560,18.7,0.848
2025-08-13,GC1,Video,373.5,2334,116.7,0.849
2025-08-13,GC2,LLM chat,1821.93,1972250,1349.6,0.667
2025-08-13,GC3,Image,244.27,44099,325.7,0.774
2025-08-13,GC3,Speech,239.42,66241,319.2,0.859
2025-08-13,GC4,Video,871.51,5447,229.3,0.879
2025-08-14,GC1,Image,105.77,19094,33.1,0.905
2025-08-14,GC1,LLM chat,1910.95,2068930,597.2,0.871
2025-08-14,GC1,Speech,60.47,16731,18.9,0.818
2025-08-14,GC1,Video,377.35,2359,117.9,0.837
2025-08-14,GC2,LLM chat,1910.95,2068930,1415.5,0.715
2025-08-14,GC3,Image,246.79,44553,329.1,0.848
2025-08-14,GC3,Speech,241.9,66924,322.5,0.807
2025-08-14,GC4,Video,880.49,5503,231.7,0.836
2025-08-15,GC1,Image,110.09,19874,34.4,0.843
2025-08-15,GC1,LLM chat,1934.01,2093660,604.4,0.873
2025-08-15,GC1,Speech,62.94,17414,19.7,0.911
2025-08-15,GC1,Video,392.75,2455,122.7,0.881
2025-08-15,GC2,LLM chat,1934.01,2093660,1432.6,0.73
2025-08-15,GC3,Image,256.87,46373,342.5,0.816
2025-08-15,GC3,Speech,251.76,69655,335.7,0.81
2025-08-15,GC4,Video,916.43,5727,241.2,0.842
2025-08-16,GC1,Image,114.4,20653,35.8,0.882
2025-08-16,GC1,LLM chat,1963.0,2124836,613.4,0.871
2025-08-16,GC1,Speech,65.41,18097,20.4,0.83
2025-08-16,GC1,Video,408.16,2551,127.5,0.847
2025-08-16,GC2,LLM chat,1963.0,2124836,1454.1,0.688
2025-08-16,GC3,Image,266.94,48191,355.9,0.789
2025-08-16,GC3,Speech,261.64,72386,348.9,0.836
2025-08-16,GC4,Video,952.36,5952,250.6,0.885
2025-08-17,GC1,Image,113.32,20458,35.4,0.832
2025-08-17,GC1,LLM chat,1984.39,2148172,620.1,0.894
2025-08-17,GC1,Speech,64.79,17926,20.2,0.901
2025-08-17,GC1,Video,404.31,2527,126.3,0.907
2025-08-17,GC2,LLM chat,1984.39,2148172,1469.9,0.65
2025-08-17,GC3,Image,264.42,47736,352.6,0.778
2025-08-17,GC3,Speech,259.18,71704,345.6,0.891
2025-08-17,GC4,Video,943.38,5896,248.3,0.882
2025-08-18,GC1,Image,104.69,18899,32.7,0.9
2025-08-18,GC1,LLM chat,1845.03,1997357,576.6,0.9
2025-08-18,GC1,Speech,59.86,16560,18.7,0.87
2025-08-18,GC1,Video,373.5,2334,116.7,0.878
2025-08-18,GC2,LLM chat,1845.03,1997357,1366.7,0.655
2025-08-18,GC3,Image,244.27,44099,325.7,0.831
2025-08-18,GC3,Speech,239.42,66241,319.2,0.84
2025-08-18,GC4,Video,871.51,5447,229.3,0.809
2025-08-19,GC1,Image,103.61,18705,32.4,0.886
2025-08-19,GC1,LLM chat,1815.0,1964803,567.2,0.888
2025-08-19,GC1,Speech,59.24,16390,18.5,0.864
2025-08-19,GC1,Video,369.65,2310,115.5,0.871
2025-08-19,GC2,LLM chat,1815.0,1964803,1344.4,0.687
2025-08-19,GC3,Image,241.75,43644,322.3,0.769
2025-08-19,GC3,Speech,236.96,65558,315.9,0.853
2025-08-19,GC4,Video,862.52,5391,227.0,0.884
2025-08-20,GC1,Image,104.69,18899,32.7,0.864
2025-08-20,GC1,LLM chat,1888.07,2044143,590.0,0.897
2025-08-20,GC1,Speech,59.86,16560,18.7,0.901
2025-08-20,GC1,Video,373.5,2334,116.7,0.917
2025-08-20,GC2,LLM chat,1888.07,2044143,1398.6,0.687
2025-08-20,GC3,Image,244.27,44099,325.7,0.837
2025-08-20,GC3,Speech,239.42,66241,319.2,0.83
2025-08-20,GC4,Video,871.51,5447,229.3,0.856
2025-08-21,GC1,Image,105.77,19094,33.1,0.867
2025-08-21,GC1,LLM chat,1886.07,2041884,589.4,0.847
2025-08-21,GC1,Speech,60.47,16731,18.9,0.845
2025-08-21,GC1,Video,377.35,2359,117.9,0.86
2025-08-21,GC2,LLM chat,1886.07,2041884,1397.1,0.67
2025-08-21,GC3,Image,246.79,44553,329.1,0.784
2025-08-21,GC3,Speech,241.9,66924,322.5,0.763
2025-08-21,GC4,Video,880.49,5503,231.7,0.82
2025-08-22,GC1,Image,110.09,19874,34.4,0.885
2025-08-22,GC1,LLM chat,1915.34,2073362,598.5,0.851
2025-08-22,GC1,Speech,62.94,17414,19.7,0.851
2025-08-22,GC1,Video,392.75,2455,122.7,0.868
2025-08-22,GC2,LLM chat,1915.34,2073362,1418.8,0.71
2025-08-22,GC3,Image,256.87,46373,342.5,0.886
2025-08-22,GC3,Speech,251.76,69655,335.7,0.839
2025-08-22,GC4,Video,916.43,5727,241.2,0.905
2025-08-23,GC1,Image,114.4,20653,35.8,0.893
2025-08-23,GC1,LLM chat,1972.69,2135367,616.5,0.888
2025-08-23,GC1,Speech,65.41,18097,20.4,0.876
2025-08-23,GC1,Video,408.16,2551,127.5,0.934
2025-08-23,GC2,LLM chat,1972.69,2135367,1461.3,0.675
2025-08-23,GC3,Image,266.94,48191,355.9,0.836
2025-08-23,GC3,Speech,261.64,72386,348.9,0.78
2025-08-23,GC4,Video,952.36,5952,250.6,0.906
2025-08-24,GC1,Image,113.32,20458,35.4,0.921
2025-08-24,GC1,LLM chat,2023.54,2190716,632.4,0.876
2025-08-24,GC1,Speech,64.79,17926,20.2,0.872
2025-08-24,GC1,Video,404.31,2527,126.3,0.894
2025-08-24,GC2,LLM chat,2023.54,2190716,1498.9,0.66
2025-08-24,GC3,Image,264.42,47736,352.6,0.782
2025-08-24,GC3,Speech,259.18,71704,345.6,0.804
2025-08-24,GC4,Video,943.38,5896,248.3,0.865
2025-08-25,GC1,Image,104.69,18899,32.7,0.898
2025-08-25,GC1,LLM chat,1829.88,1980892,571.8,0.894
2025-08-25,GC1,Speech,59.86,16560,18.7,0.913
2025-08-25,GC1,Video,373.5,2334,116.7,0.85
2025-08-25,GC2,LLM chat,1829.88,1980892,1355.5,0.695
2025-08-25,GC3,Image,244.27,44099,325.7,0.795
2025-08-25,GC3,Speech,239.42,66241,319.2,0.862
2025-08-25,GC4,Video,871.51,5447,229.3,0.866
2025-08-26,GC1,Image,103.61,18705,32.4,0.834
2025-08-26,GC1,LLM chat,1870.78,2025431,584.6,0.908
2025-08-26,GC1,Speech,59.24,16390,18.5,0.819
2025-08-26,GC1,Video,369.65,2310,115.5,0.903
2025-08-26,GC2,LLM chat,1870.78,2025431,1385.8,0.634
2025-08-26,GC3,Image,241.75,43644,322.3,0.821
2025-08-26,GC3,Speech,236.96,65558,315.9,0.826
2025-08-26,GC4,Video,862.52,5391,227.0,0.858
2025-08-27,GC1,Image,104.69,18899,32.7,0.876
2025-08-27,GC1,LLM chat,1851.76,2004670,578.7,0.905
2025-08-27,GC1,Speech,59.86,16560,18.7,0.858
2025-08-27,GC1,Video,373.5,2334,116.7,0.878
2025-08-27,GC2,LLM chat,1851.76,2004670,1371.7,0.672
2025-08-27,GC3,Image,244.27,44099,325.7,0.814
2025-08-27,GC3,Speech,239.42,66241,319.2,0.837
2025-08-27,GC4,Video,871.51,5447,229.3,0.939
2025-08-28,GC1,Image,105.77,19094,33.1,0.851
2025-08-28,GC1,LLM chat,1900.13,2057169,593.8,0.899
2025-08-28,GC1,Speech,60.47,16731,18.9,0.891
2025-08-28,GC1,Video,377.35,2359,117.9,0.829
2025-08-28,GC2,LLM chat,1900.13,2057169,1407.5,0.642
2025-08-28,GC3,Image,246.79,44553,329.1,0.828
2025-08-28,GC3,Speech,241.9,66924,322.5,0.791
2025-08-28,GC4,Video,880.49,5503,231.7,0.813
2025-08-29,GC1,Image,110.09,19874,34.4,0.916
2025-08-29,GC1,LLM chat,1968.09,2130696,615.0,0.88
2025-08-29,GC1,Speech,62.94,17414,19.7,0.891
2025-08-29,GC1,Video,392.75,2455,122.7,0.869
2025-08-29,GC2,LLM chat,1968.09,2130696,1457.8,0.669
2025-08-29,GC3,Image,256.87,46373,342.5,0.818
2025-08-29,GC3,Speech,251.76,69655,335.7,0.807
2025-08-29,GC4,Video,916.43,5727,241.2,0.868
2025-08-30,GC1,Image,114.4,20653,35.8,0.84
2025-08-30,GC1,LLM chat,2078.02,2249857,649.4,0.889
2025-08-30,GC1,Speech,65.41,18097,20.4,0.838
2025-08-30,GC1,Video,408.16,2551,127.5,0.872
2025-08-30,GC2,LLM chat,2078.02,2249857,1539.3,0.672
2025-08-30,GC3,Image,266.94,48191,355.9,0.853
2025-08-30,GC3,Speech,261.64,72386,348.9,0.859
2025-08-30,GC4,Video,952.36,5952,250.6,0.916
2025-08-31,GC1,Image,113.32,20458,35.4,0.889
2025-08-31,GC1,LLM chat,2093.33,2266575,654.2,0.859
2025-08-31,GC1,Speech,64.79,17926,20.2,0.848
2025-08-31,GC1,Video,404.31,2527,126.3,0.866
2025-08-31,GC2,LLM chat,2093.33,2266575,1550.6,0.703
2025-08-31,GC3,Image,264.42,47736,352.6,0.83
2025-08-31,GC3,Speech,259.18,71704,345.6,0.798
2025-08-31,GC4,Video,943.38,5896,248.3,0.912
2025-09-01,GC1,Image,118.5,21394,37.0,0.889
2025-09-01,GC1,LLM chat,1940.65,2100223,606.5,0.97
2025-09-01,GC1,Speech,67.76,18746,21.2,0.883
2025-09-01,GC1,Video,422.8,2642,132.1,0.868
2025-09-01,GC2,LLM chat,1940.65,2100223,1437.5,0.597
2025-09-01,GC3,Image,276.51,49919,368.7,0.822
2025-09-01,GC3,Speech,271.02,74984,361.4,0.862
2025-09-01,GC4,Video,986.53,6166,259.6,0.864
2025-09-02,GC1,Image,117.28,21173,36.7,0.84
2025-09-02,GC1,LLM chat,1934.5,2093632,604.5,0.855
2025-09-02,GC1,Speech,67.06,18553,21.0,0.863
2025-09-02,GC1,Video,418.44,2615,130.8,0.891
2025-09-02,GC2,LLM chat,1934.5,2093632,1433.0,0.588
2025-09-02,GC3,Image,273.66,49405,364.9,0.826
2025-09-02,GC3,Speech,268.23,74210,357.6,0.826
2025-09-02,GC4,Video,976.36,6103,256.9,0.873
2025-09-03,GC1,Image,118.5,21394,37.0,0.807
2025-09-03,GC1,LLM chat,1900.55,2056634,593.9,0.896
2025-09-03,GC1,Speech,67.76,18746,21.2,0.879
2025-09-03,GC1,Video,422.8,2642,132.1,0.847
2025-09-03,GC2,LLM chat,1900.55,2056634,1407.8,0.606
2025-09-03,GC3,Image,276.51,49919,368.7,0.824
2025-09-03,GC3,Speech,271.02,74984,361.4,0.841
2025-09-03,GC4,Video,986.53,6166,259.6,0.848
2025-09-04,GC1,Image,119.73,21615,37.4,0.871
2025-09-04,GC1,LLM chat,2039.37,2207429,637.3,0.874
2025-09-04,GC1,Speech,68.45,18939,21.4,0.862
2025-09-04,GC1,Video,427.16,2670,133.5,0.917
2025-09-04,GC2,LLM chat,2039.37,2207429,1510.6,0.651
2025-09-04,GC3,Image,279.37,50434,372.5,0.813
2025-09-04,GC3,Speech,273.82,75757,365.1,0.838
2025-09-04,GC4,Video,996.7,6229,262.3,0.847
2025-09-05,GC1,Image,124.61,22497,38.9,0.914
2025-09-05,GC1,LLM chat,2070.61,2241015,647.1,0.928
2025-09-05,GC1,Speech,71.25,19712,22.3,0.894
2025-09-05,GC1,Video,444.59,2779,138.9,0.885
2025-09-05,GC2,LLM chat,2070.61,2241015,1533.8,0.722
2025-09-05,GC3,Image,290.76,52493,387.7,0.824
2025-09-05,GC3,Speech,285.0,78849,380.0,0.841
2025-09-05,GC4,Video,1037.39,6483,273.0,0.908
2025-09-06,GC1,Image,129.5,23379,40.5,0.838
2025-09-06,GC1,LLM chat,2158.85,2336543,674.6,0.9
2025-09-06,GC1,Speech,74.04,20485,23.1,0.904
2025-09-06,GC1,Video,462.03,2888,144.4,0.91
2025-09-06,GC2,LLM chat,2158.85,2336543,1599.1,0.708
2025-09-06,GC3,Image,302.17,54551,402.9,0.799
2025-09-06,GC3,Speech,296.18,81941,394.9,0.847
2025-09-06,GC4,Video,1078.07,6738,283.7,0.849
2025-09-07,GC1,Image,128.28,23159,40.1,0.837
2025-09-07,GC1,LLM chat,2155.3,2332774,673.5,0.865
2025-09-07,GC1,Speech,73.34,20292,22.9,0.92
2025-09-07,GC1,Video,457.67,2860,143.0,0.893
2025-09-07,GC2,LLM chat,2155.3,2332774,1596.5,0.691
2025-09-07,GC3,Image,299.32,54037,399.1,0.839
2025-09-07,GC3,Speech,293.38,81168,391.2,0.852
2025-09-07,GC4,Video,1067.9,6674,281.0,0.892
2025-09-08,GC1,Image,118.5,21394,37.0,0.907
2025-09-08,GC1,LLM chat,2031.75,2199242,634.9,0.83
2025-09-08,GC1,Speech,67.76,18746,21.2,0.902
2025-09-08,GC1,Video,422.8,2642,132.1,0.915
2025-09-08,GC2,LLM chat,2031.75,2199242,1505.0,0.709
2025-09-08,GC3,Image,276.51,49919,368.7,0.808
2025-09-08,GC3,Speech,271.02,74984,361.4,0.835
2025-09-08,GC4,Video,986.53,6166,259.6,0.884
2025-09-09,GC1,Image,117.28,21173,36.7,0.849
2025-09-09,GC1,LLM chat,1986.56,2150221,620.8,0.857
2025-09-09,GC1,Speech,67.06,18553,21.0,0.9
2025-09-09,GC1,Video,418.44,2615,130.8,0.871
2025-09-09,GC2,LLM chat,1986.56,2150221,1471.5,0.638
2025-09-09,GC3,Image,273.66,49405,364.9,0.793
2025-09-09,GC3,Speech,268.23,74210,357.6,0.761
2025-09-09,GC4,Video,976.36,6103,256.9,0.842
2025-09-10,GC1,Image,118.5,21394,37.0,0.835
2025-09-10,GC1,LLM chat,1981.69,2144828,619.3,0.826
2025-09-10,GC1,Speech,67.76,18746,21.2,0.841
2025-09-10,GC1,Video,422.8,2642,132.1,0.82
2025-09-10,GC2,LLM chat,1981.69,2144828,1467.9,0.682
2025-09-10,GC3,Image,276.51,49919,368.7,0.772
2025-09-10,GC3,Speech,271.02,74984,361.4,0.821
2025-09-10,GC4,Video,986.53,6166,259.6,0.848
2025-09-11,GC1,Image,119.73,21615,37.4,0.902
2025-09-11,GC1,LLM chat,2005.48,2170595,626.7,0.879
2025-09-11,GC1,Speech,68.45,18939,21.4,0.868
2025-09-11,GC1,Video,427.16,2670,133.5,0.832
2025-09-11,GC2,LLM chat,2005.48,2170595,1485.5,0.674
2025-09-11,GC3,Image,279.37,50434,372.5,0.806
2025-09-11,GC3,Speech,273.82,75757,365.1,0.772
2025-09-11,GC4,Video,996.7,6229,262.3,0.837
2025-09-12,GC1,Image,124.61,22497,38.9,0.908
2025-09-12,GC1,LLM chat,2123.39,2298384,663.6,0.865
2025-09-12,GC1,Speech,71.25,19712,22.3,0.917
2025-09-12,GC1,Video,444.59,2779,138.9,0.931
2025-09-12,GC2,LLM chat,2123.39,2298384,1572.9,0.646
2025-09-12,GC3,Image,290.76,52493,387.7,0.855
2025-09-12,GC3,Speech,285.0,78849,380.0,0.796
2025-09-12,GC4,Video,1037.39,6483,273.0,0.846
2025-09-13,GC1,Image,129.5,23379,40.5,0.909
2025-09-13,GC1,LLM chat,2199.93,2381198,687.5,0.928
2025-09-13,GC1,Speech,74.04,20485,23.1,0.927
2025-09-13,GC1,Video,462.03,2888,144.4,0.833
2025-09-13,GC2,LLM chat,2199.93,2381198,1629.6,0.669
2025-09-13,GC3,Image,302.17,54551,402.9,0.796
2025-09-13,GC3,Speech,296.18,81941,394.9,0.862
2025-09-13,GC4,Video,1078.07,6738,283.7,0.88
2025-09-14,GC1,Image,128.28,23159,40.1,0.817
2025-09-14,GC1,LLM chat,2081.51,2252568,650.5,0.83
2025-09-14,GC1,Speech,73.34,20292,22.9,0.881
2025-09-14,GC1,Video,457.67,2860,143.0,0.89
2025-09-14,GC2,LLM chat,2081.51,2252568,1541.9,0.731
2025-09-14,GC3,Image,299.32,54037,399.1,0.842
2025-09-14,GC3,Speech,293.38,81168,391.2,0.802
2025-09-14,GC4,Video,1067.9,6674,281.0,0.91
2025-09-15,GC1,Image,118.5,21394,37.0,0.862
2025-09-15,GC1,LLM chat,1981.57,2144695,619.2,0.893
2025-09-15,GC1,Speech,67.76,18746,21.2,0.9
2025-09-15,GC1,Video,422.8,2642,132.1,0.858
2025-09-15,GC2,LLM chat,1981.57,2144695,1467.8,0.733
2025-09-15,GC3,Image,276.51,49919,368.7,0.88
2025-09-15,GC3,Speech,271.02,74984,361.4,0.821
2025-09-15,GC4,Video,986.53,6166,259.6,0.816
2025-09-16,GC1,Image,117.28,21173,36.7,0.888
2025-09-16,GC1,LLM chat,2016.99,2183302,630.3,0.887
2025-09-16,GC1,Speech,67.06,18553,21.0,0.83
2025-09-16,GC1,Video,418.44,2615,130.8,0.808
2025-09-16,GC2,LLM chat,2016.99,2183302,1494.1,0.663
2025-09-16,GC3,Image,273.66,49405,364.9,0.839
2025-09-16,GC3,Speech,268.23,74210,357.6,0.847
2025-09-16,GC4,Video,976.36,6103,256.9,0.846
2025-09-17,GC1,Image,118.5,21394,37.0,0.856
2025-09-17,GC1,LLM chat,2074.05,2245216,648.1,0.901
2025-09-17,GC1,Speech,67.76,18746,21.2,0.903
2025-09-17,GC1,Video,422.8,2642,132.1,0.878
2025-09-17,GC2,LLM chat,2074.05,2245216,1536.3,0.684
2025-09-17,GC3,Image,276.51,49919,368.7,0.797
2025-09-17,GC3,Speech,271.02,74984,361.4,0.83
2025-09-17,GC4,Video,986.53,6166,259.6,0.894
2025-09-18,GC1,Image,119.73,21615,37.4,0.822
2025-09-18,GC1,LLM chat,2128.54,2304352,665.2,0.909
2025-09-18,GC1,Speech,68.45,18939,21.4,0.943
2025-09-18,GC1,Video,427.16,2670,133.5,0.875
2025-09-18,GC2,LLM chat,2128.54,2304352,1576.7,0.698
2025-09-18,GC3,Image,279.37,50434,372.5,0.826
2025-09-18,GC3,Speech,273.82,75757,365.1,0.855
2025-09-18,GC4,Video,996.7,6229,262.3,0.903
2025-09-19,GC1,Image,124.61,22497,38.9,0.861
2025-09-19,GC1,LLM chat,2150.93,2328313,672.2,0.882
2025-09-19,GC1,Speech,71.25,19712,22.3,0.902
2025-09-19,GC1,Video,444.59,2779,138.9,0.93
2025-09-19,GC2,LLM chat,2150.93,2328313,1593.3,0.708
2025-09-19,GC3,Image,290.76,52493,387.7,0.848
2025-09-19,GC3,Speech,285.0,78849,380.0,0.829
2025-09-19,GC4,Video,1037.39,6483,273.0,0.86
2025-09-20,GC1,Image,129.5,23379,40.5,0.889
2025-09-20,GC1,LLM chat,2145.07,2321562,670.3,0.856
2025-09-20,GC1,Speech,74.04,20485,23.1,0.907
2025-09-20,GC1,Video,462.03,2888,144.4,0.882
2025-09-20,GC2,LLM chat,2145.07,2321562,1588.9,0.634
2025-09-20,GC3,Image,302.17,54551,402.9,0.814
2025-09-20,GC3,Speech,296.18,81941,394.9,0.809
2025-09-20,GC4,Video,1078.07,6738,283.7,0.865
2025-09-21,GC1,Image,128.28,23159,40.1,0.846
2025-09-21,GC1,LLM chat,2207.27,2389266,689.8,0.896
2025-09-21,GC1,Speech,73.34,20292,22.9,0.875
2025-09-21,GC1,Video,457.67,2860,143.0,0.831
2025-09-21,GC2,LLM chat,2207.27,2389266,1635.0,0.698
2025-09-21,GC3,Image,299.32,54037,399.1,0.812
2025-09-21,GC3,Speech,293.38,81168,391.2,0.786
2025-09-21,GC4,Video,1067.9,6674,281.0,0.92
2025-09-22,GC1,Image,118.5,21394,37.0,0.841
2025-09-22,GC1,LLM chat,2034.94,2202704,635.9,0.932
2025-09-22,GC1,Speech,67.76,18746,21.2,0.803
2025-09-22,GC1,Video,422.8,2642,132.1,0.856
2025-09-22,GC2,LLM chat,2034.94,2202704,1507.4,0.624
2025-09-22,GC3,Image,276.51,49919,368.7,0.831
2025-09-22,GC3,Speech,271.02,74984,361.4,0.915
2025-09-22,GC4,Video,986.53,6166,259.6,0.894
2025-09-23,GC1,Image,117.28,21173,36.7,0.888
2025-09-23,GC1,LLM chat,1980.75,2143899,619.0,0.888
2025-09-23,GC1,Speech,67.06,18553,21.0,0.886
2025-09-23,GC1,Video,418.44,2615,130.8,0.874
2025-09-23,GC2,LLM chat,1980.75,2143899,1467.2,0.689
2025-09-23,GC3,Image,273.66,49405,364.9,0.837
2025-09-23,GC3,Speech,268.23,74210,357.6,0.85
2025-09-23,GC4,Video,976.36,6103,256.9,0.901
2025-09-24,GC1,Image,118.5,21394,37.0,0.891
2025-09-24,GC1,LLM chat,2141.57,2318611,669.2,0.912
2025-09-24,GC1,Speech,67.76,18746,21.2,0.888
2025-09-24,GC1,Video,422.8,2642,132.1,0.829
2025-09-24,GC2,LLM chat,2141.57,2318611,1586.3,0.675
2025-09-24,GC3,Image,276.51,49919,368.7,0.814
2025-09-24,GC3,Speech,271.02,74984,361.4,0.864
2025-09-24,GC4,Video,986.53,6166,259.6,0.841
